PSGC_code,nearest_health
157001001.0,0.5254315320341493
157001002.0,0.5226508411101742
157001003.0,0.5321115476670338
157001004.0,0.541303280855496
157001005.0,0.5154983823132836
157001007.0,0.5247009595147751
157001008.0,0.513487232754877
157001009.0,0.5204296261417587
157001010.0,0.5199621307850099
157001011.0,0.5176506026808986
157001012.0,0.5368074169467443
157001013.0,0.5232084888530162
157001014.0,0.5126546122478369
157001015.0,0.5274131389310623
157001016.0,0.5215108292826606
157001017.0,0.523537610751117
157001018.0,0.5062424439526917
157002005.0,0.5202696210413619
157002006.0,0.5259799401590376
157002007.0,0.5162104700601531
157002009.0,0.5186288460737638
157002010.0,0.5138633986467553
157002012.0,0.5228340749108974
157002013.0,0.5171695599208049
157002014.0,0.5162077464229295
157002015.0,0.5248380920180973
157002016.0,0.5179544855698187
157002017.0,0.521160493233307
157002018.0,0.5190860057675135
157002019.0,0.5210498676569346
157002021.0,0.5151045599151213
157002022.0,0.5142975373117632
157002023.0,0.5127642230992655
157002024.0,0.5145434125495582
157002025.0,0.5159239482888173
157002026.0,0.5119994526080374
157002027.0,0.5140527608510091
157002030.0,0.5146813129261745
157002031.0,0.5266750601159768
157002033.0,0.5126098639252115
157002034.0,0.5261661895264422
157002037.0,0.5281705067170477
157002040.0,0.5149131073544775
157002042.0,0.5164143676454299
157002043.0,0.5180658839145145
157002044.0,0.5146731740276196
157002045.0,0.5133645827108337
157002046.0,0.519416285786828
157002047.0,0.5136821340758596
157002048.0,0.5135242665008044
157002049.0,0.5130995345192059
157002050.0,0.5136960268210263
157003002.0,0.697926630014686
157003003.0,0.6963231874618503
157003004.0,0.6918284910239757
157003005.0,0.696373219052418
157003006.0,0.6932467322234785
157003007.0,0.6941653292835032
157003008.0,0.6959674835283106
157003009.0,0.6950335315578282
157003012.0,0.6988666188688915
157003013.0,0.6932572124969144
157003014.0,0.6977699393936527
157003015.0,0.6945475899419633
157003016.0,0.6963873802617288
157004001.0,0.501199581530653
157004002.0,0.4937039504281302
157004003.0,0.5040367302366375
157004004.0,0.5025283034417062
157004005.0,0.5032771827321638
157004006.0,0.5017507020897594
157004007.0,0.5039145099290344
157004008.0,0.503229914291944
157004009.0,0.4940526774123658
157004011.0,0.5015799394008035
157004012.0,0.49991924805566296
157004013.0,0.503391459785741
157004014.0,0.4943380504168067
157004015.0,0.49973737075271685
157005001.0,0.4783303807012221
157005004.0,0.46737117456742355
157005010.0,0.4741616046994323
157005012.0,0.4771665543908314
157005016.0,0.4719384226747681
157005021.0,0.47033654725116986
157005023.0,0.47202247396594915
157005025.0,0.49219102056914305
157007002.0,0.5446524444841456
157007009.0,0.5409815003525975
157007010.0,0.5391696391762386
157007012.0,0.5440149335672816
157007026.0,0.5498330577595166
157007030.0,0.5394380025021733
157007031.0,0.5413231285139314
157007033.0,0.5398089781324855
157007041.0,0.5423627920965601
157007042.0,0.5419150166419274
157007043.0,0.5403281581741677
157007044.0,0.5416984493175725
157007045.0,0.5390167253229641
157007046.0,0.5531278495811226
157007047.0,0.5452302109971723
157007048.0,0.5463838066742531
157007049.0,0.5406575121739097
157007050.0,0.5478653076113967
157007051.0,0.5399573361829526
157007052.0,0.5491305451119043
157008001.0,0.6146102658203296
157008002.0,0.60345712036761
157009001.0,0.5355423900757055
157009002.0,0.5562513974931107
157009003.0,0.5482286694219942
157009004.0,0.5432918061251756
157009005.0,0.5454251610716316
157009006.0,0.5383139287980316
157009009.0,0.5385653706519523
157009010.0,0.5398879858600081
157009011.0,0.5317222526153724
157009012.0,0.5640813677652292
157009013.0,0.5527043247916382
157009015.0,0.5411820870109117
157009016.0,0.5567572534882024
157009017.0,0.5542456406750959
157009018.0,0.5553189839486872
157009019.0,0.5354455496096636
157009020.0,0.5302958807621195
157009021.0,0.5459774242725094
157009022.0,0.5507540204802767
157010001.0,0.536655640359923
157010002.0,0.5229560035793648
157010003.0,0.5221917953363862
157010004.0,0.5375190625067638
157010005.0,0.5250423068045378
157010006.0,0.532815719511254
157010007.0,0.5381047557285039
157010008.0,0.5317179738350386
157010009.0,0.5264656726768467
157010010.0,0.5349991016392631
157010011.0,0.535034349314041
157010012.0,0.5359999403577225
157010013.0,0.5273712887236903
157010014.0,0.5340912999825866
157010015.0,0.5259243963250231
157010016.0,0.5371005760250085
157010017.0,0.5316671467264301
157010018.0,0.5354835002028397
157010019.0,0.5362034794367271
157010020.0,0.5254089808000872
157010021.0,0.5343293712399624
157010022.0,0.5268741361900605
157010023.0,0.5232337686459712
157011001.0,0.48896640334717123
157011002.0,0.4902063987261533
157011003.0,0.4874171791689234
157011004.0,0.4725011272821304
157011005.0,0.49077743339353275
157011006.0,0.4915173354031967
157011007.0,0.4695871817453989
157011008.0,0.4847321370593691
157011009.0,0.47833714601605754
157011010.0,0.49040096927361954
157011011.0,0.49349731691354426
157011012.0,0.4774670150766914
157011013.0,0.47594501167332903
157011014.0,0.47395114339167177
157011015.0,0.4801961172153072
157011016.0,0.471638561103804
156607031.0,0.6487830457379266
156607033.0,0.651404490369276
156607034.0,0.6508891776144108
156607036.0,0.652312128461294
156607037.0,0.6476192724675266
156607038.0,0.6496426357596576
156607039.0,0.6504457543447976
156607040.0,0.6511351952056028
156607042.0,0.6491720209706161
156607043.0,0.6499432113863831
156608003.0,0.6552425787114217
156608006.0,0.6567178114070596
156608007.0,0.6533619028810707
156608009.0,0.6514566757091355
157006030.0,0.5549505186540026
157006032.0,0.5505162070382457
157006033.0,0.5500508886039045
157006034.0,0.5495531857723264
157006035.0,0.55009101754987
157006036.0,0.5549851625730737
157006037.0,0.5548214614580437
157006038.0,0.5570231159502171
157006039.0,0.5551472182235977
150713006.0,0.7111524597346391
150713010.0,0.7139382449041365
150713011.0,0.7126497784564603
150713012.0,0.71206789634332
156601001.0,0.64442314623986
156601002.0,0.6445904297617513
156601003.0,0.6445885059207918
156601004.0,0.6459844820078342
156601005.0,0.6398159544409148
156601006.0,0.6425925443688243
156601007.0,0.638519325744158
156601008.0,0.6389430416175237
156601010.0,0.6435912461045817
156601011.0,0.6468148369776084
156601012.0,0.6434170003301137
156601013.0,0.6376844453689436
156601014.0,0.6373238339012207
156601015.0,0.6398216475966997
156601016.0,0.6386016633186188
156601017.0,0.6406152089154595
156601018.0,0.6397519730038735
156601019.0,0.6415437573329348
156601020.0,0.6429930894755718
156601021.0,0.6383890864065123
156601022.0,0.6400612405237357
156601023.0,0.6375408313033909
156601024.0,0.6391002691918808
156601025.0,0.6371196079039646
156601026.0,0.640671176258481
156601027.0,0.6365031880760615
156601028.0,0.6385416890597361
156601029.0,0.6407666104167682
156601030.0,0.6450848776951327
156601031.0,0.6438920073040941
156601032.0,0.6419398041429157
156601033.0,0.6375136312150179
156601035.0,0.6427942604382876
156601036.0,0.6411746365729921
156602001.0,0.6480455579999627
156602002.0,0.648023800798843
156602003.0,0.64946329604656
156602004.0,0.6485392374606286
156602007.0,0.6485355884310251
156602008.0,0.6484746625495543
156602009.0,0.6482835472704003
156602010.0,0.6487246140128
156603002.0,0.6448328118272028
156603004.0,0.6437227492376001
156603010.0,0.649344065721691
156603011.0,0.6447775448525518
156603012.0,0.6475690631162397
156603013.0,0.6447335437689594
156603016.0,0.6469601087618433
156603017.0,0.6502185042386345
156603018.0,0.6464115026311861
156604004.0,0.6559383863849088
156604007.0,0.6549773593466767
156604008.0,0.6563624136736527
156604012.0,0.6527386754790317
156604013.0,0.6529800124483878
156604014.0,0.6521958155952786
156604015.0,0.6515116439996447
156604021.0,0.6530548524920472
156604024.0,0.6559099226755011
156604028.0,0.6588851652099429
156604029.0,0.6493643293421266
156604030.0,0.651024757617176
156605001.0,0.6426168590387896
156605002.0,0.636801619178969
156605003.0,0.6385259081334306
156605004.0,0.6387468049254016
156605005.0,0.6398522405352366
156605006.0,0.6430894791022259
156605007.0,0.6411481443511245
156605008.0,0.6418431519329361
156605009.0,0.638214887707323
156605010.0,0.6402557544866095
156605011.0,0.6382332762439676
