School Attendance after Grade 3 (6 - 24 yo),Number of Health Facility,Occurence of Armed Conflict,Household with Concrete Walls Proportion,Access to Electricity Proportion,Access to Treated Water Proportion,Owned House and Lot Proportion,Has Copy Birth Certificate Proportion 6 - 24 yo,Married Proportion 6 - 24 yo,Overseas Worker in Family Proportion
3,0,0,0.16149068322981364,0.5031055900621118,0.5341614906832298,0.546583850931677,0.5984848484848485,0.17735849056603772,0.049689440993788817
3,0,0,0.13114754098360654,0.9508196721311476,0.9508196721311476,0.4918032786885246,0.7275985663082437,0.15658362989323846,0.10655737704918032
3,0,0,0.2182410423452769,0.9444444444444444,0.029411764705882363,0.3366013071895425,0.8309859154929577,0.07719298245614035,0.035830618892508145
3,0,0,0.4219948849104859,0.8212435233160622,0.21502590673575128,0.932642487046632,0.7099125364431487,0.10510948905109488,0.11508951406649615
3,0,0,0.26461538461538464,0.7661538461538462,0.021538461538461538,0.5476923076923077,0.4400606980273141,0.15326251896813353,0.18769230769230769
3,0,0,0.4343853820598007,0.8809730668983493,0.9026933101650738,0.11728931364031275,0.8168744007670182,0.1068702290076336,0.07125103562551781
3,0,0,0.3611111111111111,0.8625592417061612,0.08056872037914692,0.9099526066350708,0.6705336426914154,0.14775160599571735,0.12037037037037035
3,0,0,0.14556962025316456,0.7658227848101266,0.0759493670886076,0.5569620253164557,0.7505773672055427,0.050925925925925916,0.0189873417721519
3,0,0,0.23544303797468355,0.8128205128205128,0.05897435897435897,0.7512820512820513,0.6588419405320813,0.11930926216640506,0.09873417721518987
3,0,0,0.6074074074074074,1.0,0.0,0.9703703703703704,0.5652173913043478,0.20553359683794467,0.007407407407407408
3,0,0,0.24630541871921185,0.8472906403940886,0.029556650246305417,0.3940886699507389,0.707395498392283,0.12218649517684887,0.06403940886699508
3,0,0,0.12949640287769784,0.4428571428571429,0.9928571428571428,0.2357142857142857,0.28957528957528955,0.21923076923076928,0.057142857142857134
3,0,0,0.2566371681415929,0.8584070796460177,0.02654867256637168,0.6106194690265486,0.7806691449814126,0.08118081180811808,0.415929203539823
3,0,0,0.5040431266846361,0.9919137466307276,0.6954177897574124,0.8490566037735849,0.6843501326259946,0.10079575596816977,0.09703504043126683
3,0,0,0.22911051212938005,0.8921832884097035,0.14016172506738545,0.0215633423180593,0.7195512820512819,0.12933753943217666,0.01078167115902965
2,0,0,0.13496932515337426,0.6913580246913579,0.6913580246913579,0.018518518518518517,0.24788732394366197,0.13934426229508196,0.20245398773006126
2,0,0,0.1509433962264151,0.7007575757575758,0.02651515151515152,0.9545454545454546,0.4678260869565217,0.2195121951219512,0.07169811320754718
3,0,0,0.1949152542372881,0.652542372881356,0.03389830508474576,0.1440677966101695,0.5769230769230769,0.1368421052631579,0.15254237288135594
2,0,0,0.1415929203539823,0.6017699115044248,0.008849557522123894,0.4424778761061947,0.4981684981684982,0.16176470588235295,0.26548672566371684
3,0,0,0.6101910828025477,0.9493150684931508,0.7041095890410959,0.4671232876712329,0.8736631016042781,0.11986754966887415,0.08618504435994931
3,0,0,0.5485714285714286,0.9738372093023256,0.9302325581395348,0.4244186046511628,0.8333333333333334,0.06481481481481481,0.0339943342776204
3,0,0,0.4885496183206106,0.9805068226120858,1.0,0.6530214424951267,0.98992673992674,0.0639269406392694,0.1202290076335878
4,1,0,0.5640449438202247,0.9370786516853932,0.8295964125560538,0.3505617977528089,0.9638364779874212,0.09905660377358493,0.09417040358744394
3,0,0,0.4425770308123249,0.9435028248587572,0.963276836158192,0.3983050847457627,0.7966292134831461,0.11345939933259175,0.14285714285714285
3,0,0,0.4787111622554661,0.9531963470319634,0.9988584474885844,0.8150684931506851,0.8764227642276423,0.1307609860664523,0.14269406392694065
3,0,0,0.11888111888111888,0.3146853146853147,0.013986013986013986,0.8951048951048951,0.9156626506024096,0.19666666666666666,0.02097902097902098
3,1,1,0.4391408114558473,0.9140811455847256,0.7756563245823389,0.028639618138424826,0.8078817733990148,0.08211143695014662,0.23389021479713604
2,0,1,0.0,0.4567901234567901,0.012345679012345678,0.9753086419753086,0.9900497512437813,0.07657657657657657,0.02469135802469136
2,0,1,0.14634146341463414,0.4878048780487805,0.6585365853658537,0.11382113821138212,0.09309309309309308,0.15864022662889518,0.05691056910569105
3,0,1,0.07647058823529412,0.9705882352941176,0.011764705882352941,0.9941176470588236,0.9975429975429976,0.06388206388206387,0.07058823529411765
4,0,1,0.0392156862745098,0.9705882352941176,0.9705882352941176,0.04901960784313725,0.972636815920398,0.06716417910447761,0.16666666666666666
3,1,1,0.3672316384180791,0.8022598870056498,0.4180790960451977,0.4293785310734463,0.6955307262569832,0.0782122905027933,0.03389830508474576
3,0,1,0.11976047904191615,0.5988023952095808,1.0,0.0,0.5326633165829145,0.08080808080808081,0.02994011976047904
2,0,1,0.15571776155717762,0.5843520782396088,0.0,0.0,0.7291440953412784,0.08342361863488625,0.024330900243309004
3,0,1,0.0396039603960396,0.034653465346534656,0.054455445544554455,0.12376237623762375,0.6981132075471698,0.1881720430107527,0.099009900990099
3,0,1,0.14457831325301204,0.04216867469879519,0.012048192771084338,0.25903614457831325,0.9415204678362572,0.08163265306122447,0.030120481927710843
2,0,1,0.06159420289855073,0.8731884057971014,0.018115942028985508,0.9347826086956522,0.2622478386167147,0.12336719883889695,0.09420289855072464
2,0,1,0.03048780487804878,0.012195121951219513,0.006097560975609756,0.5853658536585366,0.12781954887218044,0.08816120906801007,0.024390243902439025
4,0,1,0.20567375886524825,0.6906474820143885,0.9136690647482014,0.4388489208633093,0.809322033898305,0.15833333333333333,0.04964539007092199
3,0,1,0.04464285714285714,0.9107142857142856,0.9821428571428572,0.08035714285714286,0.5805084745762712,0.2413793103448276,0.017857142857142856
2,0,1,0.0,0.012195121951219513,0.006097560975609756,0.4695121951219512,0.4767726161369193,0.10024449877750613,0.10365853658536583
2,0,1,0.2786885245901639,0.9540983606557376,0.003278688524590164,0.3016393442622951,0.8640350877192983,0.10164835164835163,0.11147540983606558
3,0,1,0.07792207792207792,0.7662337662337663,0.23376623376623376,0.14285714285714285,0.5082872928176796,0.1366120218579235,0.012987012987012988
4,0,1,0.03787878787878788,0.05303030303030303,0.015151515151515154,0.9848484848484848,0.9961089494163424,0.1021897810218978,0.030303030303030307
2,0,1,0.07772020725388601,0.02072538860103627,0.11917098445595856,0.14507772020725387,0.7520491803278688,0.10040983606557376,0.010362694300518135
3,0,1,0.4148471615720524,0.6550218340611353,0.6419213973799127,0.039301310043668124,0.7588357588357588,0.1831275720164609,0.03056768558951965
3,0,1,0.19327731092436976,0.8468085106382979,0.5063829787234042,0.6,0.850356294536817,0.0855106888361045,0.008403361344537815
2,0,1,0.038461538461538464,0.8653846153846154,0.038461538461538464,0.019230769230769232,0.025735294117647058,0.10294117647058824,0.019230769230769232
1,0,1,0.037037037037037035,0.02469135802469136,0.1111111111111111,0.08641975308641975,0.12345679012345676,0.11428571428571427,0.0
3,0,1,0.07228915662650602,0.9759036144578314,0.024096385542168683,0.024096385542168683,0.6291666666666667,0.07053941908713693,0.0
3,0,1,0.030456852791878174,0.14720812182741114,0.8984771573604061,0.1319796954314721,0.6418338108882522,0.16806722689075632,0.005076142131979695
3,0,1,0.03977272727272727,0.022727272727272728,0.11931818181818182,0.20454545454545456,0.7947494033412887,0.11455847255369928,0.0625
4,0,1,0.024875621890547258,0.4278606965174129,0.7860696517412935,0.7213930348258707,0.9872958257713248,0.05807622504537205,0.05970149253731344
3,0,1,0.07092198581560284,0.004728132387706857,0.9929078014184396,0.023640661938534282,0.774910394265233,0.029348604151753763,0.009456264775413713
3,0,1,0.0,0.9875776397515528,1.0,0.9875776397515528,1.0,0.042279411764705885,0.024844720496894408
3,0,1,0.7357512953367875,0.9844559585492229,1.0,0.9689119170984456,0.8235294117647058,0.15030060120240482,0.13989637305699482
3,0,1,0.0,0.012987012987012988,0.0,0.012987012987012988,0.9812332439678284,0.050666666666666665,0.07142857142857142
3,0,1,0.033707865168539325,0.2333333333333333,0.25555555555555554,0.08888888888888889,0.8401360544217688,0.08361204013377926,0.03333333333333333
3,0,1,0.7710843373493976,0.0,0.035294117647058816,0.011764705882352941,0.9195979899497488,0.01507537688442211,0.047058823529411764
3,0,1,0.1879310344827586,0.9381625441696112,0.9381625441696112,0.4522968197879858,0.8667474258025439,0.08695652173913042,0.0913793103448276
3,0,1,0.10026385224274406,0.8364116094986808,0.7546174142480211,1.0,0.7978339350180506,0.05495495495495496,0.03430079155672823
3,0,1,0.061633281972265024,0.7796610169491526,0.9815100154083204,0.9768875192604006,0.8500986193293886,0.11834319526627216,0.06779661016949153
3,0,1,0.3276492082825822,0.9622411693057248,0.9975639464068208,0.9805115712545676,0.8982611912689604,0.04148148148148148,0.09622411693057248
3,1,1,0.10915492957746477,0.8231780167264038,0.8876941457586619,0.4767025089605735,0.9564600094652154,0.09490084985835694,0.046948356807511735
2,0,1,0.0326975476839237,0.19505494505494506,0.9587912087912088,0.4862637362637362,0.8725728155339806,0.1275820170109356,0.1362397820163488
2,0,1,0.3201754385964912,0.8156682027649771,0.2350230414746544,0.2857142857142857,0.7338403041825095,0.15648854961832062,0.02631578947368421
2,0,1,0.04487179487179487,0.0,1.0,0.00641025641025641,0.8840579710144928,0.17349397590361446,0.00641025641025641
3,0,1,0.008064516129032258,0.3629032258064516,0.9717741935483872,0.2258064516129032,0.9234449760765552,0.10207336523125997,0.0
3,0,1,0.026881720430107527,0.016129032258064516,0.06989247311827956,0.2634408602150537,0.5541740674955595,0.09042553191489362,0.08064516129032258
2,0,1,0.07419354838709677,0.7868852459016393,0.9213114754098358,0.99672131147541,0.7360350492880613,0.08315098468271334,0.016129032258064516
3,0,1,0.012048192771084338,0.1927710843373494,0.5180722891566265,0.13253012048192772,0.9148936170212766,0.02836879432624113,0.04819277108433735
2,0,1,0.4548494983277592,0.0,0.9264214046822744,0.1806020066889632,0.4557260920897285,0.10961968680089486,0.09364548494983277
3,0,1,0.007194244604316547,0.007194244604316547,1.0,1.0,0.26366559485530544,0.04180064308681672,0.1366906474820144
2,0,1,0.02564102564102564,0.02564102564102564,0.97008547008547,0.8162393162393162,0.55765595463138,0.13756613756613756,0.004273504273504274
3,0,1,0.09701492537313433,0.026119402985074626,0.8582089552238806,0.9850746268656716,0.8615611192930781,0.09867452135493372,0.04104477611940298
2,1,1,0.12468827930174566,0.017456359102244388,0.3466334164588529,0.685785536159601,0.9753289473684208,0.08695652173913042,0.04987531172069826
2,0,1,0.10294117647058824,0.0036764705882352936,0.34558823529411764,0.18382352941176472,0.5342624854819977,0.06844547563805105,0.08088235294117647
