Bgy_Code,Number of Health Facility,Occurence of Armed Conflict,Household with Concrete Walls Proportion,Access to Electricity Proportion,Access to Treated Water Proportion,Owned House and Lot Proportion,Has Copy Birth Certificate Proportion 6 - 24 yo,Married Proportion 6 - 24 yo,School Attendance after Grade 3 (6 - 24 yo),Overseas Worker in Family Proportion,Distance to nearest health facility,Percentage of working 15 - 19 yo,Number of High Schools,Number of Elementary Schools and Below
124709014,1,1,0.24743589743589745,0.3453145057766367,0.2079589216944801,0.5019255455712451,0.4647283126787417,0.08293612964728313,0.6329113924050633,0.2294871794871795,0.916877916907587,0.0,0.0,0.0
124709015,0,1,0.3447619047619048,0.32887189292543023,0.13957934990439771,0.4913957934990441,0.6171586715867159,0.11357340720221605,0.5762557077625571,0.16380952380952382,0.9185091636451306,0.0,0.0,0.0
124709016,1,1,0.24215246636771304,0.5391566265060241,0.009036144578313251,0.35843373493975905,0.6797653958944282,0.07887479316050745,0.6757493188010899,0.19282511210762326,0.9205781499014088,0.0,0.0,0.0
124709019,0,1,0.1960431654676259,0.6294964028776978,0.04676258992805756,0.3489208633093525,0.17590987868284227,0.10622406639004148,0.6324013157894737,0.19964028776978412,0.9189926767185488,0.0,0.0,0.0
124709020,0,1,0.08,0.4325,0.0,0.5375,0.8181818181818182,0.08080808080808081,0.5968645016797313,0.0875,0.9270466618748476,0.0,0.0,0.0
124709027,0,1,0.4129129129129129,0.8143074581430746,0.0228310502283105,0.4444444444444444,0.9314487632508834,0.1040787623066104,0.6368055555555555,0.1096096096096096,0.9236019033756588,0.0,0.0,0.0
124709029,0,1,0.33886255924170616,0.6017699115044248,0.07743362831858408,0.4424778761061947,0.8335329341317366,0.19230769230769232,0.5666666666666667,0.18584070796460173,0.9224305406175809,0.0,0.0,0.0
124709030,0,1,0.5389221556886228,0.4520958083832336,0.013473053892215573,0.9580838323353292,0.8276611151339609,0.15645277577505404,0.7050461975835111,0.15419161676646706,0.9204169836680488,0.0,0.0,0.0
124709033,0,1,0.15823817292006526,0.24469820554649266,0.004893964110929853,0.7275693311582382,0.503655564581641,0.16964285714285715,0.6369477911646586,0.08156606851549755,0.9184767579229924,0.0,0.0,0.0
124709047,1,1,0.1827242524916944,0.5757071547420965,0.12146422628951747,0.43594009983361065,0.6413301662707839,0.10838607594936707,0.6724137931034483,0.09966777408637874,0.9190066087841452,0.0,0.0,0.0
124709050,0,1,0.07204610951008646,0.2291066282420749,0.04034582132564842,0.1282420749279539,0.7077140835102619,0.112375533428165,0.6918767507002801,0.14985590778097982,0.9226723037183108,0.0,0.0,0.0
124709051,1,1,0.2477718360071301,0.7243947858472998,0.00558659217877095,0.478584729981378,0.7389597644749755,0.15240904621435594,0.6149369544131911,0.106951871657754,0.92237139835076,0.0,0.0,0.0
124711003,0,0,0.09090909090909093,0.6651785714285714,0.008928571428571428,0.9866071428571428,0.6632231404958677,0.09109730848861283,0.7505154639175258,0.1038961038961039,0.9207660927201036,0.0,0.0,0.0
124711009,0,0,0.5309168443496801,0.9617834394904459,0.02335456475583864,0.5371549893842887,0.9372900335946248,0.1812080536912752,0.7329670329670329,0.14225053078556266,0.9221224339510692,0.0,0.0,0.0
124711012,1,0,0.24,0.5243553008595988,0.02865329512893983,0.3094555873925501,0.5412844036697247,0.0974264705882353,0.6376811594202898,0.14,0.9215395053586766,0.0,0.0,0.0
124711013,0,0,0.5024154589371981,0.6763285024154589,0.024154589371980683,0.2463768115942029,0.8568702290076335,0.04015296367112809,0.7996219281663516,0.3623188405797101,0.9177866324611657,0.0,0.0,0.0
124711014,1,0,0.2608695652173913,0.5582329317269076,0.08032128514056225,0.1004016064257028,0.6878216123499142,0.08376068376068375,0.6979522184300341,0.20948616600790515,0.9185871319940341,0.0,0.0,0.0
124711016,1,0,0.07061503416856492,0.8329519450800915,0.3112128146453089,0.04576659038901602,0.5980176211453745,0.11025358324145534,0.5758241758241758,0.19362186788154892,0.9171287809124958,0.0,0.0,0.0
124711017,1,0,0.08108108108108109,0.5636363636363636,0.2136363636363636,0.9636363636363636,0.9774266365688488,0.09932279909706546,0.7213483146067415,0.13963963963963966,0.919858317964258,0.0,0.0,0.0
124711018,0,0,0.23555555555555555,0.9017857142857144,0.0,0.6473214285714286,0.8297872340425532,0.1,0.6779661016949152,0.22666666666666666,0.9184877684121606,0.0,0.0,0.0
124711022,0,0,0.271523178807947,0.8708609271523179,0.04304635761589404,0.13245033112582782,0.7396280400572246,0.1294452347083926,0.6750700280112045,0.17880794701986755,0.9197473884914976,0.0,0.0,0.0
124711028,0,0,0.2146341463414634,0.9365853658536586,0.004878048780487805,0.4536585365853658,0.8418230563002681,0.11559139784946235,0.7374005305039788,0.2975609756097561,0.9167487173497482,0.0,0.0,0.0
124711029,1,0,0.30710659898477155,0.4692307692307692,0.2717948717948718,0.2717948717948718,0.7625,0.1366742596810934,0.6088435374149661,0.12436548223350255,0.9381424726377762,0.0,0.0,0.0
124711036,1,0,0.5365853658536586,0.5036855036855037,0.12776412776412774,0.6756756756756757,0.845580404685836,0.1485042735042735,0.5970619097586569,0.16707021791767554,0.9239097032897584,0.0,0.0,0.0
124712001,0,1,0.3125996810207337,0.001519756838905775,0.0,0.3009118541033435,0.4719350073855244,0.14729829755736493,0.6425966447848286,0.11836115326251895,0.9264290241611904,0.0,0.0,0.0
124712005,0,1,0.3691654879773691,0.7683615819209041,0.10734463276836158,0.9788135593220338,0.5167130919220055,0.23451635351426586,0.6286107290233838,0.1115819209039548,0.9224986674516914,0.0,0.0,0.0
124712006,1,1,0.10548523206751056,0.2011251758087201,0.007032348804500703,0.8361462728551337,0.603943661971831,0.207227555053642,0.6439267886855241,0.1160337552742616,0.9331736565963488,0.0,0.0,0.0
124712007,0,1,0.05303030303030303,0.0015105740181268882,0.0,0.3700906344410877,0.6121495327102804,0.1358313817330211,0.6398140975987606,0.1268882175226586,0.9212510981462578,0.0,0.0,0.0
124712008,1,1,0.35654952076677315,0.5778635778635779,0.1184041184041184,0.5102960102960103,0.7902995720399429,0.15016088666428315,0.6530612244897959,0.11873015873015873,0.930160806198122,0.0,0.0,0.0
124712009,0,1,0.10404624277456648,0.4373795761078998,0.009633911368015412,0.651252408477842,0.8698630136986302,0.2199546485260771,0.7073991031390134,0.0905587668593449,0.9249538508118852,0.0,0.0,0.0
124712010,0,1,0.07865168539325842,0.0027624309392265192,0.0,0.4212707182320442,0.7896365042536736,0.1554524361948956,0.7505720823798627,0.12292817679558013,0.9238493210437392,0.0,0.0,0.0
124712012,0,1,0.03654822335025381,0.18883248730964464,0.019289340101522844,0.9431472081218274,0.3669028340080972,0.2043500252908448,0.6202913108990457,0.08527918781725888,0.9241282156799476,0.0,0.0,0.0
124712019,0,1,0.5370588235294118,0.88909541511772,0.15179677819083026,0.2726146220570013,0.9139455782312924,0.13162335470806616,0.6970402394413037,0.12071967498549042,0.9294767784097552,0.0,0.0,0.0
124712021,1,1,0.2941834451901566,0.5273132664437012,0.20512820512820512,0.8494983277591973,0.7446808510638298,0.24503311258278146,0.7056686046511628,0.09253065774804907,0.9267804000258018,0.0,0.0,0.0
124712022,0,1,0.0432043204320432,0.27182718271827183,0.0018001800180018,0.4887488748874888,0.30834512022630833,0.1930155733836716,0.6040987424312995,0.19711971197119715,0.9390414273541882,0.0,0.0,0.0
124712024,0,1,0.011447811447811448,0.15488215488215487,0.0,0.8141414141414142,0.5070093457943925,0.22282820412933385,0.510172744721689,0.06868686868686869,0.9197414567169933,0.0,0.0,0.0
124712030,0,1,0.4541387024608501,0.3348519362186788,0.16400911161731208,0.7277904328018223,0.7678207739307535,0.1447811447811448,0.6875416389073951,0.15548098434004473,0.92601832127474,0.0,0.0,0.0
124712034,0,1,0.08620689655172414,0.07974137931034482,0.004310344827586207,0.9903017241379308,0.5692987299834346,0.19678492239467849,0.7024657534246576,0.1713362068965517,0.9248155926807032,0.0,0.0,0.0
124712035,1,1,0.04739336492890995,0.44405182567726736,0.004711425206124852,0.36866902237926974,0.4256578947368421,0.17817225509533202,0.6095360824742269,0.13427561837455831,0.919538014940778,0.0,0.0,0.0
124712037,1,1,0.17992874109263654,0.3173475429248076,0.1906453522794553,0.4126702190645352,0.6286173633440515,0.1444550974752317,0.6504424778761062,0.11663706335109532,0.923198744951948,0.0,0.0,0.0
124712040,1,1,0.05459770114942529,0.25287356321839083,0.005747126436781609,0.9454022988505748,0.8482490272373541,0.18207126948775051,0.718457300275482,0.10632183908045977,0.9353264701574028,0.0,0.0,0.0
124712041,0,1,0.2505091649694501,0.5409836065573771,0.004098360655737704,0.4877049180327869,0.9121114683815648,0.14866310160427804,0.7061310782241015,0.07128309572301425,0.9292263280809692,0.0,0.0,0.0
124712044,1,1,0.2427616926503341,0.31737193763919824,0.0,0.9799554565701559,0.9384615384615383,0.13432835820895522,0.7352804821511358,0.14587973273942093,0.9335715587579408,0.0,0.0,0.0
124712048,1,1,0.2163636363636364,0.5992141453831041,0.5186640471512771,0.5599214145383105,0.6272321428571429,0.15590200445434302,0.7130339539978094,0.12,0.9273653468169758,0.0,0.0,0.0
124712052,1,1,0.07865168539325842,0.031172069825436414,0.02119700748129676,0.3179551122194514,0.7150466045272971,0.16611074049366245,0.712491738268341,0.12079701120797012,0.9274659742738964,0.0,0.0,0.0
124712062,0,1,0.08695652173913042,0.27931488801054016,0.010540184453227932,0.8814229249011858,0.6419437340153452,0.19639794168096056,0.6505922165820643,0.13965744400527008,0.9238852420727685,0.0,0.0,0.0
124717004,1,1,0.16151202749140894,0.11884550084889645,0.003395585738539898,0.3684210526315789,0.8694968553459119,0.14901960784313725,0.6508553654743391,0.0831918505942275,0.9251729125410296,0.0,0.0,0.0
124717017,1,1,0.1619718309859155,0.3485915492957746,0.02112676056338028,1.0,0.9133089133089132,0.17253948967193194,0.6738868832731648,0.13732394366197184,0.9228581471160664,0.0,0.0,0.0
129804001,1,1,0.5720268006700168,0.9724003345413996,0.9632004460551992,0.2578756621131865,0.9677570093457945,0.06334002780781707,0.6569088427119673,0.05263157894736842,0.9139913297695584,0.0,0.0,0.0
129804002,1,1,0.4215283483976993,0.8766447368421053,0.549890350877193,0.36211622807017546,0.6262752446387675,0.1213552361396304,0.677451768488746,0.07744937055281882,0.9123978146126204,0.0,0.0,0.0
129804003,2,1,0.3844861383366004,0.9572506286672254,0.9891031014249788,0.4082145850796312,0.6841769459804339,0.08041958041958043,0.6330897703549061,0.11840268081541468,0.9145841785436084,0.0,0.0,0.0
129804004,4,1,0.49813355454168395,0.9946080464537536,0.9091663210286188,0.535462463708005,0.6547798426251465,0.04672057502246182,0.7398253662868137,0.03318125259228536,0.9127276174675728,0.0,0.0,0.0
129804005,2,1,0.4430327868852459,0.8737541528239202,0.9277408637873754,0.4049003322259136,0.8896473265073948,0.08063600227143668,0.6969583877589103,0.05118755118755119,0.9100884137067958,0.0,0.0,0.0
129804006,1,1,0.34428024083196496,0.9654983570646222,0.7820372398685652,0.4403066812705367,0.7980140469847421,0.07642393655371305,0.7117841930903928,0.1499726327312534,0.9131568620720604,0.0,0.0,0.0
129804007,1,1,0.4399690162664601,0.8663212435233161,0.7775483870967742,0.5684701009578048,0.493766748223232,0.06988934187536401,0.7045349907918969,0.050808314087759814,0.9125456677112651,0.0,0.0,0.0
129804008,1,1,0.4939301972685888,0.9567233384853168,0.9945904173106646,0.1213292117465224,0.9298188874514876,0.06058652916532387,0.7499203568015291,0.08118361153262517,0.913840100369708,0.0,0.0,0.0
129804009,1,1,0.07497962510187449,0.3080684596577017,0.04645476772616137,0.09942950285248574,0.5944767441860465,0.11417697431018076,0.5571764705882353,0.12795436022819887,0.91543202272687,0.0,0.0,0.0
129804010,1,1,0.10067114093959732,0.5964467005076142,0.9847715736040608,0.3739424703891709,0.381104033970276,0.09894366197183098,0.5482303955586398,0.11083123425692697,0.9097172794429588,0.0,0.0,0.0
129804011,1,1,0.3348498635122839,1.0,0.9981785063752276,0.9034608378870674,0.6870578443612152,0.044620517097581316,0.7122213047068539,0.03275705186533212,0.9149355343726456,0.0,0.0,0.0
129804012,1,1,0.5716154349247874,0.9299405155320556,0.9153998678122934,0.5723727693324521,0.786816854401335,0.15800415800415804,0.7154639175257732,0.097911227154047,0.9142977236808522,0.0,0.0,0.0
129804013,1,1,0.4263157894736842,0.9875222816399288,0.9715302491103204,0.3404634581105169,0.9802130898021308,0.05235204855842185,0.7537650602409639,0.048494983277591976,0.9140123047218184,0.0,0.0,0.0
129804014,1,1,0.5727198027937551,0.9908713692946058,0.932780082987552,0.35684647302904565,0.984375,0.08432022738038844,0.8035551504102096,0.06737880032867707,0.9141828511792612,0.0,0.0,0.0
129804015,2,1,0.5942857142857143,0.9904761904761904,0.9961904761904762,0.52,0.9092769440654844,0.06788866259334693,0.7851021753460777,0.05523809523809524,0.9143350429496464,0.0,0.0,0.0
129804016,1,1,0.3998441153546376,0.9937597503900156,0.9984399375975039,0.5460218408736349,0.9941709844559584,0.08692852543464262,0.8375855631611698,0.08665105386416863,0.914168553285962,0.0,0.0,0.0
129804017,2,1,0.565428670600486,0.9837482710926694,0.8015214384508991,0.2513831258644537,0.8181418522860492,0.06899550659515871,0.696390355257526,0.12798339674852993,0.914672502310744,0.0,0.0,0.0
129804018,1,1,0.2878411910669975,0.8796526054590571,0.7704714640198511,0.2084367245657568,0.713593616414933,0.07814269535673839,0.7684770436730123,0.13681592039800994,0.9128818579084494,0.0,0.0,0.0
129804019,1,1,0.29195804195804204,0.9449781659388646,0.5275109170305677,0.3074235807860262,0.6979674796747968,0.06822262118491923,0.59644128113879,0.09781659388646287,0.9130822772775716,0.0,0.0,0.0
129804020,2,1,0.8253968253968254,0.9902080783353732,0.9681762545899631,0.15177478580171358,0.9599456890699252,0.04739336492890995,0.7881016042780749,0.07448107448107448,0.9136502986361118,0.0,0.0,0.0
129804021,1,1,0.4735472679965308,0.9930615784908932,0.9973980919340848,0.14570685169124026,0.9053521126760564,0.04279279279279279,0.7928928373126041,0.07538994800693241,0.9139480880850078,0.0,0.0,0.0
129804022,1,1,0.4696691176470588,0.9453197405004634,0.9712696941612604,0.5505097312326228,0.6215327717279638,0.16860821581851626,0.4902951880307319,0.07674632352941177,0.9137237274363884,0.0,0.0,0.0
129804023,1,1,0.7224157955865272,0.9929245283018868,0.9929245283018868,0.5200471698113207,0.96028880866426,0.0803886925795053,0.8345679012345679,0.11382113821138212,0.9134053145252576,0.0,0.0,0.0
129804024,1,1,0.6666666666666666,0.987434554973822,0.7497382198952879,0.4387434554973822,0.9661687170474516,0.07142857142857142,0.7346593313584426,0.1953204476093591,0.9131967164721666,0.0,0.0,0.0
129804025,1,1,0.6779411764705883,0.9252958579881656,0.9874260355029586,0.7300295857988166,0.9157699443413728,0.0627214741318214,0.8074772886093641,0.1280353200883002,0.9126396880153256,0.0,0.0,0.0
129804026,1,1,0.5859078590785908,0.9912758996728462,0.8876772082878953,0.2639040348964013,0.9340062111801242,0.08499095840867993,0.6303076531909484,0.07796426637791012,0.9121885343744184,0.0,0.0,0.0
129804027,1,1,0.5990691489361702,0.9418374091209516,0.9847984137475216,0.5228023793787178,0.8792349726775956,0.12745361656359236,0.7573021773765268,0.10046265697290152,0.9115488699104678,0.0,0.0,0.0
129804028,1,1,0.4127167630057804,0.9646990740740741,0.9502314814814816,0.3153935185185185,0.9403268719118206,0.06219557886849007,0.7433726067746687,0.0968299711815562,0.9114871236697132,0.0,0.0,0.0
