Pro_Name,Pro_Code,Bgy_Name,Bgy_Code
Lanao Del Sur,PH153600000,Panggao,PH153625026
Lanao Del Sur,PH153600000,Pantao Raya,PH153625027
Lanao Del Sur,PH153600000,Pantaon,PH153625028
Lanao Del Sur,PH153600000,Patpangkat,PH153625029
Lanao Del Sur,PH153600000,Pawak,PH153625030
Lanao Del Sur,PH153600000,Dilimbayan,PH153625031
Lanao Del Sur,PH153600000,Pindolonan,PH153625032
Lanao Del Sur,PH153600000,Poblacion,PH153625033
Lanao Del Sur,PH153600000,Salocad,PH153625035
Lanao Del Sur,PH153600000,Sungcod,PH153625036
Lanao Del Sur,PH153600000,Bubong,PH153625037
Lanao Del Sur,PH153600000,Bocalan,PH153626001
Lanao Del Sur,PH153600000,Bangon,PH153626002
Lanao Del Sur,PH153600000,Cabasaran,PH153626004
Lanao Del Sur,PH153600000,Dilausan,PH153626007
Lanao Del Sur,PH153600000,Lalabuan,PH153626008
Lanao Del Sur,PH153600000,Lilod Tamparan,PH153626009
Lanao Del Sur,PH153600000,Lindongan,PH153626010
Lanao Del Sur,PH153600000,Linuk,PH153626011
Lanao Del Sur,PH153600000,Occidental Linuk,PH153626012
Lanao Del Sur,PH153600000,Linuk Oriental,PH153626013
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153626014
Lanao Del Sur,PH153600000,Lumbacaingud South,PH153626015
Lanao Del Sur,PH153600000,Lumbaca Lilod,PH153626016
Lanao Del Sur,PH153600000,Balutmadiar,PH153626019
Lanao Del Sur,PH153600000,Mala-abangon,PH153626020
Lanao Del Sur,PH153600000,Maliwanag,PH153626021
Lanao Del Sur,PH153600000,Maidan Linuk,PH153626022
Lanao Del Sur,PH153600000,Miondas,PH153626024
Lanao Del Sur,PH153600000,New Lumbacaingud,PH153626027
Lanao Del Sur,PH153600000,Pimbago-Pagalongan,PH153626030
Lanao Del Sur,PH153600000,Pagayawan,PH153626032
Lanao Del Sur,PH153600000,Picarabawan,PH153626034
Lanao Del Sur,PH153600000,Poblacion I,PH153626037
Lanao Del Sur,PH153600000,Poblacion II,PH153626038
Lanao Del Sur,PH153600000,Poblacion III,PH153626039
Lanao Del Sur,PH153600000,Poblacion IV,PH153626040
Lanao Del Sur,PH153600000,Raya Niondas,PH153626041
Lanao Del Sur,PH153600000,Raya Buadi Barao,PH153626042
Lanao Del Sur,PH153600000,Raya Tamparan,PH153626043
Lanao Del Sur,PH153600000,Salongabanding,PH153626046
Lanao Del Sur,PH153600000,Saminunggay,PH153626047
Lanao Del Sur,PH153600000,Talub,PH153626049
Lanao Del Sur,PH153600000,Tatayawan North,PH153626050
Lanao Del Sur,PH153600000,Tatayawan South,PH153626052
Lanao Del Sur,PH153600000,Tubok,PH153626054
Lanao Del Sur,PH153600000,Beruar,PH153626058
Lanao Del Sur,PH153600000,Dasomalong,PH153626062
Lanao Del Sur,PH153600000,Ginaopan,PH153626064
Lanao Del Sur,PH153600000,Lumbac,PH153626065
Lanao Del Sur,PH153600000,Minanga,PH153626067
Lanao Del Sur,PH153600000,Lilod Tubok,PH153626077
Lanao Del Sur,PH153600000,Mariatao Datu,PH153626078
Lanao Del Sur,PH153600000,Pagalamatan Linuk,PH153626079
Lanao Del Sur,PH153600000,Pindolonan Mariatao Sarip,PH153626080
Lanao Del Sur,PH153600000,Bandera Buisan,PH153627003
Lanao Del Sur,PH153600000,Boriongan,PH153627006
Lanao Del Sur,PH153600000,Borowa,PH153627007
Lanao Del Sur,PH153600000,Buadi Dingun,PH153627008
Lanao Del Sur,PH153600000,Buadi Amao,PH153627009
Lanao Del Sur,PH153600000,Buadi Amunta,PH153627010
Lanao Del Sur,PH153600000,Buadi Arorao,PH153627011
Lanao Del Sur,PH153600000,Buadi Atopa,PH153627012
Lanao Del Sur,PH153600000,Buadi Dayomangga,PH153627013
Lanao Del Sur,PH153600000,Buadi Ongcalo,PH153627014
Lanao Del Sur,PH153600000,Bucalan,PH153627016
Lanao Del Sur,PH153600000,Cadayonan Bagumbayan,PH153627017
Lanao Del Sur,PH153600000,Caramat,PH153627018
Lanao Del Sur,PH153600000,Carandangan Calopaan,PH153627019
Lanao Del Sur,PH153600000,Datu Ma-as,PH153627021
Lanao Del Sur,PH153600000,Dilabayan,PH153627022
Lanao Del Sur,PH153600000,Dimayon,PH153627024
Lanao Del Sur,PH153600000,Gapao Balindong,PH153627028
Lanao Del Sur,PH153600000,Ilian,PH153627029
Lanao Del Sur,PH153600000,Lumasa,PH153627035
Lanao Del Sur,PH153600000,Lumbac Bagoaingud,PH153627036
Lanao Del Sur,PH153600000,Lumbac Bubong Maindang,PH153627037
Lanao Del Sur,PH153600000,Lumbac Pitakus,PH153627038
Lanao Del Sur,PH153600000,Malungun,PH153627042
Lanao Del Sur,PH153600000,Maruhom,PH153627043
Lanao Del Sur,PH153600000,Masolun,PH153627046
Lanao Del Sur,PH153600000,Moriatao Loksa Datu,PH153627047
Lanao Del Sur,PH153600000,Pagalamatan,PH153627049
Lanao Del Sur,PH153600000,Pindolonan,PH153627050
Lanao Del Sur,PH153600000,Pitakus,PH153627051
Lanao Del Sur,PH153600000,Ririk,PH153627053
Lanao Del Sur,PH153600000,Salipongan,PH153627055
Lanao Del Sur,PH153600000,Lumasa Proper (Salvador Concha),PH153627056
Lanao Del Sur,PH153600000,Sambolawan,PH153627057
Lanao Del Sur,PH153600000,Samporna Salamatollah,PH153627058
Lanao Del Sur,PH153600000,Somiorang Bandingun,PH153627060
Lanao Del Sur,PH153600000,Sigayan Proper,PH153627061
Lanao Del Sur,PH153600000,Sunggod,PH153627062
Lanao Del Sur,PH153600000,Sunding,PH153627063
Lanao Del Sur,PH153600000,Supangan,PH153627064
Lanao Del Sur,PH153600000,Tupa-an Buadiatupa,PH153627069
Lanao Del Sur,PH153600000,Buadi Amunud,PH153627070
Lanao Del Sur,PH153600000,Mangayao,PH153627071
Lanao Del Sur,PH153600000,Alog,PH153628001
Lanao Del Sur,PH153600000,Beta,PH153628006
Lanao Del Sur,PH153600000,Poblacion (Buribid),PH153628009
Lanao Del Sur,PH153600000,Campo,PH153628012
Lanao Del Sur,PH153600000,Datumanong,PH153628015
Lanao Del Sur,PH153600000,Dinaigan,PH153628016
Lanao Del Sur,PH153600000,Guiarong,PH153628017
Lanao Del Sur,PH153600000,Mindamudag,PH153628023
Lanao Del Sur,PH153600000,Paigoay-Pimbataan,PH153628030
Lanao Del Sur,PH153600000,Polo,PH153628031
Lanao Del Sur,PH153600000,Riantaran,PH153628033
Lanao Del Sur,PH153600000,Tangcal,PH153628036
Lanao Del Sur,PH153600000,Tubaran Proper,PH153628037
Lanao Del Sur,PH153600000,Wago,PH153628038
Lanao Del Sur,PH153600000,Bagiangun,PH153628039
Lanao Del Sur,PH153600000,Gadongan,PH153628040
Lanao Del Sur,PH153600000,Gaput,PH153628041
Lanao Del Sur,PH153600000,Madaya,PH153628042
Lanao Del Sur,PH153600000,Malaganding,PH153628043
Lanao Del Sur,PH153600000,Metadicop,PH153628046
Lanao Del Sur,PH153600000,Pagalamatan,PH153628047
Lanao Del Sur,PH153600000,Bagoaingud,PH153629001
Lanao Del Sur,PH153600000,Bubong,PH153629004
Lanao Del Sur,PH153600000,Buadi Alawang,PH153629005
Lanao Del Sur,PH153600000,Buadi Dico,PH153629006
Lanao Del Sur,PH153600000,Campong Talao,PH153629010
Lanao Del Sur,PH153600000,Cayagan,PH153629011
Lanao Del Sur,PH153600000,Dandanun,PH153629012
Lanao Del Sur,PH153600000,Dilimbayan,PH153629014
Lanao Del Sur,PH153600000,Gurain,PH153629016
Lanao Del Sur,PH153600000,Poblacion (Ingud),PH153629017
Lanao Del Sur,PH153600000,Lumbac,PH153629019
Lanao Del Sur,PH153600000,Maidan,PH153629021
Lanao Del Sur,PH153600000,Mapantao,PH153629022
Lanao Del Sur,PH153600000,Pagalamatan,PH153629025
Lanao Del Sur,PH153600000,Pandiaranao,PH153629026
Lanao Del Sur,PH153600000,Pindolonan I,PH153629027
Lanao Del Sur,PH153600000,Pindolonan II,PH153629028
Lanao Del Sur,PH153600000,Putad,PH153629030
Lanao Del Sur,PH153600000,Raya,PH153629031
Lanao Del Sur,PH153600000,Sugod I,PH153629034
Lanao Del Sur,PH153600000,Sugod Mawatan,PH153629036
Lanao Del Sur,PH153600000,Sumbaga Rogong,PH153629037
Lanao Del Sur,PH153600000,Tangcal,PH153629038
Lanao Del Sur,PH153600000,Amoyong,PH153630001
Lanao Del Sur,PH153600000,Balatin,PH153630002
Lanao Del Sur,PH153600000,Banga,PH153630003
Lanao Del Sur,PH153600000,Buntongun,PH153630006
Lanao Del Sur,PH153600000,Bo-ot,PH153630007
Lanao Del Sur,PH153600000,Cebuano Group,PH153630009
Lanao Del Sur,PH153600000,Christian Village,PH153630010
Lanao Del Sur,PH153600000,Eastern Wao,PH153630011
Lanao Del Sur,PH153600000,Extension Poblacion,PH153630012
Lanao Del Sur,PH153600000,Gata,PH153630014
Lanao Del Sur,PH153600000,Kabatangan,PH153630016
Lanao Del Sur,PH153600000,Kadingilan,PH153630017
Lanao Del Sur,PH153600000,Katutungan (Pob.),PH153630019
Lanao Del Sur,PH153600000,Kilikili East,PH153630021
Lanao Del Sur,PH153600000,Kilikili West,PH153630022
Lanao Del Sur,PH153600000,Malaigang,PH153630025
Lanao Del Sur,PH153600000,Manila Group,PH153630026
Lanao Del Sur,PH153600000,Milaya,PH153630029
Lanao Del Sur,PH153600000,Mimbuaya,PH153630030
Lanao Del Sur,PH153600000,Muslim Village,PH153630031
Lanao Del Sur,PH153600000,Pagalongan,PH153630033
Lanao Del Sur,PH153600000,Panang,PH153630034
Lanao Del Sur,PH153600000,Park Area (Pob.),PH153630035
Lanao Del Sur,PH153600000,Pilintangan,PH153630036
Lanao Del Sur,PH153600000,Serran Village,PH153630038
Lanao Del Sur,PH153600000,Western Wao (Pob.),PH153630042
Lanao Del Sur,PH153600000,Balut,PH153631001
Lanao Del Sur,PH153600000,Bagumbayan,PH153631002
Lanao Del Sur,PH153600000,Bitayan,PH153631004
Lanao Del Sur,PH153600000,Bolawan,PH153631005
Lanao Del Sur,PH153600000,Bonga,PH153631006
Lanao Del Sur,PH153600000,Cabasaran,PH153631008
Lanao Del Sur,PH153600000,Cahera,PH153631009
Lanao Del Sur,PH153600000,Cairantang,PH153631010
Lanao Del Sur,PH153600000,Canibongan,PH153631011
Lanao Del Sur,PH153600000,Diragun,PH153631012
Lanao Del Sur,PH153600000,Mantailoco,PH153631015
Lanao Del Sur,PH153600000,Mapantao,PH153631016
Lanao Del Sur,PH153600000,Marogong East,PH153631017
Lanao Del Sur,PH153600000,Marogong Proper (Pob.),PH153631018
Lanao Del Sur,PH153600000,Mayaman,PH153631020
Lanao Del Sur,PH153600000,Pabrica,PH153631021
Lanao Del Sur,PH153600000,Paigoay Coda,PH153631023
Lanao Del Sur,PH153600000,Pasayanan,PH153631024
Lanao Del Sur,PH153600000,Piangologan,PH153631026
Lanao Del Sur,PH153600000,Puracan,PH153631027
Lanao Del Sur,PH153600000,Romagondong,PH153631028
Lanao Del Sur,PH153600000,Sarang,PH153631029
Lanao Del Sur,PH153600000,Cadayonan,PH153631031
Lanao Del Sur,PH153600000,Calumbog,PH153631032
Lanao Del Sur,PH153600000,Bubonga Ranao,PH153632004
Lanao Del Sur,PH153600000,Calalaoan (Pob.),PH153632008
Lanao Del Sur,PH153600000,Gas,PH153632015
Lanao Del Sur,PH153600000,Inudaran,PH153632018
Lanao Del Sur,PH153600000,Inoma,PH153632019
Lanao Del Sur,PH153600000,Luguna,PH153632031
Lanao Del Sur,PH153600000,Mimbalawag,PH153632038
Lanao Del Sur,PH153600000,Ngingir,PH153632041
Lanao Del Sur,PH153600000,Pagalongan,PH153632042
Lanao Del Sur,PH153600000,Panggawalupa,PH153632043
Lanao Del Sur,PH153600000,Pantaon,PH153632044
Lanao Del Sur,PH153600000,Piksan,PH153632048
Lanao Del Sur,PH153600000,Pindolonan,PH153632050
Lanao Del Sur,PH153600000,Punud,PH153632052
Lanao Del Sur,PH153600000,Tagoranao,PH153632054
Lanao Del Sur,PH153600000,Taliboboka,PH153632055
Lanao Del Sur,PH153600000,Tambac,PH153632056
Lanao Del Sur,PH153600000,Bacolod,PH153633001
Lanao Del Sur,PH153600000,Bangon,PH153633003
Lanao Del Sur,PH153600000,Buadiposo Lilod,PH153633005
Lanao Del Sur,PH153600000,Buadiposo Proper,PH153633006
Lanao Del Sur,PH153600000,Bubong,PH153633007
Lanao Del Sur,PH153600000,Buntong Proper,PH153633008
Lanao Del Sur,PH153600000,Cadayonan,PH153633009
Lanao Del Sur,PH153600000,Dansalan,PH153633010
Lanao Del Sur,PH153600000,Gata,PH153633011
Lanao Del Sur,PH153600000,Kalakala,PH153633013
Lanao Del Sur,PH153600000,Katogonan,PH153633014
Lanao Del Sur,PH153600000,Lumbac,PH153633015
Lanao Del Sur,PH153600000,Lumbatan Manacab,PH153633017
Lanao Del Sur,PH153600000,Lumbatan Pataingud,PH153633018
Lanao Del Sur,PH153600000,Manacab (Pob.),PH153633019
Lanao Del Sur,PH153600000,Minanga (Buntong),PH153633020
Lanao Del Sur,PH153600000,Paling,PH153633021
Lanao Del Sur,PH153600000,Pindolonan,PH153633022
Lanao Del Sur,PH153600000,Pualas,PH153633023
Lanao Del Sur,PH153600000,Buadiposo Raya,PH153633025
Lanao Del Sur,PH153600000,Sapot,PH153633026
Lanao Del Sur,PH153600000,Tangcal,PH153633029
Lanao Del Sur,PH153600000,Tarik,PH153633030
Lanao Del Sur,PH153600000,Tuka,PH153633031
Lanao Del Sur,PH153600000,Bangon Proper,PH153633033
Lanao Del Sur,PH153600000,Raya Buntong (Buntong East),PH153633035
Lanao Del Sur,PH153600000,Lunduban (Ragondingan),PH153633037
Lanao Del Sur,PH153600000,Ragondingan East,PH153633038
Lanao Del Sur,PH153600000,Ragondingan Proper,PH153633039
Lanao Del Sur,PH153600000,Ragondingan West,PH153633040
Lanao Del Sur,PH153600000,Boto Ragondingan,PH153633042
Lanao Del Sur,PH153600000,Datu Tambara,PH153633043
Lanao Del Sur,PH153600000,Dirisan,PH153633044
Lanao Del Sur,PH153600000,Agagan,PH153634001
Lanao Del Sur,PH153600000,Balagunun,PH153634003
Lanao Del Sur,PH153600000,Bolao,PH153634004
Lanao Del Sur,PH153600000,Balawag,PH153634005
Lanao Del Sur,PH153600000,Balintao,PH153634006
Lanao Del Sur,PH153600000,Borocot,PH153634007
Lanao Del Sur,PH153600000,Bato-bato,PH153634008
Lanao Del Sur,PH153600000,Borrowa,PH153634009
Lanao Del Sur,PH153600000,Buadiangkay,PH153634011
Lanao Del Sur,PH153600000,Bubong Bayabao,PH153634013
Lanao Del Sur,PH153600000,Botud,PH153634014
Lanao Del Sur,PH153600000,Camalig,PH153634015
Lanao Del Sur,PH153600000,Cambong,PH153634016
Lanao Del Sur,PH153600000,Dilausan (Pob.),PH153634019
Lanao Del Sur,PH153600000,Dilimbayan,PH153634020
Lanao Del Sur,PH153600000,Ilalag,PH153634024
Lanao Del Sur,PH153600000,Kianodan,PH153634025
Lanao Del Sur,PH153600000,Lumbac,PH153634028
Lanao Del Sur,PH153600000,Madanding,PH153634030
Lanao Del Sur,PH153600000,Madaya,PH153634031
Lanao Del Sur,PH153600000,Maguing Proper,PH153634032
Lanao Del Sur,PH153600000,Malungun,PH153634033
Lanao Del Sur,PH153600000,Pagalongan,PH153634037
Lanao Del Sur,PH153600000,Panayangan,PH153634038
Lanao Del Sur,PH153600000,Pilimoknan,PH153634041
Lanao Del Sur,PH153600000,Ragayan (Rungayan),PH153634045
Lanao Del Sur,PH153600000,Lilod Maguing,PH153634048
Lanao Del Sur,PH153600000,Bubong,PH153634051
Lanao Del Sur,PH153600000,Lilod Borocot,PH153634052
Lanao Del Sur,PH153600000,Malungun Borocot,PH153634053
Lanao Del Sur,PH153600000,Malungun Pagalongan,PH153634054
Lanao Del Sur,PH153600000,Sabala Dilausan,PH153634055
Lanao Del Sur,PH153600000,Lumbac-Dimarao,PH153634056
Lanao Del Sur,PH153600000,Pindolonan,PH153634057
Lanao Del Sur,PH153600000,Bara-as,PH153635004
Lanao Del Sur,PH153600000,Biasong,PH153635007
Lanao Del Sur,PH153600000,Bulangos,PH153635009
Lanao Del Sur,PH153600000,Durian,PH153635015
Lanao Del Sur,PH153600000,Ilian,PH153635016
Lanao Del Sur,PH153600000,Liangan (Pob.),PH153635024
Lanao Del Sur,PH153600000,Maganding,PH153635028
Lanao Del Sur,PH153600000,Maladi,PH153635029
Lanao Del Sur,PH153600000,Mapantao,PH153635035
Lanao Del Sur,PH153600000,Micalubo,PH153635037
Lanao Del Sur,PH153600000,Pindolonan,PH153635041
Lanao Del Sur,PH153600000,Punong,PH153635042
Lanao Del Sur,PH153600000,Ramitan,PH153635043
Lanao Del Sur,PH153600000,Torogan,PH153635049
Lanao Del Sur,PH153600000,Tual,PH153635050
Lanao Del Sur,PH153600000,Tuca,PH153635052
Lanao Del Sur,PH153600000,Ubanoban,PH153635053
Lanao Del Sur,PH153600000,Anas,PH153635054
Lanao Del Sur,PH153600000,Mimbalawag,PH153635061
Lanao Del Sur,PH153600000,Bagoaingud,PH153636004
Lanao Del Sur,PH153600000,Balaigay,PH153636005
Lanao Del Sur,PH153600000,Bualan,PH153636007
Lanao Del Sur,PH153600000,Cadingilan,PH153636008
Lanao Del Sur,PH153600000,Casalayan,PH153636009
Lanao Del Sur,PH153600000,Dala (Dalama),PH153636010
Lanao Del Sur,PH153600000,Dilimbayan,PH153636012
Lanao Del Sur,PH153600000,Cabuntungan,PH153636013
Lanao Del Sur,PH153600000,Lamin,PH153636014
Lanao Del Sur,PH153600000,Diromoyod,PH153636015
Lanao Del Sur,PH153600000,Kabasaran (Pob.),PH153636017
Lanao Del Sur,PH153600000,Nanagun,PH153636018
Lanao Del Sur,PH153600000,Mapantao-Balangas,PH153636019
Lanao Del Sur,PH153600000,Miniros,PH153636020
Lanao Del Sur,PH153600000,Pantaon,PH153636022
Lanao Del Sur,PH153600000,Pindolonan,PH153636023
Lanao Del Sur,PH153600000,Pitatanglan,PH153636025
Lanao Del Sur,PH153600000,Poctan,PH153636026
Lanao Del Sur,PH153600000,Singcara,PH153636030
Lanao Del Sur,PH153600000,Wago,PH153636033
Lanao Del Sur,PH153600000,Cadayonan,PH153636035
Lanao Del Sur,PH153600000,Cadingilan A,PH153636036
Lanao Del Sur,PH153600000,Poblacion (Apartfort),PH153637001
Lanao Del Sur,PH153600000,Bagumbayan,PH153637002
Lanao Del Sur,PH153600000,Bandara-Ingud,PH153637003
Lanao Del Sur,PH153600000,Comara,PH153637005
Lanao Del Sur,PH153600000,Frankfort,PH153637006
Lanao Del Sur,PH153600000,Lambanogan,PH153637008
Lanao Del Sur,PH153600000,Lico,PH153637009
Lanao Del Sur,PH153600000,Mansilano,PH153637010
Lanao Del Sur,PH153600000,Natangcopan,PH153637012
Lanao Del Sur,PH153600000,Pagonayan,PH153637013
Lanao Del Sur,PH153600000,Pagalamatan,PH153637014
Lanao Del Sur,PH153600000,Piagma,PH153637015
Lanao Del Sur,PH153600000,Punud,PH153637016
Lanao Del Sur,PH153600000,Ranao-Baning,PH153637017
Lanao Del Sur,PH153600000,Salam,PH153637018
Lanao Del Sur,PH153600000,Sagua-an,PH153637019
Lanao Del Sur,PH153600000,Sumugot,PH153637021
Lanao Del Sur,PH153600000,Bantalan,PH153638002
Lanao Del Sur,PH153600000,Bayog,PH153638004
Lanao Del Sur,PH153600000,Cadayonan,PH153638005
Lanao Del Sur,PH153600000,Dagonalan,PH153638006
Lanao Del Sur,PH153600000,Dimalama,PH153638007
Lanao Del Sur,PH153600000,Gayakay,PH153638009
Lanao Del Sur,PH153600000,Inodaran,PH153638012
Lanao Del Sur,PH153600000,Kalilangan,PH153638013
Lanao Del Sur,PH153600000,Kianibong,PH153638015
Lanao Del Sur,PH153600000,Kingan,PH153638017
Lanao Del Sur,PH153600000,Kitaon,PH153638018
Lanao Del Sur,PH153600000,Bagoaingud,PH153638024
Lanao Del Sur,PH153600000,Malinao,PH153638025
Lanao Del Sur,PH153600000,Malingon,PH153638026
Lanao Del Sur,PH153600000,Mama-an Pagalongan,PH153638027
Lanao Del Sur,PH153600000,Marawi,PH153638029
Lanao Del Sur,PH153600000,Maimbaguiang,PH153638030
Lanao Del Sur,PH153600000,Sigayan,PH153638041
Lanao Del Sur,PH153600000,Tagoloan Poblacion,PH153638042
Lanao Del Sur,PH153600000,Bakikis,PH153639001
Lanao Del Sur,PH153600000,Barao,PH153639002
Lanao Del Sur,PH153600000,Bongabong,PH153639003
Lanao Del Sur,PH153600000,Daguan,PH153639004
Lanao Del Sur,PH153600000,Inudaran,PH153639005
Lanao Del Sur,PH153600000,Kabaniakawan,PH153639006
Lanao Del Sur,PH153600000,Kapatagan,PH153639007
Lanao Del Sur,PH153600000,Lusain,PH153639008
Lanao Del Sur,PH153600000,Matimos,PH153639009
Lanao Del Sur,PH153600000,Minimao,PH153639010
Lanao Del Sur,PH153600000,Pinantao,PH153639011
Lanao Del Sur,PH153600000,Salaman,PH153639012
Lanao Del Sur,PH153600000,Sigayan,PH153639013
Lanao Del Sur,PH153600000,Tabuan,PH153639014
Lanao Del Sur,PH153600000,Upper Igabay,PH153639015
Lanao Del Sur,PH153600000,Bacayawan,PH153640001
Lanao Del Sur,PH153600000,Buta (Sumalindao),PH153640002
Lanao Del Sur,PH153600000,Dinganun Guilopa (Dingunun),PH153640003
Lanao Del Sur,PH153600000,Lumbac,PH153640004
Lanao Del Sur,PH153600000,Malalis,PH153640005
Lanao Del Sur,PH153600000,Pagalongan,PH153640006
Lanao Del Sur,PH153600000,Tagoranao,PH153640007
Lanao Del Sur,PH153600000,Bangon (Dilausan),PH153641001
Lanao Del Sur,PH153600000,Beta,PH153641002
Lanao Del Sur,PH153600000,Calalon,PH153641003
Lanao Del Sur,PH153600000,Calipapa,PH153641004
Lanao Del Sur,PH153600000,Dilausan,PH153641005
Lanao Del Sur,PH153600000,Dimapaok,PH153641006
Lanao Del Sur,PH153600000,Lumbac Dilausan,PH153641007
Lanao Del Sur,PH153600000,Oriental Beta,PH153641008
Lanao Del Sur,PH153600000,Tringun,PH153641009
Maguindanao,PH153800000,Dicalongan (Pob.),PH153801004
Maguindanao,PH153800000,Kakal,PH153801011
Maguindanao,PH153800000,Kamasi,PH153801012
Maguindanao,PH153800000,Kapinpilan,PH153801014
Maguindanao,PH153800000,Kauran,PH153801015
Maguindanao,PH153800000,Malatimon,PH153801018
Maguindanao,PH153800000,Matagabong,PH153801022
Maguindanao,PH153800000,Saniag,PH153801028
Maguindanao,PH153800000,Tomicor,PH153801031
Maguindanao,PH153800000,Tubak,PH153801032
Maguindanao,PH153800000,Salman,PH153801035
Maguindanao,PH153800000,Ampuan,PH153802001
Maguindanao,PH153800000,Aratuc,PH153802002
Maguindanao,PH153800000,Cabayuan,PH153802005
Maguindanao,PH153800000,Calaan (Pob.),PH153802007
Maguindanao,PH153800000,Karim,PH153802008
Maguindanao,PH153800000,Dinganen,PH153802009
Maguindanao,PH153800000,Edcor (Gallego Edcor),PH153802011
Maguindanao,PH153800000,Kulimpang,PH153802012
Maguindanao,PH153800000,Mataya,PH153802017
Maguindanao,PH153800000,Minabay,PH153802018
Maguindanao,PH153800000,Nuyo,PH153802020
Maguindanao,PH153800000,Oring,PH153802021
Maguindanao,PH153800000,Pantawan,PH153802022
Maguindanao,PH153800000,Piers,PH153802023
Maguindanao,PH153800000,Rumidas,PH153802025
Maguindanao,PH153800000,Digal,PH153803008
Maguindanao,PH153800000,Lower Siling,PH153803023
Maguindanao,PH153800000,Maslabeng,PH153803030
Maguindanao,PH153800000,Poblacion,PH153803039
Maguindanao,PH153800000,Popol,PH153803040
Maguindanao,PH153800000,Talitay,PH153803045
Maguindanao,PH153800000,Upper Siling,PH153803054
Maguindanao,PH153800000,Alip (Pob.),PH153805001
Maguindanao,PH153800000,Damawato,PH153805003
Maguindanao,PH153800000,Katil,PH153805004
Maguindanao,PH153800000,Malala,PH153805006
Maguindanao,PH153800000,Mangadeg,PH153805007
Maguindanao,PH153800000,Manindolo,PH153805008
Maguindanao,PH153800000,Puya,PH153805010
Maguindanao,PH153800000,Sepaka,PH153805011
Maguindanao,PH153800000,Lomoyon,PH153805013
Maguindanao,PH153800000,Kalumenga (Kalumanga),PH153805014
Maguindanao,PH153800000,Palao sa Buto,PH153805015
Maguindanao,PH153800000,Damalusay,PH153805016
Maguindanao,PH153800000,Bonawan,PH153805017
Maguindanao,PH153800000,Bulod,PH153805018
Maguindanao,PH153800000,Datang,PH153805019
Maguindanao,PH153800000,Elbebe,PH153805020
Maguindanao,PH153800000,Lipao,PH153805021
Maguindanao,PH153800000,Madidis,PH153805022
Maguindanao,PH153800000,Makat,PH153805023
Maguindanao,PH153800000,Mao,PH153805024
Maguindanao,PH153800000,Napok,PH153805025
Maguindanao,PH153800000,Poblacion,PH153805026
Maguindanao,PH153800000,Salendab,PH153805027
Maguindanao,PH153800000,Alonganan,PH153806001
Maguindanao,PH153800000,Ambadao,PH153806002
Maguindanao,PH153800000,Balanakan,PH153806005
Maguindanao,PH153800000,Balong,PH153806006
Maguindanao,PH153800000,Buayan,PH153806008
Maguindanao,PH153800000,Dado,PH153806010
Maguindanao,PH153800000,Damabalas,PH153806011
Maguindanao,PH153800000,Duaminanga,PH153806015
Maguindanao,PH153800000,Kalipapa,PH153806021
Maguindanao,PH153800000,Liong,PH153806025
Maguindanao,PH153800000,Magaslong,PH153806028
Maguindanao,PH153800000,Masigay,PH153806029
Maguindanao,PH153800000,Montay,PH153806030
Maguindanao,PH153800000,Poblacion (Dulawan),PH153806034
Maguindanao,PH153800000,Reina Regente,PH153806035
Maguindanao,PH153800000,Kanguan,PH153806039
Maguindanao,PH153800000,Ambolodto,PH153807001
Maguindanao,PH153800000,Awang,PH153807002
Maguindanao,PH153800000,Badak,PH153807003
Maguindanao,PH153800000,Bagoenged,PH153807004
Maguindanao,PH153800000,Baka,PH153807005
Maguindanao,PH153800000,Benolen,PH153807006
Maguindanao,PH153800000,Bitu,PH153807007
Maguindanao,PH153800000,Bongued,PH153807008
Maguindanao,PH153800000,Bugawas,PH153807009
Maguindanao,PH153800000,Capiton,PH153807010
Maguindanao,PH153800000,Dados,PH153807011
Maguindanao,PH153800000,Dalican Poblacion,PH153807013
Maguindanao,PH153800000,Dinaig Proper,PH153807014
Maguindanao,PH153800000,Dulangan,PH153807015
Maguindanao,PH153800000,Kakar,PH153807017
Maguindanao,PH153800000,Kenebeka,PH153807018
Maguindanao,PH153800000,Kurintem,PH153807019
Maguindanao,PH153800000,Kusiong,PH153807020
Maguindanao,PH153800000,Labungan,PH153807021
Maguindanao,PH153800000,Linek,PH153807022
Maguindanao,PH153800000,Makir,PH153807023
Maguindanao,PH153800000,Margues,PH153807024
Maguindanao,PH153800000,Nekitan,PH153807025
Maguindanao,PH153800000,Mompong,PH153807026
Maguindanao,PH153800000,Sapalan,PH153807027
Maguindanao,PH153800000,Semba,PH153807028
Maguindanao,PH153800000,Sibuto,PH153807029
Maguindanao,PH153800000,Sifaren (Sifaran),PH153807030
Maguindanao,PH153800000,Tambak,PH153807031
Maguindanao,PH153800000,Tamontaka,PH153807032
Maguindanao,PH153800000,Tanuel,PH153807033
Maguindanao,PH153800000,Tapian,PH153807034
Maguindanao,PH153800000,Taviran,PH153807035
Maguindanao,PH153800000,Tenonggos,PH153807036
Maguindanao,PH153800000,Bagong,PH153808002
Maguindanao,PH153800000,Bialong,PH153808004
Maguindanao,PH153800000,Kuloy,PH153808011
Maguindanao,PH153800000,Labu-labu,PH153808012
Maguindanao,PH153800000,Lapok (Lepok),PH153808013
