Pro_Name,Pro_Code,Bgy_Name,Bgy_Code
Lanao Del Sur,PH153600000,Sarigidan Madiar,PH153611085
Lanao Del Sur,PH153600000,Sunggod,PH153611089
Lanao Del Sur,PH153600000,Taluan,PH153611091
Lanao Del Sur,PH153600000,Tamlang,PH153611094
Lanao Del Sur,PH153600000,Tongcopan,PH153611096
Lanao Del Sur,PH153600000,Turogan,PH153611097
Lanao Del Sur,PH153600000,Minaring Diladigan,PH153611098
Lanao Del Sur,PH153600000,Alog,PH153612001
Lanao Del Sur,PH153600000,Basayungun,PH153612008
Lanao Del Sur,PH153600000,Buad,PH153612011
Lanao Del Sur,PH153600000,Budi,PH153612012
Lanao Del Sur,PH153600000,Dago-ok,PH153612017
Lanao Del Sur,PH153600000,Dalama,PH153612018
Lanao Del Sur,PH153600000,Dalipuga,PH153612021
Lanao Del Sur,PH153600000,Lalapung,PH153612024
Lanao Del Sur,PH153600000,Lumbac,PH153612028
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153612029
Lanao Del Sur,PH153600000,Lunay,PH153612032
Lanao Del Sur,PH153600000,Macadar,PH153612033
Lanao Del Sur,PH153600000,Madaya,PH153612034
Lanao Del Sur,PH153600000,Minanga,PH153612035
Lanao Del Sur,PH153600000,Pantar,PH153612038
Lanao Del Sur,PH153600000,Picotaan,PH153612039
Lanao Del Sur,PH153600000,Poblacion (Lumbatan),PH153612043
Lanao Del Sur,PH153600000,Tambac,PH153612048
Lanao Del Sur,PH153600000,Bubong Macadar,PH153612050
Lanao Del Sur,PH153600000,Penaring,PH153612051
Lanao Del Sur,PH153600000,Ligue,PH153612052
Lanao Del Sur,PH153600000,Abaga,PH153613001
Lanao Del Sur,PH153600000,Bagoaingud,PH153613003
Lanao Del Sur,PH153600000,Basak,PH153613006
Lanao Del Sur,PH153600000,Bato,PH153613007
Lanao Del Sur,PH153600000,Bubong,PH153613008
Lanao Del Sur,PH153600000,Kormatan,PH153613010
Lanao Del Sur,PH153600000,Dandamun,PH153613012
Lanao Del Sur,PH153600000,Diampaca,PH153613013
Lanao Del Sur,PH153600000,Dibarosan,PH153613014
Lanao Del Sur,PH153600000,Delausan,PH153613015
Lanao Del Sur,PH153600000,Gadongan,PH153613016
Lanao Del Sur,PH153600000,Gurain,PH153613017
Lanao Del Sur,PH153600000,Cabasaran,PH153613018
Lanao Del Sur,PH153600000,Cadayonan,PH153613019
Lanao Del Sur,PH153600000,Liangan I,PH153613021
Lanao Del Sur,PH153600000,Lilitun,PH153613022
Lanao Del Sur,PH153600000,Linao,PH153613023
Lanao Del Sur,PH153600000,Linuk,PH153613024
Lanao Del Sur,PH153600000,Madaya,PH153613025
Lanao Del Sur,PH153600000,Pagayawan,PH153613026
Lanao Del Sur,PH153600000,Poblacion,PH153613027
Lanao Del Sur,PH153600000,Punud,PH153613028
Lanao Del Sur,PH153600000,Raya,PH153613029
Lanao Del Sur,PH153600000,Riray,PH153613030
Lanao Del Sur,PH153600000,Sabanding,PH153613031
Lanao Del Sur,PH153600000,Salongabanding,PH153613032
Lanao Del Sur,PH153600000,Sugod,PH153613033
Lanao Del Sur,PH153600000,Tamporong,PH153613034
Lanao Del Sur,PH153600000,Tongantongan,PH153613035
Lanao Del Sur,PH153600000,Udangun,PH153613036
Lanao Del Sur,PH153600000,Liangan,PH153613040
Lanao Del Sur,PH153600000,Lumbac,PH153613041
Lanao Del Sur,PH153600000,Paridi-Kalimodan,PH153613043
Lanao Del Sur,PH153600000,Racotan,PH153613044
Lanao Del Sur,PH153600000,Bacayawan,PH153613049
Lanao Del Sur,PH153600000,Padian Torogan I,PH153613050
Lanao Del Sur,PH153600000,Sogod Kaloy,PH153613051
Lanao Del Sur,PH153600000,Balintad,PH153614003
Lanao Del Sur,PH153600000,Balagunun,PH153614004
Lanao Del Sur,PH153600000,Bawang,PH153614005
Lanao Del Sur,PH153600000,Biabe,PH153614006
Lanao Del Sur,PH153600000,Bubong Uyaan,PH153614007
Lanao Del Sur,PH153600000,Cabasaran,PH153614008
Lanao Del Sur,PH153600000,Dibarusan,PH153614010
Lanao Del Sur,PH153600000,Lakitan,PH153614011
Lanao Del Sur,PH153600000,Liangan,PH153614012
Lanao Del Sur,PH153600000,Linuk,PH153614013
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153614014
Lanao Del Sur,PH153600000,Palao,PH153614016
Lanao Del Sur,PH153600000,Pantaon,PH153614017
Lanao Del Sur,PH153600000,Pantar,PH153614018
Lanao Del Sur,PH153600000,Madamba,PH153614019
Lanao Del Sur,PH153600000,Punud,PH153614020
Lanao Del Sur,PH153600000,Tubaran,PH153614022
Lanao Del Sur,PH153600000,Tambo,PH153614023
Lanao Del Sur,PH153600000,Tuca,PH153614025
Lanao Del Sur,PH153600000,Uyaan Proper (Pob.),PH153614027
Lanao Del Sur,PH153600000,Tulay,PH153614031
Lanao Del Sur,PH153600000,Ilian,PH153614032
Lanao Del Sur,PH153600000,Pagayonan,PH153614033
Lanao Del Sur,PH153600000,Pangadapan,PH153614034
Lanao Del Sur,PH153600000,Bacayawan,PH153615003
Lanao Del Sur,PH153600000,Badak Lumao,PH153615004
Lanao Del Sur,PH153600000,Bagoaingud,PH153615006
Lanao Del Sur,PH153600000,Boniga,PH153615017
Lanao Del Sur,PH153600000,BPS Village,PH153615018
Lanao Del Sur,PH153600000,Betayan,PH153615019
Lanao Del Sur,PH153600000,Campo Muslim,PH153615020
Lanao Del Sur,PH153600000,China Town (Pob.),PH153615021
Lanao Del Sur,PH153600000,Corahab,PH153615022
Lanao Del Sur,PH153600000,Diamaro,PH153615023
Lanao Del Sur,PH153600000,Inandayan,PH153615027
Lanao Del Sur,PH153600000,Cabasaran (South),PH153615028
Lanao Del Sur,PH153600000,Calumbog,PH153615029
Lanao Del Sur,PH153600000,Lamin,PH153615034
Lanao Del Sur,PH153600000,Mable,PH153615038
Lanao Del Sur,PH153600000,Mananayo,PH153615043
Lanao Del Sur,PH153600000,Manggahan,PH153615044
Lanao Del Sur,PH153600000,Masao,PH153615047
Lanao Del Sur,PH153600000,Montay,PH153615049
Lanao Del Sur,PH153600000,Pasir,PH153615053
Lanao Del Sur,PH153600000,Rebocun,PH153615059
Lanao Del Sur,PH153600000,Sarang,PH153615061
Lanao Del Sur,PH153600000,Tacub,PH153615063
Lanao Del Sur,PH153600000,Tambara,PH153615064
Lanao Del Sur,PH153600000,Tiongcop,PH153615066
Lanao Del Sur,PH153600000,Tuboc,PH153615068
Lanao Del Sur,PH153600000,Matampay,PH153615070
Lanao Del Sur,PH153600000,Calibagat,PH153615071
Lanao Del Sur,PH153600000,Jose Abad Santos,PH153615072
Lanao Del Sur,PH153600000,Macuranding,PH153615073
Lanao Del Sur,PH153600000,Matalin,PH153615074
Lanao Del Sur,PH153600000,Matling,PH153615075
Lanao Del Sur,PH153600000,Pialot,PH153615078
Lanao Del Sur,PH153600000,Sumbagarogong,PH153615079
Lanao Del Sur,PH153600000,Banday,PH153615080
Lanao Del Sur,PH153600000,Bunk House,PH153615081
Lanao Del Sur,PH153600000,Madaya,PH153615082
Lanao Del Sur,PH153600000,Bacayawan,PH153616001
Lanao Del Sur,PH153600000,Cawayan Bacolod,PH153616005
Lanao Del Sur,PH153600000,Bacong,PH153616006
Lanao Del Sur,PH153600000,Camalig Bandara Ingud,PH153616009
Lanao Del Sur,PH153600000,Camalig Bubong,PH153616018
Lanao Del Sur,PH153600000,Camalig (Pob.),PH153616022
Lanao Del Sur,PH153600000,Inudaran Campong,PH153616023
Lanao Del Sur,PH153600000,Cawayan,PH153616025
Lanao Del Sur,PH153600000,Daanaingud,PH153616026
Lanao Del Sur,PH153600000,Cawayan Kalaw,PH153616035
Lanao Del Sur,PH153600000,Kialdan,PH153616036
Lanao Del Sur,PH153600000,Lumbac Kialdan,PH153616039
Lanao Del Sur,PH153600000,Cawayan Linuk,PH153616040
Lanao Del Sur,PH153600000,Lubo,PH153616044
Lanao Del Sur,PH153600000,Inudaran Lumbac,PH153616047
Lanao Del Sur,PH153600000,Mantapoli,PH153616051
Lanao Del Sur,PH153600000,Matampay,PH153616054
Lanao Del Sur,PH153600000,Maul,PH153616055
Lanao Del Sur,PH153600000,Nataron,PH153616059
Lanao Del Sur,PH153600000,Pagalongan Bacayawan,PH153616061
Lanao Del Sur,PH153600000,Pataimas,PH153616063
Lanao Del Sur,PH153600000,Poona Marantao,PH153616071
Lanao Del Sur,PH153600000,Punud Proper,PH153616072
Lanao Del Sur,PH153600000,Tacub,PH153616083
Lanao Del Sur,PH153600000,Maul Ilian,PH153616097
Lanao Del Sur,PH153600000,Palao,PH153616102
Lanao Del Sur,PH153600000,Banga-Pantar,PH153616105
Lanao Del Sur,PH153600000,Batal-Punud,PH153616106
Lanao Del Sur,PH153600000,Bubong Madanding (Bubong),PH153616107
Lanao Del Sur,PH153600000,Ilian,PH153616108
Lanao Del Sur,PH153600000,Inudaran Loway,PH153616109
Lanao Del Sur,PH153600000,Maul Lumbaca Ingud,PH153616110
Lanao Del Sur,PH153600000,Poblacion,PH153616111
Lanao Del Sur,PH153600000,Tuca Kialdan,PH153616112
Lanao Del Sur,PH153600000,Ambolong,PH153617001
Lanao Del Sur,PH153600000,Bacolod Chico Proper,PH153617003
Lanao Del Sur,PH153600000,Banga,PH153617006
Lanao Del Sur,PH153600000,Bangco,PH153617007
Lanao Del Sur,PH153600000,Banggolo Poblacion,PH153617008
Lanao Del Sur,PH153600000,Bangon,PH153617009
Lanao Del Sur,PH153600000,Beyaba-Damag,PH153617010
Lanao Del Sur,PH153600000,Bito Buadi Itowa,PH153617012
Lanao Del Sur,PH153600000,Bito Buadi Parba,PH153617013
Lanao Del Sur,PH153600000,Bubonga Pagalamatan,PH153617014
Lanao Del Sur,PH153600000,Bubonga Lilod Madaya,PH153617015
Lanao Del Sur,PH153600000,Boganga,PH153617016
Lanao Del Sur,PH153600000,Boto Ambolong,PH153617017
Lanao Del Sur,PH153600000,Bubonga Cadayonan,PH153617019
Lanao Del Sur,PH153600000,Bubong Lumbac,PH153617021
Lanao Del Sur,PH153600000,Bubonga Marawi,PH153617022
Lanao Del Sur,PH153600000,Bubonga Punod,PH153617023
Lanao Del Sur,PH153600000,Cabasaran,PH153617024
Lanao Del Sur,PH153600000,Cabingan,PH153617025
Lanao Del Sur,PH153600000,Cadayonan,PH153617026
Lanao Del Sur,PH153600000,Cadayonan I,PH153617027
Lanao Del Sur,PH153600000,Calocan East,PH153617029
Lanao Del Sur,PH153600000,Calocan West,PH153617030
Lanao Del Sur,PH153600000,Kormatan Matampay,PH153617032
Lanao Del Sur,PH153600000,Daguduban,PH153617033
Lanao Del Sur,PH153600000,Dansalan,PH153617035
Lanao Del Sur,PH153600000,Datu Sa Dansalan,PH153617036
Lanao Del Sur,PH153600000,Dayawan,PH153617037
Lanao Del Sur,PH153600000,Dimaluna,PH153617039
Lanao Del Sur,PH153600000,Dulay,PH153617040
Lanao Del Sur,PH153600000,Dulay West,PH153617042
Lanao Del Sur,PH153600000,East Basak,PH153617043
Lanao Del Sur,PH153600000,Emie Punud,PH153617044
Lanao Del Sur,PH153600000,Fort,PH153617045
Lanao Del Sur,PH153600000,Gadongan,PH153617046
Lanao Del Sur,PH153600000,Buadi Sacayo (Green),PH153617048
Lanao Del Sur,PH153600000,Guimba (Lilod Proper),PH153617049
Lanao Del Sur,PH153600000,Kapantaran,PH153617051
Lanao Del Sur,PH153600000,Kilala,PH153617052
Lanao Del Sur,PH153600000,Lilod Madaya (Pob.),PH153617057
Lanao Del Sur,PH153600000,Lilod Saduc,PH153617058
Lanao Del Sur,PH153600000,Lomidong,PH153617060
Lanao Del Sur,PH153600000,Lumbaca Madaya (Pob.),PH153617062
Lanao Del Sur,PH153600000,Lumbac Marinaut,PH153617063
Lanao Del Sur,PH153600000,Lumbaca Toros,PH153617064
Lanao Del Sur,PH153600000,Malimono,PH153617065
Lanao Del Sur,PH153600000,Basak Malutlut,PH153617066
Lanao Del Sur,PH153600000,Gadongan Mapantao,PH153617068
Lanao Del Sur,PH153600000,Amito Marantao,PH153617069
Lanao Del Sur,PH153600000,Marinaut East,PH153617070
Lanao Del Sur,PH153600000,Marinaut West,PH153617071
Lanao Del Sur,PH153600000,Matampay,PH153617072
Lanao Del Sur,PH153600000,Pantaon (Langcaf),PH153617074
Lanao Del Sur,PH153600000,Mipaga Proper,PH153617075
Lanao Del Sur,PH153600000,Moncado Colony,PH153617076
Lanao Del Sur,PH153600000,Moncado Kadingilan,PH153617077
Lanao Del Sur,PH153600000,Moriatao Loksadato,PH153617079
Lanao Del Sur,PH153600000,Datu Naga,PH153617080
Lanao Del Sur,PH153600000,Navarro (Datu Saber),PH153617083
Lanao Del Sur,PH153600000,Olawa Ambolong,PH153617085
Lanao Del Sur,PH153600000,Pagalamatan Gambai,PH153617086
Lanao Del Sur,PH153600000,Pagayawan,PH153617089
Lanao Del Sur,PH153600000,Panggao Saduc,PH153617090
Lanao Del Sur,PH153600000,Papandayan,PH153617097
Lanao Del Sur,PH153600000,Paridi,PH153617098
Lanao Del Sur,PH153600000,Patani,PH153617099
Lanao Del Sur,PH153600000,Pindolonan,PH153617101
Lanao Del Sur,PH153600000,Poona Marantao,PH153617103
Lanao Del Sur,PH153600000,Pugaan,PH153617105
Lanao Del Sur,PH153600000,Rapasun MSU,PH153617107
Lanao Del Sur,PH153600000,Raya Madaya I,PH153617109
Lanao Del Sur,PH153600000,Raya Madaya II,PH153617110
Lanao Del Sur,PH153600000,Raya Saduc,PH153617111
Lanao Del Sur,PH153600000,Rorogagus Proper,PH153617112
Lanao Del Sur,PH153600000,Rorogagus East,PH153617113
Lanao Del Sur,PH153600000,Sabala Manao,PH153617116
Lanao Del Sur,PH153600000,Sabala Manao Proper,PH153617117
Lanao Del Sur,PH153600000,Saduc Proper,PH153617118
Lanao Del Sur,PH153600000,Sagonsongan,PH153617119
Lanao Del Sur,PH153600000,Sangcay Dansalan,PH153617120
Lanao Del Sur,PH153600000,Somiorang,PH153617123
Lanao Del Sur,PH153600000,South Madaya Proper,PH153617124
Lanao Del Sur,PH153600000,Sugod Proper,PH153617125
Lanao Del Sur,PH153600000,Tampilong,PH153617126
Lanao Del Sur,PH153600000,Timbangalan,PH153617127
Lanao Del Sur,PH153600000,Tuca Ambolong,PH153617129
Lanao Del Sur,PH153600000,Tolali,PH153617131
Lanao Del Sur,PH153600000,Toros,PH153617133
Lanao Del Sur,PH153600000,Tuca,PH153617134
Lanao Del Sur,PH153600000,Tuca Marinaut,PH153617136
Lanao Del Sur,PH153600000,Tongantongan-Tuca Timbangalan,PH153617137
Lanao Del Sur,PH153600000,Wawalayan Calocan,PH153617138
Lanao Del Sur,PH153600000,Wawalayan Marinaut,PH153617139
Lanao Del Sur,PH153600000,Marawi Poblacion,PH153617141
Lanao Del Sur,PH153600000,Norhaya Village,PH153617142
Lanao Del Sur,PH153600000,Papandayan Caniogan,PH153617143
Lanao Del Sur,PH153600000,Abdullah Buisan,PH153618001
Lanao Del Sur,PH153600000,Caramian Alim Raya,PH153618002
Lanao Del Sur,PH153600000,Alip Lalabuan,PH153618003
Lanao Del Sur,PH153600000,Alumpang Paino Mimbalay,PH153618004
Lanao Del Sur,PH153600000,Mai Ditimbang Balindong,PH153618005
Lanao Del Sur,PH153600000,Mai Sindaoloan Dansalan,PH153618007
Lanao Del Sur,PH153600000,Lakadun,PH153618008
Lanao Del Sur,PH153600000,Maranat Bontalis,PH153618018
Lanao Del Sur,PH153600000,Dalog Balut,PH153618023
Lanao Del Sur,PH153600000,Gindolongan Alabat,PH153618032
Lanao Del Sur,PH153600000,Gondarangin Asa Adigao,PH153618034
Lanao Del Sur,PH153600000,Sawir,PH153618035
Lanao Del Sur,PH153600000,Moriatao-Bai Labay,PH153618039
Lanao Del Sur,PH153600000,Laila Lumbac Bacon,PH153618040
Lanao Del Sur,PH153600000,Lanco Dimapatoy,PH153618041
Lanao Del Sur,PH153600000,Talub Langi,PH153618042
Lanao Del Sur,PH153600000,Lomigis Sucod,PH153618043
Lanao Del Sur,PH153600000,Macabangan Imbala,PH153618044
Lanao Del Sur,PH153600000,Macadaag Talaguian,PH153618045
Lanao Del Sur,PH153600000,Macalupang Lumbac Caramian,PH153618047
Lanao Del Sur,PH153600000,Magayo Bagoaingud,PH153618052
Lanao Del Sur,PH153600000,Macompara Apa Mimbalay,PH153618053
Lanao Del Sur,PH153600000,Manalocon Talub,PH153618055
Lanao Del Sur,PH153600000,Putad Marandang Buisan,PH153618060
Lanao Del Sur,PH153600000,Matao Araza,PH153618061
Lanao Del Sur,PH153600000,Mocamad Tangul,PH153618062
Lanao Del Sur,PH153600000,Pantao,PH153618069
Lanao Del Sur,PH153600000,Sambowang Atawa,PH153618077
Lanao Del Sur,PH153600000,Tamboro Cormatan,PH153618082
Lanao Del Sur,PH153600000,Towanao Arangga,PH153618083
Lanao Del Sur,PH153600000,Tomambiling Lumbaca Ingud,PH153618085
Lanao Del Sur,PH153600000,Unda Dayawan,PH153618088
Lanao Del Sur,PH153600000,Buadi Amloy,PH153618089
Lanao Del Sur,PH153600000,Kalilangan,PH153618090
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153618091
Lanao Del Sur,PH153600000,Bangon,PH153619002
Lanao Del Sur,PH153600000,Bubonga Guilopa,PH153619005
Lanao Del Sur,PH153600000,Buadi-Abala,PH153619006
Lanao Del Sur,PH153600000,Buadi-Bayawa,PH153619007
Lanao Del Sur,PH153600000,Buadi-Insuba,PH153619008
Lanao Del Sur,PH153600000,Bubong,PH153619010
Lanao Del Sur,PH153600000,Cabasaran,PH153619011
Lanao Del Sur,PH153600000,Cairatan,PH153619013
Lanao Del Sur,PH153600000,Cormatan,PH153619014
Lanao Del Sur,PH153600000,Poblacion (Dado),PH153619015
Lanao Del Sur,PH153600000,Dalama,PH153619016
Lanao Del Sur,PH153600000,Dansalan,PH153619018
Lanao Del Sur,PH153600000,Dimarao,PH153619019
Lanao Del Sur,PH153600000,Guilopa,PH153619022
Lanao Del Sur,PH153600000,Ilian,PH153619024
Lanao Del Sur,PH153600000,Kitambugun,PH153619026
Lanao Del Sur,PH153600000,Lama (Bagoaingud),PH153619027
Lanao Del Sur,PH153600000,Lilod,PH153619028
Lanao Del Sur,PH153600000,Lilod Raybalai,PH153619030
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153619033
Lanao Del Sur,PH153600000,Lumbac (Lumbac Bubong),PH153619034
Lanao Del Sur,PH153600000,Madaya,PH153619035
Lanao Del Sur,PH153600000,Pindolonan,PH153619037
Lanao Del Sur,PH153600000,Salipongan,PH153619038
Lanao Del Sur,PH153600000,Sugan,PH153619039
Lanao Del Sur,PH153600000,Bagoaingud,PH153619043
Lanao Del Sur,PH153600000,Ayong,PH153620001
Lanao Del Sur,PH153600000,Bandara Ingud,PH153620005
Lanao Del Sur,PH153600000,Bangon (Pob.),PH153620006
Lanao Del Sur,PH153600000,Biala-an,PH153620011
Lanao Del Sur,PH153600000,Diampaca,PH153620015
Lanao Del Sur,PH153600000,Guiarong,PH153620019
Lanao Del Sur,PH153600000,Ilian,PH153620020
Lanao Del Sur,PH153600000,Madang,PH153620029
Lanao Del Sur,PH153600000,Mapantao,PH153620030
Lanao Del Sur,PH153600000,Ngingir (Kabasaran),PH153620034
Lanao Del Sur,PH153600000,Padas,PH153620035
Lanao Del Sur,PH153600000,Paigoay,PH153620037
Lanao Del Sur,PH153600000,Pinalangca,PH153620041
Lanao Del Sur,PH153600000,Poblacion (Lumbac),PH153620042
Lanao Del Sur,PH153600000,Rangiran,PH153620045
Lanao Del Sur,PH153600000,Rubokun,PH153620046
Lanao Del Sur,PH153600000,Linindingan,PH153620054
Lanao Del Sur,PH153600000,Kalaludan,PH153620057
Lanao Del Sur,PH153600000,Aposong,PH153621001
Lanao Del Sur,PH153600000,Bagoaingud,PH153621002
Lanao Del Sur,PH153600000,Bangco (Pob.),PH153621003
Lanao Del Sur,PH153600000,Bansayan,PH153621004
Lanao Del Sur,PH153600000,Basak,PH153621005
Lanao Del Sur,PH153600000,Bobo,PH153621006
Lanao Del Sur,PH153600000,Bubong Tawa-an,PH153621007
Lanao Del Sur,PH153600000,Bubonga Mamaanun,PH153621008
Lanao Del Sur,PH153600000,Bualan,PH153621009
Lanao Del Sur,PH153600000,Bubong Ilian,PH153621010
Lanao Del Sur,PH153600000,Gacap,PH153621011
Lanao Del Sur,PH153600000,Katumbacan,PH153621012
Lanao Del Sur,PH153600000,Ilian Poblacion,PH153621013
Lanao Del Sur,PH153600000,Kalanganan,PH153621014
Lanao Del Sur,PH153600000,Lininding,PH153621015
Lanao Del Sur,PH153600000,Lumbaca Mamaan,PH153621017
Lanao Del Sur,PH153600000,Mamaanun,PH153621018
Lanao Del Sur,PH153600000,Mentring,PH153621020
Lanao Del Sur,PH153600000,Olango,PH153621021
Lanao Del Sur,PH153600000,Palacat,PH153621022
Lanao Del Sur,PH153600000,Palao,PH153621023
Lanao Del Sur,PH153600000,Paling,PH153621024
Lanao Del Sur,PH153600000,Pantaon,PH153621025
Lanao Del Sur,PH153600000,Pantar,PH153621026
Lanao Del Sur,PH153600000,Paridi,PH153621028
Lanao Del Sur,PH153600000,Pindolonan,PH153621029
Lanao Del Sur,PH153600000,Radapan,PH153621030
Lanao Del Sur,PH153600000,Radapan Poblacion,PH153621031
Lanao Del Sur,PH153600000,Sapingit,PH153621032
Lanao Del Sur,PH153600000,Talao,PH153621033
Lanao Del Sur,PH153600000,Tambo,PH153621034
Lanao Del Sur,PH153600000,Tapocan,PH153621035
Lanao Del Sur,PH153600000,Taporug,PH153621036
Lanao Del Sur,PH153600000,Tawaan,PH153621037
Lanao Del Sur,PH153600000,Udalo,PH153621038
Lanao Del Sur,PH153600000,Rantian,PH153621039
Lanao Del Sur,PH153600000,Ilian,PH153621040
Lanao Del Sur,PH153600000,Ataragadong,PH153622001
Lanao Del Sur,PH153600000,Bangon,PH153622002
Lanao Del Sur,PH153600000,Bansayan,PH153622004
Lanao Del Sur,PH153600000,Bubong-Dimunda,PH153622006
Lanao Del Sur,PH153600000,Bugaran,PH153622007
Lanao Del Sur,PH153600000,Bualan,PH153622008
Lanao Del Sur,PH153600000,Cadayonan,PH153622011
Lanao Del Sur,PH153600000,Calilangan Dicala,PH153622012
Lanao Del Sur,PH153600000,Calupaan,PH153622013
Lanao Del Sur,PH153600000,Dimayon,PH153622014
Lanao Del Sur,PH153600000,Dilausan,PH153622015
Lanao Del Sur,PH153600000,Dongcoan,PH153622018
Lanao Del Sur,PH153600000,Gadongan,PH153622019
Lanao Del Sur,PH153600000,Poblacion (Gata Proper),PH153622020
Lanao Del Sur,PH153600000,Liangan,PH153622024
Lanao Del Sur,PH153600000,Lumbac,PH153622026
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153622027
Lanao Del Sur,PH153600000,Madanding,PH153622030
Lanao Del Sur,PH153600000,Pantao,PH153622034
Lanao Del Sur,PH153600000,Punud,PH153622035
Lanao Del Sur,PH153600000,Ragayan,PH153622036
Lanao Del Sur,PH153600000,Rogan Cairan,PH153622037
Lanao Del Sur,PH153600000,Talaguian,PH153622041
Lanao Del Sur,PH153600000,Rogan Tandiong Dimayon,PH153622042
Lanao Del Sur,PH153600000,Taporog,PH153622043
Lanao Del Sur,PH153600000,Badak,PH153623001
Lanao Del Sur,PH153600000,Bantayan,PH153623002
Lanao Del Sur,PH153600000,Basagad,PH153623003
Lanao Del Sur,PH153600000,Bolinsong,PH153623005
Lanao Del Sur,PH153600000,Boring,PH153623006
Lanao Del Sur,PH153600000,Bualan,PH153623008
Lanao Del Sur,PH153600000,Danugan,PH153623012
Lanao Del Sur,PH153600000,Dapao,PH153623013
Lanao Del Sur,PH153600000,Diamla,PH153623014
Lanao Del Sur,PH153600000,Gadongan,PH153623015
Lanao Del Sur,PH153600000,Ingud,PH153623018
Lanao Del Sur,PH153600000,Linuk,PH153623022
Lanao Del Sur,PH153600000,Lumbac,PH153623023
Lanao Del Sur,PH153600000,Maligo,PH153623024
Lanao Del Sur,PH153600000,Masao,PH153623025
Lanao Del Sur,PH153600000,Notong,PH153623026
Lanao Del Sur,PH153600000,Porug,PH153623030
Lanao Del Sur,PH153600000,Romagondong,PH153623031
Lanao Del Sur,PH153600000,Tambo (Pob.),PH153623033
Lanao Del Sur,PH153600000,Tamlang,PH153623034
Lanao Del Sur,PH153600000,Tuka,PH153623035
Lanao Del Sur,PH153600000,Tomarompong,PH153623036
Lanao Del Sur,PH153600000,Yaran,PH153623037
Lanao Del Sur,PH153600000,Bagoaingud,PH153624001
Lanao Del Sur,PH153600000,Barimbingan,PH153624006
Lanao Del Sur,PH153600000,Bayabao,PH153624009
Lanao Del Sur,PH153600000,Buadi Babai,PH153624012
Lanao Del Sur,PH153600000,Buadi Alao,PH153624013
Lanao Del Sur,PH153600000,Buadi Oloc,PH153624014
Lanao Del Sur,PH153600000,Pagalongan Buadiadingan,PH153624016
Lanao Del Sur,PH153600000,Dado,PH153624024
Lanao Del Sur,PH153600000,Dangimprampiai,PH153624027
Lanao Del Sur,PH153600000,Darimbang,PH153624028
Lanao Del Sur,PH153600000,Dilausan,PH153624030
Lanao Del Sur,PH153600000,Ditsaan,PH153624032
Lanao Del Sur,PH153600000,Gadongan,PH153624033
Lanao Del Sur,PH153600000,Pagalongan Ginaopan,PH153624038
Lanao Del Sur,PH153600000,Baclayan Lilod,PH153624042
Lanao Del Sur,PH153600000,Linamon,PH153624045
Lanao Del Sur,PH153600000,Lumbatan Ramain,PH153624048
Lanao Del Sur,PH153600000,Buayaan Madanding,PH153624054
Lanao Del Sur,PH153600000,Maindig Ditsaan,PH153624055
Lanao Del Sur,PH153600000,Mandara,PH153624057
Lanao Del Sur,PH153600000,Maranao Timber (Dalama),PH153624058
Lanao Del Sur,PH153600000,Pagalongan Proper,PH153624064
Lanao Del Sur,PH153600000,Polo,PH153624070
Lanao Del Sur,PH153600000,Ramain Poblacion,PH153624077
Lanao Del Sur,PH153600000,Ramain Proper,PH153624078
Lanao Del Sur,PH153600000,Baclayan Raya,PH153624079
Lanao Del Sur,PH153600000,Buayaan Raya,PH153624081
Lanao Del Sur,PH153600000,Rantian,PH153624082
Lanao Del Sur,PH153600000,Sundiga Bayabao,PH153624086
Lanao Del Sur,PH153600000,Talub,PH153624087
Lanao Del Sur,PH153600000,Buayaan Lilod,PH153624091
Lanao Del Sur,PH153600000,Bubong Dangiprampiai,PH153624092
Lanao Del Sur,PH153600000,Pagalongan Masioon,PH153624093
Lanao Del Sur,PH153600000,Sultan Pangadapun,PH153624094
Lanao Del Sur,PH153600000,Upper Pugaan,PH153624095
Lanao Del Sur,PH153600000,Alinun,PH153625001
Lanao Del Sur,PH153600000,Bagoaingud,PH153625002
Lanao Del Sur,PH153600000,Batangan,PH153625004
Lanao Del Sur,PH153600000,Cadayon,PH153625005
Lanao Del Sur,PH153600000,Cadingilan,PH153625006
Lanao Del Sur,PH153600000,Lumbac Toros,PH153625007
Lanao Del Sur,PH153600000,Comonal,PH153625008
Lanao Del Sur,PH153600000,Dilausan,PH153625009
Lanao Del Sur,PH153600000,Gadongan,PH153625010
Lanao Del Sur,PH153600000,Linao,PH153625012
Lanao Del Sur,PH153600000,Limogao,PH153625013
Lanao Del Sur,PH153600000,Lumbayanague,PH153625015
Lanao Del Sur,PH153600000,Basak Maito,PH153625018
Lanao Del Sur,PH153600000,Maliwanag,PH153625019
Lanao Del Sur,PH153600000,Mapantao,PH153625020
Lanao Del Sur,PH153600000,Mipaga,PH153625021
Lanao Del Sur,PH153600000,Natangcopan,PH153625022
Lanao Del Sur,PH153600000,Pagalamatan,PH153625023
Lanao Del Sur,PH153600000,Pamacotan,PH153625025
