Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,labels
Lanao Del Sur,PH153600000,Bubonga Punod,PH153617023,2 low outlier
Lanao Del Sur,PH153600000,Bubonga Ranao,PH153632004,0 ns
Lanao Del Sur,PH153600000,Bubonga-Ranao,PH153605006,0 ns
Lanao Del Sur,PH153600000,Bucalan,PH153627016,0 ns
Lanao Del Sur,PH153600000,Budas,PH153602006,0 ns
Lanao Del Sur,PH153600000,Budi,PH153612012,0 ns
Lanao Del Sur,PH153600000,Buenavista,PH153602022,0 ns
Lanao Del Sur,PH153600000,Bugaran,PH153622007,0 ns
Lanao Del Sur,PH153600000,Buisan (Bengabeng),PH153602019,0 ns
Lanao Del Sur,PH153600000,Bulangos,PH153635009,0 ns
Lanao Del Sur,PH153600000,Bunk House,PH153615081,0 ns
Lanao Del Sur,PH153600000,Buntong Proper,PH153633008,0 ns
Lanao Del Sur,PH153600000,Buntongun,PH153630006,1 hot spot
Lanao Del Sur,PH153600000,Buta (Sumalindao),PH153640002,0 ns
Lanao Del Sur,PH153600000,Butig Proper,PH153607012,2 low outlier
Lanao Del Sur,PH153600000,Cabasaran,PH153617024,0 ns
Lanao Del Sur,PH153600000,Cabasaran,PH153607013,2 low outlier
Lanao Del Sur,PH153600000,Cabasaran,PH153613018,0 ns
Lanao Del Sur,PH153600000,Cabasaran,PH153611020,0 ns
Lanao Del Sur,PH153600000,Cabasaran,PH153614008,0 ns
Lanao Del Sur,PH153600000,Cabasaran,PH153619011,3 cold spot
Lanao Del Sur,PH153600000,Cabasaran,PH153626004,0 ns
Lanao Del Sur,PH153600000,Cabasaran,PH153631008,0 ns
Lanao Del Sur,PH153600000,Cabasaran (South),PH153615028,1 hot spot
Lanao Del Sur,PH153600000,Cabingan,PH153617025,1 hot spot
Lanao Del Sur,PH153600000,Cabuntungan,PH153636013,0 ns
Lanao Del Sur,PH153600000,Cadapaan,PH153603015,0 ns
Lanao Del Sur,PH153600000,Cadayon,PH153625005,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153603016,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153617026,1 hot spot
Lanao Del Sur,PH153600000,Cadayonan,PH153604009,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153613019,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153622011,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153631031,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153633009,3 cold spot
Lanao Del Sur,PH153600000,Cadayonan,PH153636035,0 ns
Lanao Del Sur,PH153600000,Cadayonan,PH153638005,0 ns
Lanao Del Sur,PH153600000,Cadayonan Bagumbayan,PH153627017,4 high outlier
Lanao Del Sur,PH153600000,Cadayonan I,PH153617027,0 ns
Lanao Del Sur,PH153600000,Cadingilan,PH153625006,0 ns
Lanao Del Sur,PH153600000,Cadingilan,PH153636008,0 ns
Lanao Del Sur,PH153600000,Cadingilan A,PH153636036,0 ns
Lanao Del Sur,PH153600000,Cadingilan Occidental,PH153604027,3 cold spot
Lanao Del Sur,PH153600000,Cadingilan Oriental,PH153604028,0 ns
Lanao Del Sur,PH153600000,Cahera,PH153631009,0 ns
Lanao Del Sur,PH153600000,Cairantang,PH153631010,2 low outlier
Lanao Del Sur,PH153600000,Cairatan,PH153619013,0 ns
Lanao Del Sur,PH153600000,Calalaoan (Pob.),PH153632008,0 ns
Lanao Del Sur,PH153600000,Calalon,PH153641003,0 ns
Lanao Del Sur,PH153600000,Calibagat,PH153615071,0 ns
Lanao Del Sur,PH153600000,Calilangan,PH153602007,0 ns
Lanao Del Sur,PH153600000,Calilangan,PH153611021,0 ns
Lanao Del Sur,PH153600000,Calilangan Dicala,PH153622012,0 ns
Lanao Del Sur,PH153600000,Calipapa,PH153641004,0 ns
Lanao Del Sur,PH153600000,Calocan East,PH153617029,1 hot spot
Lanao Del Sur,PH153600000,Calocan West,PH153617030,0 ns
Lanao Del Sur,PH153600000,Calumbog,PH153615029,0 ns
Lanao Del Sur,PH153600000,Calumbog,PH153631032,3 cold spot
Lanao Del Sur,PH153600000,Calupaan,PH153622013,0 ns
Lanao Del Sur,PH153600000,Camalig,PH153634015,3 cold spot
Lanao Del Sur,PH153600000,Camalig (Pob.),PH153616022,0 ns
Lanao Del Sur,PH153600000,Camalig Bandara Ingud,PH153616009,0 ns
Lanao Del Sur,PH153600000,Camalig Bubong,PH153616018,0 ns
Lanao Del Sur,PH153600000,Cambong,PH153634016,0 ns
Lanao Del Sur,PH153600000,Campo,PH153628012,0 ns
Lanao Del Sur,PH153600000,Campo Muslim,PH153615020,1 hot spot
Lanao Del Sur,PH153600000,Campong Sabela,PH153609034,0 ns
Lanao Del Sur,PH153600000,Campong Talao,PH153629010,0 ns
Lanao Del Sur,PH153600000,Campong a Raya,PH153609005,0 ns
Lanao Del Sur,PH153600000,Canibongan,PH153631011,0 ns
Lanao Del Sur,PH153600000,Caramat,PH153627018,0 ns
Lanao Del Sur,PH153600000,Caramian Alim Raya,PH153618002,0 ns
Lanao Del Sur,PH153600000,Carandangan Calopaan,PH153627019,3 cold spot
Lanao Del Sur,PH153600000,Carandangan-Mipaga,PH153611026,0 ns
Lanao Del Sur,PH153600000,Carigongan,PH153606011,0 ns
Lanao Del Sur,PH153600000,Casalayan,PH153636009,0 ns
Lanao Del Sur,PH153600000,Cawayan,PH153616025,0 ns
Lanao Del Sur,PH153600000,Cawayan Bacolod,PH153616005,0 ns
Lanao Del Sur,PH153600000,Cawayan Kalaw,PH153616035,0 ns
Lanao Del Sur,PH153600000,Cawayan Linuk,PH153616040,0 ns
Lanao Del Sur,PH153600000,Cayagan,PH153629011,0 ns
Lanao Del Sur,PH153600000,Cebuano Group,PH153630009,1 hot spot
Lanao Del Sur,PH153600000,China Town (Pob.),PH153615021,1 hot spot
Lanao Del Sur,PH153600000,Christian Village,PH153630010,1 hot spot
Lanao Del Sur,PH153600000,Coloyan Tambo,PH153607016,0 ns
Lanao Del Sur,PH153600000,Comara,PH153637005,0 ns
Lanao Del Sur,PH153600000,Comonal,PH153625008,0 ns
Lanao Del Sur,PH153600000,Condaraan Pob. (Condaraan Dimadap),PH153604012,0 ns
Lanao Del Sur,PH153600000,Corahab,PH153615022,0 ns
Lanao Del Sur,PH153600000,Cormatan,PH153604013,3 cold spot
Lanao Del Sur,PH153600000,Cormatan,PH153610003,0 ns
Lanao Del Sur,PH153600000,Cormatan,PH153619014,0 ns
Lanao Del Sur,PH153600000,Cormatan Langban,PH153611027,0 ns
Lanao Del Sur,PH153600000,Daanaingud,PH153616026,0 ns
Lanao Del Sur,PH153600000,Dadayag,PH153603021,0 ns
Lanao Del Sur,PH153600000,Dado,PH153603022,0 ns
Lanao Del Sur,PH153600000,Dado,PH153624024,0 ns
Lanao Del Sur,PH153600000,Dago-ok,PH153612017,0 ns
Lanao Del Sur,PH153600000,Dagonalan,PH153638006,0 ns
Lanao Del Sur,PH153600000,Daguan,PH153639004,0 ns
Lanao Del Sur,PH153600000,Daguduban,PH153617033,1 hot spot
Lanao Del Sur,PH153600000,Dala (Dalama),PH153636010,0 ns
Lanao Del Sur,PH153600000,Dalama,PH153612018,0 ns
Lanao Del Sur,PH153600000,Dalama,PH153619016,0 ns
Lanao Del Sur,PH153600000,Dalaon,PH153606054,0 ns
Lanao Del Sur,PH153600000,Dalipuga,PH153612021,0 ns
Lanao Del Sur,PH153600000,Dalog Balut,PH153618023,0 ns
Lanao Del Sur,PH153600000,Dandamun,PH153613012,3 cold spot
Lanao Del Sur,PH153600000,Dandanun,PH153629012,0 ns
Lanao Del Sur,PH153600000,Dangimprampiai,PH153624027,0 ns
Lanao Del Sur,PH153600000,Dansalan,PH153617035,1 hot spot
Lanao Del Sur,PH153600000,Dansalan,PH153619018,0 ns
Lanao Del Sur,PH153600000,Dansalan,PH153633010,3 cold spot
Lanao Del Sur,PH153600000,Dansalan Dacsula,PH153605009,0 ns
Lanao Del Sur,PH153600000,Danugan,PH153623012,3 cold spot
Lanao Del Sur,PH153600000,Dapaan,PH153609031,0 ns
Lanao Del Sur,PH153600000,Dapao,PH153623013,0 ns
Lanao Del Sur,PH153600000,Daramoyod,PH153601010,0 ns
Lanao Del Sur,PH153600000,Darimbang,PH153624028,0 ns
Lanao Del Sur,PH153600000,Dasomalong,PH153626062,0 ns
Lanao Del Sur,PH153600000,Datu Ma-as,PH153627021,0 ns
Lanao Del Sur,PH153600000,Datu Naga,PH153617080,1 hot spot
Lanao Del Sur,PH153600000,Datu Sa Dansalan,PH153617036,1 hot spot
Lanao Del Sur,PH153600000,Datu Tambara,PH153633043,3 cold spot
Lanao Del Sur,PH153600000,Datumanong,PH153628015,0 ns
Lanao Del Sur,PH153600000,Dayawan,PH153617037,2 low outlier
Lanao Del Sur,PH153600000,Delausan,PH153613015,0 ns
Lanao Del Sur,PH153600000,Dialongana,PH153611031,0 ns
Lanao Del Sur,PH153600000,Diamaro,PH153615023,0 ns
Lanao Del Sur,PH153600000,Diamla,PH153623014,0 ns
Lanao Del Sur,PH153600000,Diampaca,PH153613013,0 ns
Lanao Del Sur,PH153600000,Diampaca,PH153620015,0 ns
Lanao Del Sur,PH153600000,Dibarosan,PH153606023,0 ns
Lanao Del Sur,PH153600000,Dibarosan,PH153613014,3 cold spot
Lanao Del Sur,PH153600000,Dibarusan,PH153603024,0 ns
Lanao Del Sur,PH153600000,Dibarusan,PH153614010,0 ns
Lanao Del Sur,PH153600000,Dilabayan,PH153606014,0 ns
Lanao Del Sur,PH153600000,Dilabayan,PH153601008,3 cold spot
Lanao Del Sur,PH153600000,Dilabayan,PH153610029,0 ns
Lanao Del Sur,PH153600000,Dilabayan,PH153627022,3 cold spot
Lanao Del Sur,PH153600000,Dilausan,PH153603025,0 ns
Lanao Del Sur,PH153600000,Dilausan,PH153622015,0 ns
Lanao Del Sur,PH153600000,Dilausan,PH153624030,0 ns
Lanao Del Sur,PH153600000,Dilausan,PH153625009,0 ns
Lanao Del Sur,PH153600000,Dilausan,PH153626007,0 ns
Lanao Del Sur,PH153600000,Dilausan,PH153641005,0 ns
Lanao Del Sur,PH153600000,Dilausan (Pob.),PH153634019,0 ns
Lanao Del Sur,PH153600000,Dilimbayan,PH153607019,0 ns
Lanao Del Sur,PH153600000,Dilimbayan,PH153610030,0 ns
Lanao Del Sur,PH153600000,Dilimbayan,PH153625031,0 ns
Lanao Del Sur,PH153600000,Dilimbayan,PH153629014,0 ns
Lanao Del Sur,PH153600000,Dilimbayan,PH153634020,0 ns
Lanao Del Sur,PH153600000,Dilimbayan,PH153636012,0 ns
Lanao Del Sur,PH153600000,Dilindongan-Cadayonan,PH153611035,0 ns
Lanao Del Sur,PH153600000,Dimagaling (Dimagalin Proper),PH153610007,0 ns
Lanao Del Sur,PH153600000,Dimalama,PH153638007,3 cold spot
Lanao Del Sur,PH153600000,Dimaluna,PH153617039,1 hot spot
Lanao Del Sur,PH153600000,Dimapaok,PH153641006,0 ns
Lanao Del Sur,PH153600000,Dimapatoy,PH153606015,0 ns
Lanao Del Sur,PH153600000,Dimarao,PH153603026,0 ns
Lanao Del Sur,PH153600000,Dimarao,PH153619019,0 ns
Lanao Del Sur,PH153600000,Dimayon,PH153606058,0 ns
Lanao Del Sur,PH153600000,Dimayon,PH153622014,0 ns
Lanao Del Sur,PH153600000,Dimayon,PH153627024,3 cold spot
Lanao Del Sur,PH153600000,Dimayon Proper,PH153606017,3 cold spot
Lanao Del Sur,PH153600000,Dimunda,PH153610008,0 ns
Lanao Del Sur,PH153600000,Dinaigan,PH153628016,0 ns
Lanao Del Sur,PH153600000,Dinganun Guilopa (Dingunun),PH153640003,0 ns
Lanao Del Sur,PH153600000,Diolangan,PH153606019,3 cold spot
Lanao Del Sur,PH153600000,Dipatuan,PH153601009,0 ns
Lanao Del Sur,PH153600000,Diragun,PH153631012,0 ns
Lanao Del Sur,PH153600000,Dirisan,PH153633044,3 cold spot
Lanao Del Sur,PH153600000,Diromoyod,PH153636015,0 ns
Lanao Del Sur,PH153600000,Ditsaan,PH153624032,0 ns
Lanao Del Sur,PH153600000,Dolangan,PH153607022,2 low outlier
Lanao Del Sur,PH153600000,Dongcoan,PH153622018,0 ns
Lanao Del Sur,PH153600000,Doronan,PH153610009,0 ns
Lanao Del Sur,PH153600000,Dulay,PH153617040,1 hot spot
Lanao Del Sur,PH153600000,Dulay West,PH153617042,2 low outlier
Lanao Del Sur,PH153600000,Durian,PH153635015,0 ns
Lanao Del Sur,PH153600000,East Basak,PH153617043,1 hot spot
Lanao Del Sur,PH153600000,Eastern Wao,PH153630011,1 hot spot
Lanao Del Sur,PH153600000,Emie Punud,PH153617044,0 ns
Lanao Del Sur,PH153600000,Extension Poblacion,PH153630012,1 hot spot
Lanao Del Sur,PH153600000,Fort,PH153617045,1 hot spot
Lanao Del Sur,PH153600000,Frankfort,PH153637006,0 ns
Lanao Del Sur,PH153600000,Gacap,PH153621011,0 ns
Lanao Del Sur,PH153600000,Gadongan,PH153613016,0 ns
Lanao Del Sur,PH153600000,Gadongan,PH153609006,3 cold spot
Lanao Del Sur,PH153600000,Gadongan,PH153610035,0 ns
Lanao Del Sur,PH153600000,Gadongan,PH153611039,3 cold spot
Lanao Del Sur,PH153600000,Gadongan,PH153617046,0 ns
Lanao Del Sur,PH153600000,Gadongan,PH153622019,1 hot spot
Lanao Del Sur,PH153600000,Gadongan,PH153623015,3 cold spot
Lanao Del Sur,PH153600000,Gadongan,PH153624033,0 ns
Lanao Del Sur,PH153600000,Gadongan,PH153625010,0 ns
Lanao Del Sur,PH153600000,Gadongan,PH153628040,0 ns
Lanao Del Sur,PH153600000,Gadongan Mapantao,PH153617068,1 hot spot
Lanao Del Sur,PH153600000,Galawan,PH153611040,0 ns
Lanao Del Sur,PH153600000,Gambai,PH153611041,0 ns
Lanao Del Sur,PH153600000,Gandamato,PH153601011,0 ns
Lanao Del Sur,PH153600000,Gandamato,PH153604054,3 cold spot
Lanao Del Sur,PH153600000,Gapao Balindong,PH153627028,0 ns
Lanao Del Sur,PH153600000,Gaput,PH153628041,0 ns
Lanao Del Sur,PH153600000,Gas,PH153632015,0 ns
Lanao Del Sur,PH153600000,Gata,PH153633011,0 ns
Lanao Del Sur,PH153600000,Gata,PH153630014,1 hot spot
Lanao Del Sur,PH153600000,Gayakay,PH153638009,3 cold spot
Lanao Del Sur,PH153600000,Ginaopan,PH153626064,0 ns
Lanao Del Sur,PH153600000,Gindolongan Alabat,PH153618032,0 ns
Lanao Del Sur,PH153600000,Gondarangin Asa Adigao,PH153618034,0 ns
Lanao Del Sur,PH153600000,Gui,PH153609007,0 ns
Lanao Del Sur,PH153600000,Guiarong,PH153620019,0 ns
Lanao Del Sur,PH153600000,Guiarong,PH153628017,0 ns
Lanao Del Sur,PH153600000,Guiguikun,PH153606022,3 cold spot
Lanao Del Sur,PH153600000,Guilopa,PH153619022,0 ns
Lanao Del Sur,PH153600000,Guimba (Lilod Proper),PH153617049,1 hot spot
Lanao Del Sur,PH153600000,Gurain,PH153601012,3 cold spot
Lanao Del Sur,PH153600000,Gurain,PH153613017,0 ns
Lanao Del Sur,PH153600000,Gurain,PH153629016,0 ns
Lanao Del Sur,PH153600000,Igabay,PH153602008,0 ns
Lanao Del Sur,PH153600000,Ilalag,PH153634024,3 cold spot
Lanao Del Sur,PH153600000,Ilian,PH153602051,0 ns
Lanao Del Sur,PH153600000,Ilian,PH153601013,0 ns
Lanao Del Sur,PH153600000,Ilian,PH153604014,3 cold spot
Lanao Del Sur,PH153600000,Ilian,PH153616108,0 ns
Lanao Del Sur,PH153600000,Ilian,PH153614032,3 cold spot
Lanao Del Sur,PH153600000,Ilian,PH153619024,0 ns
Lanao Del Sur,PH153600000,Ilian,PH153620020,0 ns
Lanao Del Sur,PH153600000,Ilian,PH153621040,3 cold spot
Lanao Del Sur,PH153600000,Ilian,PH153627029,0 ns
Lanao Del Sur,PH153600000,Ilian,PH153635016,0 ns
Lanao Del Sur,PH153600000,Ilian Poblacion,PH153621013,0 ns
Lanao Del Sur,PH153600000,Inandayan,PH153615027,0 ns
Lanao Del Sur,PH153600000,Ingud,PH153603027,0 ns
Lanao Del Sur,PH153600000,Ingud,PH153605010,0 ns
Lanao Del Sur,PH153600000,Ingud,PH153623018,0 ns
Lanao Del Sur,PH153600000,Inodaran,PH153638012,0 ns
Lanao Del Sur,PH153600000,Inoma,PH153632019,0 ns
Lanao Del Sur,PH153600000,Inudaran,PH153632018,0 ns
Lanao Del Sur,PH153600000,Inudaran,PH153639005,0 ns
Lanao Del Sur,PH153600000,Inudaran Campong,PH153616023,0 ns
Lanao Del Sur,PH153600000,Inudaran Loway,PH153616109,0 ns
Lanao Del Sur,PH153600000,Inudaran Lumbac,PH153616047,0 ns
Lanao Del Sur,PH153600000,Jose Abad Santos,PH153615072,0 ns
Lanao Del Sur,PH153600000,Kabaniakawan,PH153639006,0 ns
Lanao Del Sur,PH153600000,Kabasaran (Pob.),PH153636017,0 ns
Lanao Del Sur,PH153600000,Kabatangan,PH153630016,1 hot spot
Lanao Del Sur,PH153600000,Kadingilan,PH153630017,0 ns
Lanao Del Sur,PH153600000,Kalakala,PH153633013,3 cold spot
Lanao Del Sur,PH153600000,Kalaludan,PH153620057,0 ns
Lanao Del Sur,PH153600000,Kalanganan,PH153621014,0 ns
Lanao Del Sur,PH153600000,Kalilangan,PH153618090,0 ns
Lanao Del Sur,PH153600000,Kalilangan,PH153638013,0 ns
Lanao Del Sur,PH153600000,Kaluntay,PH153603018,0 ns
Lanao Del Sur,PH153600000,Kapantaran,PH153617051,1 hot spot
Lanao Del Sur,PH153600000,Kapatagan,PH153639007,0 ns
Lanao Del Sur,PH153600000,Kasayanan,PH153610025,0 ns
Lanao Del Sur,PH153600000,Kasayanan West,PH153610026,0 ns
Lanao Del Sur,PH153600000,Kasola,PH153611044,0 ns
Lanao Del Sur,PH153600000,Katogonan,PH153633014,3 cold spot
Lanao Del Sur,PH153600000,Katumbacan,PH153621012,0 ns
Lanao Del Sur,PH153600000,Katutungan (Pob.),PH153630019,1 hot spot
Lanao Del Sur,PH153600000,Kialdan,PH153616036,0 ns
Lanao Del Sur,PH153600000,Kialilidan,PH153605011,0 ns
Lanao Del Sur,PH153600000,Kianibong,PH153638015,0 ns
Lanao Del Sur,PH153600000,Kianodan,PH153634025,3 cold spot
Lanao Del Sur,PH153600000,Kibolos,PH153610031,0 ns
Lanao Del Sur,PH153600000,Kilala,PH153617052,0 ns
Lanao Del Sur,PH153600000,Kilikili East,PH153630021,1 hot spot
Lanao Del Sur,PH153600000,Kilikili West,PH153630022,0 ns
Lanao Del Sur,PH153600000,Kingan,PH153638017,0 ns
Lanao Del Sur,PH153600000,Kining,PH153610032,0 ns
Lanao Del Sur,PH153600000,Kitambugun,PH153619026,0 ns
Lanao Del Sur,PH153600000,Kitaon,PH153638018,0 ns
Lanao Del Sur,PH153600000,Kormatan,PH153613010,0 ns
Lanao Del Sur,PH153600000,Kormatan Matampay,PH153617032,1 hot spot
Lanao Del Sur,PH153600000,Laila Lumbac Bacon,PH153618040,0 ns
Lanao Del Sur,PH153600000,Lakadun,PH153618008,0 ns
Lanao Del Sur,PH153600000,Lakitan,PH153614011,0 ns
Lanao Del Sur,PH153600000,Lalabuan,PH153602010,0 ns
Lanao Del Sur,PH153600000,Lalabuan,PH153603029,0 ns
Lanao Del Sur,PH153600000,Lalabuan,PH153626008,3 cold spot
Lanao Del Sur,PH153600000,Lalangitun,PH153611046,0 ns
Lanao Del Sur,PH153600000,Lalapung,PH153612024,0 ns
Lanao Del Sur,PH153600000,Lalapung Central,PH153604011,3 cold spot
Lanao Del Sur,PH153600000,Lalapung Proper (Pob.),PH153604015,3 cold spot
Lanao Del Sur,PH153600000,Lalapung Upper,PH153604053,3 cold spot
Lanao Del Sur,PH153600000,Lama,PH153601014,0 ns
Lanao Del Sur,PH153600000,Lama,PH153611047,0 ns
Lanao Del Sur,PH153600000,Lama (Bagoaingud),PH153619027,0 ns
Lanao Del Sur,PH153600000,Lambanogan,PH153637008,0 ns
Lanao Del Sur,PH153600000,Lamin,PH153615034,0 ns
Lanao Del Sur,PH153600000,Lamin,PH153636014,0 ns
Lanao Del Sur,PH153600000,Lanco Dimapatoy,PH153618041,0 ns
Lanao Del Sur,PH153600000,Lati,PH153603055,0 ns
Lanao Del Sur,PH153600000,Liangan,PH153613040,3 cold spot
Lanao Del Sur,PH153600000,Liangan,PH153614012,0 ns
Lanao Del Sur,PH153600000,Liangan,PH153622024,0 ns
Lanao Del Sur,PH153600000,Liangan (Pob.),PH153635024,0 ns
Lanao Del Sur,PH153600000,Liangan I,PH153613021,3 cold spot
Lanao Del Sur,PH153600000,Liawao,PH153601015,0 ns
Lanao Del Sur,PH153600000,Lico,PH153637009,0 ns
Lanao Del Sur,PH153600000,Lidasan,PH153610036,0 ns
Lanao Del Sur,PH153600000,Ligue,PH153612052,0 ns
Lanao Del Sur,PH153600000,Lilitun,PH153613022,3 cold spot
Lanao Del Sur,PH153600000,Lilod,PH153603031,0 ns
Lanao Del Sur,PH153600000,Lilod,PH153619028,0 ns
Lanao Del Sur,PH153600000,Lilod Borocot,PH153634052,0 ns
Lanao Del Sur,PH153600000,Lilod Madaya (Pob.),PH153617057,1 hot spot
Lanao Del Sur,PH153600000,Lilod Maguing,PH153634048,0 ns
Lanao Del Sur,PH153600000,Lilod Raybalai,PH153619030,0 ns
Lanao Del Sur,PH153600000,Lilod Saduc,PH153617058,1 hot spot
Lanao Del Sur,PH153600000,Lilod Tamparan,PH153626009,0 ns
Lanao Del Sur,PH153600000,Lilod Tubok,PH153626077,0 ns
Lanao Del Sur,PH153600000,Limbo,PH153603033,3 cold spot
Lanao Del Sur,PH153600000,Limogao,PH153625013,0 ns
Lanao Del Sur,PH153600000,Linamon,PH153624045,0 ns
Lanao Del Sur,PH153600000,Linao,PH153604018,3 cold spot
Lanao Del Sur,PH153600000,Linao,PH153613023,0 ns
Lanao Del Sur,PH153600000,Linao,PH153625012,0 ns
Lanao Del Sur,PH153600000,Lindongan,PH153626010,0 ns
Lanao Del Sur,PH153600000,Lindongan Dialongana,PH153611052,0 ns
Lanao Del Sur,PH153600000,Lininding,PH153621015,0 ns
Lanao Del Sur,PH153600000,Linindingan,PH153620054,0 ns
Lanao Del Sur,PH153600000,Linuk,PH153613024,0 ns
Lanao Del Sur,PH153600000,Linuk,PH153609009,0 ns
Lanao Del Sur,PH153600000,Linuk,PH153614013,0 ns
Lanao Del Sur,PH153600000,Linuk,PH153623022,0 ns
Lanao Del Sur,PH153600000,Linuk,PH153626011,0 ns
Lanao Del Sur,PH153600000,Linuk (Pob.),PH153604019,3 cold spot
Lanao Del Sur,PH153600000,Linuk Oriental,PH153626013,0 ns
Lanao Del Sur,PH153600000,Liong,PH153604020,3 cold spot
Lanao Del Sur,PH153600000,Lobo Basara,PH153611054,0 ns
Lanao Del Sur,PH153600000,Lomidong,PH153617060,1 hot spot
Lanao Del Sur,PH153600000,Lomigis Sucod,PH153618043,0 ns
Lanao Del Sur,PH153600000,Lorenzo,PH153602027,0 ns
Lanao Del Sur,PH153600000,Lower Itil,PH153602029,0 ns
Lanao Del Sur,PH153600000,Lubo,PH153616044,0 ns
Lanao Del Sur,PH153600000,Luguna,PH153632031,0 ns
Lanao Del Sur,PH153600000,Lumasa,PH153627035,3 cold spot
Lanao Del Sur,PH153600000,Lumasa Proper (Salvador Concha),PH153627056,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153602052,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153605012,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153604021,3 cold spot
Lanao Del Sur,PH153600000,Lumbac,PH153612028,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153609010,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153613041,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153622026,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153623023,3 cold spot
Lanao Del Sur,PH153600000,Lumbac,PH153626065,3 cold spot
Lanao Del Sur,PH153600000,Lumbac,PH153633015,3 cold spot
Lanao Del Sur,PH153600000,Lumbac,PH153629019,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153634028,0 ns
Lanao Del Sur,PH153600000,Lumbac,PH153640004,0 ns
Lanao Del Sur,PH153600000,Lumbac (Lumbac Bubong),PH153619034,0 ns
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153611055,0 ns
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153612029,0 ns
Lanao Del Sur,PH153600000,Lumbac Bagoaingud,PH153627036,0 ns
Lanao Del Sur,PH153600000,Lumbac Bubong Maindang,PH153627037,0 ns
Lanao Del Sur,PH153600000,Lumbac Cadayonan,PH153604010,0 ns
Lanao Del Sur,PH153600000,Lumbac Dilausan,PH153641007,0 ns
Lanao Del Sur,PH153600000,Lumbac Kialdan,PH153616039,0 ns
Lanao Del Sur,PH153600000,Lumbac Lalan,PH153603035,0 ns
Lanao Del Sur,PH153600000,Lumbac Marinaut,PH153617063,1 hot spot
Lanao Del Sur,PH153600000,Lumbac Pitakus,PH153627038,3 cold spot
Lanao Del Sur,PH153600000,Lumbac Toros,PH153625007,0 ns
Lanao Del Sur,PH153600000,Lumbac Wato,PH153603036,0 ns
Lanao Del Sur,PH153600000,Lumbac-Dimarao,PH153634056,0 ns
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153614014,0 ns
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153618091,0 ns
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153619033,0 ns
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153622027,0 ns
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153626014,3 cold spot
Lanao Del Sur,PH153600000,Lumbaca Lilod,PH153626016,3 cold spot
Lanao Del Sur,PH153600000,Lumbaca Madaya (Pob.),PH153617062,1 hot spot
Lanao Del Sur,PH153600000,Lumbaca Mamaan,PH153621017,0 ns
Lanao Del Sur,PH153600000,Lumbaca Toros,PH153617064,0 ns
Lanao Del Sur,PH153600000,Lumbaca-Ingud,PH153601016,0 ns
Lanao Del Sur,PH153600000,Lumbacaingud,PH153609029,0 ns
Lanao Del Sur,PH153600000,Lumbacaingud South,PH153626015,3 cold spot
Lanao Del Sur,PH153600000,Lumbatan Manacab,PH153633017,0 ns
Lanao Del Sur,PH153600000,Lumbatan Pataingud,PH153633018,3 cold spot
Lanao Del Sur,PH153600000,Lumbatan Ramain,PH153624048,0 ns
Lanao Del Sur,PH153600000,Lumbayanague,PH153625015,0 ns
Lanao Del Sur,PH153600000,Lumbayao,PH153603032,0 ns
Lanao Del Sur,PH153600000,Lunay,PH153612032,0 ns
Lanao Del Sur,PH153600000,Lunduban (Ragondingan),PH153633037,3 cold spot
Lanao Del Sur,PH153600000,Lusain,PH153639008,0 ns
Lanao Del Sur,PH153600000,Mable,PH153615038,0 ns
Lanao Del Sur,PH153600000,Macabangan Imbala,PH153618044,0 ns
Lanao Del Sur,PH153600000,Macabao,PH153609011,0 ns
Lanao Del Sur,PH153600000,Macadaag Talaguian,PH153618045,0 ns
Lanao Del Sur,PH153600000,Macadar,PH153612033,0 ns
Lanao Del Sur,PH153600000,Macadar,PH153610037,0 ns
Lanao Del Sur,PH153600000,Macaguiling,PH153605014,0 ns
Lanao Del Sur,PH153600000,Macaguiling,PH153611058,0 ns
Lanao Del Sur,PH153600000,Macaguiling,PH153609012,0 ns
Lanao Del Sur,PH153600000,Macalupang Lumbac Caramian,PH153618047,0 ns
Lanao Del Sur,PH153600000,Macao,PH153602032,0 ns
Lanao Del Sur,PH153600000,Macompara Apa Mimbalay,PH153618053,0 ns
