Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,labels
Lanao Del Sur,PH153600000,Macuranding,PH153615073,1 hot spot
Lanao Del Sur,PH153600000,Madamba,PH153614019,0 ns
Lanao Del Sur,PH153600000,Madanding,PH153601018,0 ns
Lanao Del Sur,PH153600000,Madanding,PH153606027,0 ns
Lanao Del Sur,PH153600000,Madanding,PH153622030,0 ns
Lanao Del Sur,PH153600000,Madanding,PH153634030,0 ns
Lanao Del Sur,PH153600000,Madang,PH153620029,3 cold spot
Lanao Del Sur,PH153600000,Madaya,PH153605015,0 ns
Lanao Del Sur,PH153600000,Madaya,PH153612034,0 ns
Lanao Del Sur,PH153600000,Madaya,PH153615082,0 ns
Lanao Del Sur,PH153600000,Madaya,PH153613025,3 cold spot
Lanao Del Sur,PH153600000,Madaya,PH153619035,0 ns
Lanao Del Sur,PH153600000,Madaya,PH153628042,0 ns
Lanao Del Sur,PH153600000,Madaya,PH153634031,0 ns
Lanao Del Sur,PH153600000,Maganding,PH153635028,0 ns
Lanao Del Sur,PH153600000,Magarang,PH153603037,3 cold spot
Lanao Del Sur,PH153600000,Magayo Bagoaingud,PH153618052,0 ns
Lanao Del Sur,PH153600000,Magonaya,PH153605016,4 high outlier
Lanao Del Sur,PH153600000,Maguing Proper,PH153634032,0 ns
Lanao Del Sur,PH153600000,Magulalung Occidental,PH153602011,0 ns
Lanao Del Sur,PH153600000,Magulalung Oriental,PH153602012,0 ns
Lanao Del Sur,PH153600000,Mai Ditimbang Balindong,PH153618005,0 ns
Lanao Del Sur,PH153600000,Mai Sindaoloan Dansalan,PH153618007,0 ns
Lanao Del Sur,PH153600000,Maidan,PH153629021,0 ns
Lanao Del Sur,PH153600000,Maidan Linuk,PH153626022,0 ns
Lanao Del Sur,PH153600000,Maimbaguiang,PH153638030,0 ns
Lanao Del Sur,PH153600000,Maindig,PH153605017,0 ns
Lanao Del Sur,PH153600000,Maindig Ditsaan,PH153624055,0 ns
Lanao Del Sur,PH153600000,Mala-abangon,PH153626020,0 ns
Lanao Del Sur,PH153600000,Maladi,PH153635029,0 ns
Lanao Del Sur,PH153600000,Malaganding,PH153628043,0 ns
Lanao Del Sur,PH153600000,Malaig,PH153603056,0 ns
Lanao Del Sur,PH153600000,Malaigang,PH153630025,1 hot spot
Lanao Del Sur,PH153600000,Malalis,PH153640005,0 ns
Lanao Del Sur,PH153600000,Maligo,PH153623024,3 cold spot
Lanao Del Sur,PH153600000,Malimono,PH153617065,0 ns
Lanao Del Sur,PH153600000,Malinao,PH153638025,3 cold spot
Lanao Del Sur,PH153600000,Malingon,PH153638026,0 ns
Lanao Del Sur,PH153600000,Maliwanag,PH153604024,3 cold spot
Lanao Del Sur,PH153600000,Maliwanag,PH153625019,0 ns
Lanao Del Sur,PH153600000,Maliwanag,PH153626021,0 ns
Lanao Del Sur,PH153600000,Malna Proper,PH153610017,0 ns
Lanao Del Sur,PH153600000,Malungun,PH153606028,0 ns
Lanao Del Sur,PH153600000,Malungun,PH153634033,0 ns
Lanao Del Sur,PH153600000,Malungun,PH153607063,0 ns
Lanao Del Sur,PH153600000,Malungun,PH153627042,3 cold spot
Lanao Del Sur,PH153600000,Malungun Borocot,PH153634053,0 ns
Lanao Del Sur,PH153600000,Malungun Pagalongan,PH153634054,0 ns
Lanao Del Sur,PH153600000,Mama-an Pagalongan,PH153638027,0 ns
Lanao Del Sur,PH153600000,Mamaanun,PH153621018,3 cold spot
Lanao Del Sur,PH153600000,Manacab (Pob.),PH153633019,3 cold spot
Lanao Del Sur,PH153600000,Manalocon Talub,PH153618055,0 ns
Lanao Del Sur,PH153600000,Mananayo,PH153615043,0 ns
Lanao Del Sur,PH153600000,Mandara,PH153624057,0 ns
Lanao Del Sur,PH153600000,Mangayao,PH153627071,3 cold spot
Lanao Del Sur,PH153600000,Manggahan,PH153615044,0 ns
Lanao Del Sur,PH153600000,Manila Group,PH153630026,1 hot spot
Lanao Del Sur,PH153600000,Mansilano,PH153637010,3 cold spot
Lanao Del Sur,PH153600000,Mantailoco,PH153631015,0 ns
Lanao Del Sur,PH153600000,Mantapoli,PH153616051,0 ns
Lanao Del Sur,PH153600000,Mapantao,PH153631016,0 ns
Lanao Del Sur,PH153600000,Mapantao,PH153604025,3 cold spot
Lanao Del Sur,PH153600000,Mapantao,PH153611065,0 ns
Lanao Del Sur,PH153600000,Mapantao,PH153620030,0 ns
Lanao Del Sur,PH153600000,Mapantao,PH153625020,0 ns
Lanao Del Sur,PH153600000,Mapantao,PH153629022,0 ns
Lanao Del Sur,PH153600000,Mapantao,PH153635035,0 ns
Lanao Del Sur,PH153600000,Mapantao-Balangas,PH153636019,0 ns
Lanao Del Sur,PH153600000,Mapoling,PH153611066,3 cold spot
Lanao Del Sur,PH153600000,Maranao Timber (Dalama),PH153624058,0 ns
Lanao Del Sur,PH153600000,Maranat Bontalis,PH153618018,0 ns
Lanao Del Sur,PH153600000,Marawi,PH153638029,0 ns
Lanao Del Sur,PH153600000,Marawi Poblacion,PH153617141,1 hot spot
Lanao Del Sur,PH153600000,Mariatao Datu,PH153626078,3 cold spot
Lanao Del Sur,PH153600000,Maribo (Pob.),PH153611077,0 ns
Lanao Del Sur,PH153600000,Marinaut East,PH153617070,1 hot spot
Lanao Del Sur,PH153600000,Marinaut West,PH153617071,1 hot spot
Lanao Del Sur,PH153600000,Marogong East,PH153631017,0 ns
Lanao Del Sur,PH153600000,Marogong Proper (Pob.),PH153631018,0 ns
Lanao Del Sur,PH153600000,Maruhom,PH153627043,0 ns
Lanao Del Sur,PH153600000,Masao,PH153615047,0 ns
Lanao Del Sur,PH153600000,Masao,PH153623025,3 cold spot
Lanao Del Sur,PH153600000,Masolun,PH153605018,0 ns
Lanao Del Sur,PH153600000,Masolun,PH153609027,0 ns
Lanao Del Sur,PH153600000,Masolun,PH153627046,3 cold spot
Lanao Del Sur,PH153600000,Masorot,PH153606030,0 ns
Lanao Del Sur,PH153600000,Matalin,PH153615074,0 ns
Lanao Del Sur,PH153600000,Matampay,PH153602053,0 ns
Lanao Del Sur,PH153600000,Matampay,PH153615070,0 ns
Lanao Del Sur,PH153600000,Matampay,PH153616054,2 low outlier
Lanao Del Sur,PH153600000,Matampay,PH153617072,1 hot spot
Lanao Del Sur,PH153600000,Matampay Dimarao,PH153606031,0 ns
Lanao Del Sur,PH153600000,Matanog,PH153602054,0 ns
Lanao Del Sur,PH153600000,Matao Araza,PH153618061,0 ns
Lanao Del Sur,PH153600000,Matimos,PH153639009,0 ns
Lanao Del Sur,PH153600000,Matling,PH153615075,1 hot spot
Lanao Del Sur,PH153600000,Maul,PH153616055,0 ns
Lanao Del Sur,PH153600000,Maul Ilian,PH153616097,0 ns
Lanao Del Sur,PH153600000,Maul Lumbaca Ingud,PH153616110,0 ns
Lanao Del Sur,PH153600000,Mayaman,PH153631020,0 ns
Lanao Del Sur,PH153600000,Mentring,PH153621020,0 ns
Lanao Del Sur,PH153600000,Metadicop,PH153628046,0 ns
Lanao Del Sur,PH153600000,Miabalawag,PH153606032,3 cold spot
Lanao Del Sur,PH153600000,Micalubo,PH153635037,0 ns
Lanao Del Sur,PH153600000,Milaya,PH153630029,1 hot spot
Lanao Del Sur,PH153600000,Mimbalawag,PH153604022,0 ns
Lanao Del Sur,PH153600000,Mimbalawag,PH153632038,0 ns
Lanao Del Sur,PH153600000,Mimbalawag,PH153635061,0 ns
Lanao Del Sur,PH153600000,Mimbuaya,PH153630030,0 ns
Lanao Del Sur,PH153600000,Minanga,PH153612035,0 ns
Lanao Del Sur,PH153600000,Minanga,PH153626067,0 ns
Lanao Del Sur,PH153600000,Minanga (Buntong),PH153633020,0 ns
Lanao Del Sur,PH153600000,Minaring Diladigan,PH153611098,0 ns
Lanao Del Sur,PH153600000,Mindamudag,PH153628023,0 ns
Lanao Del Sur,PH153600000,Minimao,PH153639010,0 ns
Lanao Del Sur,PH153600000,Miniros,PH153636020,0 ns
Lanao Del Sur,PH153600000,Miondas,PH153626024,3 cold spot
Lanao Del Sur,PH153600000,Mipaga,PH153625021,2 low outlier
Lanao Del Sur,PH153600000,Mipaga Proper,PH153617075,1 hot spot
Lanao Del Sur,PH153600000,Mocamad Tangul,PH153618062,0 ns
Lanao Del Sur,PH153600000,Molimoc,PH153602013,0 ns
Lanao Del Sur,PH153600000,Moncado Colony,PH153617076,1 hot spot
Lanao Del Sur,PH153600000,Moncado Kadingilan,PH153617077,1 hot spot
Lanao Del Sur,PH153600000,Montay,PH153615049,0 ns
Lanao Del Sur,PH153600000,Montiaan,PH153606033,3 cold spot
Lanao Del Sur,PH153600000,Moriatao Loksa Datu,PH153627047,0 ns
Lanao Del Sur,PH153600000,Moriatao Loksadato,PH153617079,1 hot spot
Lanao Del Sur,PH153600000,Moriatao-Bai Labay,PH153618039,0 ns
Lanao Del Sur,PH153600000,Muslim Village,PH153630031,1 hot spot
Lanao Del Sur,PH153600000,Nanagun,PH153636018,0 ns
Lanao Del Sur,PH153600000,Narra,PH153602014,0 ns
Lanao Del Sur,PH153600000,Natangcopan,PH153625022,0 ns
Lanao Del Sur,PH153600000,Natangcopan,PH153637012,3 cold spot
Lanao Del Sur,PH153600000,Nataron,PH153616059,0 ns
Lanao Del Sur,PH153600000,Navarro (Datu Saber),PH153617083,1 hot spot
Lanao Del Sur,PH153600000,New Lumbacaingud,PH153626027,0 ns
Lanao Del Sur,PH153600000,Ngingir,PH153632041,0 ns
Lanao Del Sur,PH153600000,Ngingir (Kabasaran),PH153620034,0 ns
Lanao Del Sur,PH153600000,Norhaya Village,PH153617142,1 hot spot
Lanao Del Sur,PH153600000,Notong,PH153623026,3 cold spot
Lanao Del Sur,PH153600000,Nusa Lumba Ranao,PH153603041,0 ns
Lanao Del Sur,PH153600000,Occidental Linuk,PH153626012,0 ns
Lanao Del Sur,PH153600000,Olama,PH153605019,0 ns
Lanao Del Sur,PH153600000,Olango,PH153621021,0 ns
Lanao Del Sur,PH153600000,Olawa Ambolong,PH153617085,0 ns
Lanao Del Sur,PH153600000,Oriental Beta,PH153641008,0 ns
Lanao Del Sur,PH153600000,Orong,PH153601019,0 ns
Lanao Del Sur,PH153600000,Pabrica,PH153631021,0 ns
Lanao Del Sur,PH153600000,Padas,PH153620035,0 ns
Lanao Del Sur,PH153600000,Padian Torogan I,PH153613050,0 ns
Lanao Del Sur,PH153600000,Padila,PH153603042,0 ns
Lanao Del Sur,PH153600000,Pagalamatan,PH153627049,3 cold spot
Lanao Del Sur,PH153600000,Pagalamatan,PH153625023,0 ns
Lanao Del Sur,PH153600000,Pagalamatan,PH153628047,0 ns
Lanao Del Sur,PH153600000,Pagalamatan,PH153629025,0 ns
Lanao Del Sur,PH153600000,Pagalamatan,PH153637014,0 ns
Lanao Del Sur,PH153600000,Pagalamatan (Pob.),PH153605020,0 ns
Lanao Del Sur,PH153600000,Pagalamatan Gambai,PH153617086,0 ns
Lanao Del Sur,PH153600000,Pagalamatan Linuk,PH153626079,0 ns
Lanao Del Sur,PH153600000,Pagalongan,PH153634037,0 ns
Lanao Del Sur,PH153600000,Pagalongan,PH153609013,0 ns
Lanao Del Sur,PH153600000,Pagalongan,PH153610018,0 ns
Lanao Del Sur,PH153600000,Pagalongan,PH153630033,1 hot spot
Lanao Del Sur,PH153600000,Pagalongan,PH153632042,0 ns
Lanao Del Sur,PH153600000,Pagalongan,PH153640006,0 ns
Lanao Del Sur,PH153600000,Pagalongan Bacayawan,PH153616061,0 ns
Lanao Del Sur,PH153600000,Pagalongan Buadiadingan,PH153624016,0 ns
Lanao Del Sur,PH153600000,Pagalongan Ginaopan,PH153624038,3 cold spot
Lanao Del Sur,PH153600000,Pagalongan Masioon,PH153624093,3 cold spot
Lanao Del Sur,PH153600000,Pagalongan Proper,PH153624064,3 cold spot
Lanao Del Sur,PH153600000,Pagayawan,PH153606035,0 ns
Lanao Del Sur,PH153600000,Pagayawan,PH153603043,3 cold spot
Lanao Del Sur,PH153600000,Pagayawan,PH153611070,0 ns
Lanao Del Sur,PH153600000,Pagayawan,PH153613026,0 ns
Lanao Del Sur,PH153600000,Pagayawan,PH153617089,0 ns
Lanao Del Sur,PH153600000,Pagayawan,PH153626032,0 ns
Lanao Del Sur,PH153600000,Pagayonan,PH153614033,0 ns
Lanao Del Sur,PH153600000,Pagonayan,PH153637013,0 ns
Lanao Del Sur,PH153600000,Paigoay,PH153603044,0 ns
Lanao Del Sur,PH153600000,Paigoay,PH153620037,0 ns
Lanao Del Sur,PH153600000,Paigoay Coda,PH153631023,0 ns
Lanao Del Sur,PH153600000,Paigoay-Pimbataan,PH153628030,0 ns
Lanao Del Sur,PH153600000,Palacat,PH153621022,0 ns
Lanao Del Sur,PH153600000,Palao,PH153606037,0 ns
Lanao Del Sur,PH153600000,Palao,PH153604030,3 cold spot
Lanao Del Sur,PH153600000,Palao,PH153616102,0 ns
Lanao Del Sur,PH153600000,Palao,PH153614016,0 ns
Lanao Del Sur,PH153600000,Palao,PH153621023,3 cold spot
Lanao Del Sur,PH153600000,Paling,PH153621024,0 ns
Lanao Del Sur,PH153600000,Paling,PH153633021,0 ns
Lanao Del Sur,PH153600000,Pama-an,PH153604031,3 cold spot
Lanao Del Sur,PH153600000,Pamacotan,PH153604032,3 cold spot
Lanao Del Sur,PH153600000,Pamacotan,PH153625025,0 ns
Lanao Del Sur,PH153600000,Pamalian,PH153609053,0 ns
Lanao Del Sur,PH153600000,Panalawan,PH153606038,3 cold spot
Lanao Del Sur,PH153600000,Panang,PH153630034,2 low outlier
Lanao Del Sur,PH153600000,Panayangan,PH153634038,0 ns
Lanao Del Sur,PH153600000,Pandiaranao,PH153629026,0 ns
Lanao Del Sur,PH153600000,Pangadapan,PH153614034,0 ns
Lanao Del Sur,PH153600000,Pangadapun,PH153609051,0 ns
Lanao Del Sur,PH153600000,Panggao,PH153625026,0 ns
Lanao Del Sur,PH153600000,Panggao Saduc,PH153617090,1 hot spot
Lanao Del Sur,PH153600000,Panggawalupa,PH153609014,0 ns
Lanao Del Sur,PH153600000,Panggawalupa,PH153632043,0 ns
Lanao Del Sur,PH153600000,Pantao,PH153618069,0 ns
Lanao Del Sur,PH153600000,Pantao,PH153622034,0 ns
Lanao Del Sur,PH153600000,Pantao Raya,PH153625027,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153609052,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153610038,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153614017,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153621025,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153625028,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153632044,0 ns
Lanao Del Sur,PH153600000,Pantaon,PH153636022,0 ns
Lanao Del Sur,PH153600000,Pantaon (Langcaf),PH153617074,2 low outlier
Lanao Del Sur,PH153600000,Pantaon A,PH153609015,0 ns
Lanao Del Sur,PH153600000,Pantar,PH153605021,0 ns
Lanao Del Sur,PH153600000,Pantar,PH153606039,0 ns
Lanao Del Sur,PH153600000,Pantar,PH153604033,3 cold spot
Lanao Del Sur,PH153600000,Pantar,PH153612038,0 ns
Lanao Del Sur,PH153600000,Pantar,PH153614018,0 ns
Lanao Del Sur,PH153600000,Pantar,PH153621026,0 ns
Lanao Del Sur,PH153600000,Pantaragoo,PH153603006,0 ns
Lanao Del Sur,PH153600000,Papandayan,PH153617097,1 hot spot
Lanao Del Sur,PH153600000,Papandayan Caniogan,PH153617143,1 hot spot
Lanao Del Sur,PH153600000,Para-aba,PH153609016,0 ns
Lanao Del Sur,PH153600000,Parao,PH153604034,3 cold spot
Lanao Del Sur,PH153600000,Parao,PH153610019,0 ns
Lanao Del Sur,PH153600000,Paridi,PH153617098,0 ns
Lanao Del Sur,PH153600000,Paridi,PH153621028,0 ns
Lanao Del Sur,PH153600000,Paridi-Kalimodan,PH153613043,3 cold spot
Lanao Del Sur,PH153600000,Park Area (Pob.),PH153630035,0 ns
Lanao Del Sur,PH153600000,Pasayanan,PH153631024,0 ns
Lanao Del Sur,PH153600000,Pasir,PH153615053,1 hot spot
Lanao Del Sur,PH153600000,Pataimas,PH153616063,0 ns
Lanao Del Sur,PH153600000,Patani,PH153617099,1 hot spot
Lanao Del Sur,PH153600000,Patong,PH153604035,3 cold spot
Lanao Del Sur,PH153600000,Patpangkat,PH153625029,0 ns
Lanao Del Sur,PH153600000,Pawak,PH153625030,0 ns
Lanao Del Sur,PH153600000,Penaring,PH153612051,0 ns
Lanao Del Sur,PH153600000,Pendogoan,PH153606041,4 high outlier
Lanao Del Sur,PH153600000,Piagma,PH153637015,3 cold spot
Lanao Del Sur,PH153600000,Pialot,PH153615078,0 ns
Lanao Del Sur,PH153600000,Piangologan,PH153631026,0 ns
Lanao Del Sur,PH153600000,Picalilangan,PH153605022,0 ns
Lanao Del Sur,PH153600000,Picarabawan,PH153626034,0 ns
Lanao Del Sur,PH153600000,Picotaan,PH153605023,0 ns
Lanao Del Sur,PH153600000,Picotaan,PH153612039,0 ns
Lanao Del Sur,PH153600000,Piksan,PH153632048,0 ns
Lanao Del Sur,PH153600000,Pilimoknan,PH153634041,0 ns
Lanao Del Sur,PH153600000,Pilintangan,PH153630036,1 hot spot
Lanao Del Sur,PH153600000,Pimbago-Pagalongan,PH153626030,0 ns
Lanao Del Sur,PH153600000,Pinalangca,PH153620041,0 ns
Lanao Del Sur,PH153600000,Pinantao,PH153639011,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153601020,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153602055,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153634057,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153605024,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153606059,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153607041,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153609017,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153610033,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153619037,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153617101,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153621029,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153627050,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153625032,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153632050,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153633022,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153635041,0 ns
Lanao Del Sur,PH153600000,Pindolonan,PH153636023,3 cold spot
Lanao Del Sur,PH153600000,Pindolonan I,PH153629027,0 ns
Lanao Del Sur,PH153600000,Pindolonan II,PH153629028,0 ns
Lanao Del Sur,PH153600000,Pindolonan Mariatao Sarip,PH153626080,3 cold spot
Lanao Del Sur,PH153600000,Pitakus,PH153627051,3 cold spot
Lanao Del Sur,PH153600000,Pitatanglan,PH153636025,0 ns
Lanao Del Sur,PH153600000,Plasan,PH153602015,0 ns
Lanao Del Sur,PH153600000,Poblacion,PH153605025,0 ns
Lanao Del Sur,PH153600000,Poblacion,PH153609018,0 ns
Lanao Del Sur,PH153600000,Poblacion,PH153616111,0 ns
Lanao Del Sur,PH153600000,Poblacion,PH153613027,4 high outlier
Lanao Del Sur,PH153600000,Poblacion,PH153625033,0 ns
Lanao Del Sur,PH153600000,Poblacion (Apartfort),PH153637001,0 ns
Lanao Del Sur,PH153600000,Poblacion (Balabagan),PH153602039,0 ns
Lanao Del Sur,PH153600000,Poblacion (Balindong),PH153603005,0 ns
Lanao Del Sur,PH153600000,Poblacion (Bayang),PH153604056,0 ns
Lanao Del Sur,PH153600000,Poblacion (Bubong),PH153606007,0 ns
Lanao Del Sur,PH153600000,Poblacion (Buribid),PH153628009,0 ns
Lanao Del Sur,PH153600000,Poblacion (Dado),PH153619015,3 cold spot
Lanao Del Sur,PH153600000,Poblacion (Gata Proper),PH153622020,0 ns
Lanao Del Sur,PH153600000,Poblacion (Ingud),PH153629017,0 ns
Lanao Del Sur,PH153600000,Poblacion (Kapai Proper),PH153610012,0 ns
Lanao Del Sur,PH153600000,Poblacion (Lumbac),PH153620042,0 ns
Lanao Del Sur,PH153600000,Poblacion (Lumbatan),PH153612043,0 ns
Lanao Del Sur,PH153600000,Poblacion I,PH153601021,0 ns
Lanao Del Sur,PH153600000,Poblacion I,PH153626037,3 cold spot
Lanao Del Sur,PH153600000,Poblacion II,PH153601022,0 ns
Lanao Del Sur,PH153600000,Poblacion II,PH153626038,3 cold spot
Lanao Del Sur,PH153600000,Poblacion III,PH153626039,0 ns
Lanao Del Sur,PH153600000,Poblacion IV,PH153626040,0 ns
Lanao Del Sur,PH153600000,Poctan,PH153636026,0 ns
Lanao Del Sur,PH153600000,Poktan,PH153607045,0 ns
Lanao Del Sur,PH153600000,Polayagan,PH153606045,3 cold spot
Lanao Del Sur,PH153600000,Polo,PH153624070,0 ns
Lanao Del Sur,PH153600000,Polo,PH153628031,0 ns
Lanao Del Sur,PH153600000,Poona Marantao,PH153616071,1 hot spot
Lanao Del Sur,PH153600000,Poona Marantao,PH153617103,0 ns
Lanao Del Sur,PH153600000,Porotan,PH153604036,0 ns
Lanao Del Sur,PH153600000,Porug,PH153623030,0 ns
Lanao Del Sur,PH153600000,Posudaragat,PH153611078,0 ns
Lanao Del Sur,PH153600000,Pualas,PH153633023,3 cold spot
Lanao Del Sur,PH153600000,Pugaan,PH153617105,0 ns
Lanao Del Sur,PH153600000,Punong,PH153635042,0 ns
Lanao Del Sur,PH153600000,Punud,PH153606060,0 ns
Lanao Del Sur,PH153600000,Punud,PH153613028,3 cold spot
Lanao Del Sur,PH153600000,Punud,PH153614020,0 ns
Lanao Del Sur,PH153600000,Punud,PH153622035,0 ns
Lanao Del Sur,PH153600000,Punud,PH153632052,0 ns
Lanao Del Sur,PH153600000,Punud,PH153637016,0 ns
Lanao Del Sur,PH153600000,Punud Proper,PH153616072,0 ns
Lanao Del Sur,PH153600000,Puracan,PH153631027,0 ns
Lanao Del Sur,PH153600000,Purakan,PH153602016,0 ns
Lanao Del Sur,PH153600000,Putad,PH153629030,0 ns
Lanao Del Sur,PH153600000,Putad Marandang Buisan,PH153618060,0 ns
Lanao Del Sur,PH153600000,Racotan,PH153613044,0 ns
Lanao Del Sur,PH153600000,Radapan,PH153621030,0 ns
Lanao Del Sur,PH153600000,Radapan Poblacion,PH153621031,0 ns
Lanao Del Sur,PH153600000,Ragayan,PH153607046,1 hot spot
Lanao Del Sur,PH153600000,Ragayan,PH153622036,0 ns
Lanao Del Sur,PH153600000,Ragayan (Rungayan),PH153634045,0 ns
Lanao Del Sur,PH153600000,Ragondingan East,PH153633038,3 cold spot
Lanao Del Sur,PH153600000,Ragondingan Proper,PH153633039,3 cold spot
Lanao Del Sur,PH153600000,Ragondingan West,PH153633040,3 cold spot
Lanao Del Sur,PH153600000,Ramain Bubong,PH153606048,0 ns
Lanao Del Sur,PH153600000,Ramain Poblacion,PH153624077,0 ns
Lanao Del Sur,PH153600000,Ramain Proper,PH153624078,0 ns
Lanao Del Sur,PH153600000,Ramitan,PH153635043,0 ns
Lanao Del Sur,PH153600000,Ranao-Baning,PH153637017,3 cold spot
Lanao Del Sur,PH153600000,Rangiran,PH153620045,0 ns
Lanao Del Sur,PH153600000,Rantian,PH153604037,3 cold spot
Lanao Del Sur,PH153600000,Rantian,PH153621039,0 ns
Lanao Del Sur,PH153600000,Rantian,PH153624082,3 cold spot
Lanao Del Sur,PH153600000,Rapasun MSU,PH153617107,1 hot spot
Lanao Del Sur,PH153600000,Raya,PH153601023,3 cold spot
Lanao Del Sur,PH153600000,Raya,PH153607047,0 ns
Lanao Del Sur,PH153600000,Raya,PH153603046,0 ns
Lanao Del Sur,PH153600000,Raya,PH153613029,0 ns
Lanao Del Sur,PH153600000,Raya,PH153629031,0 ns
Lanao Del Sur,PH153600000,Raya Buadi Barao,PH153626042,0 ns
Lanao Del Sur,PH153600000,Raya Buntong (Buntong East),PH153633035,3 cold spot
Lanao Del Sur,PH153600000,Raya Cadayonan,PH153604038,3 cold spot
Lanao Del Sur,PH153600000,Raya Madaya I,PH153617109,1 hot spot
Lanao Del Sur,PH153600000,Raya Madaya II,PH153617110,1 hot spot
Lanao Del Sur,PH153600000,Raya Niondas,PH153626041,0 ns
Lanao Del Sur,PH153600000,Raya Saduc,PH153617111,1 hot spot
Lanao Del Sur,PH153600000,Raya Tamparan,PH153626043,3 cold spot
Lanao Del Sur,PH153600000,Rebocun,PH153615059,0 ns
Lanao Del Sur,PH153600000,Riantaran,PH153628033,0 ns
Lanao Del Sur,PH153600000,Rinabor (Pob.),PH153604039,3 cold spot
Lanao Del Sur,PH153600000,Riray,PH153613030,0 ns
Lanao Del Sur,PH153600000,Ririk,PH153627053,3 cold spot
Lanao Del Sur,PH153600000,Rogan Cairan,PH153622037,0 ns
Lanao Del Sur,PH153600000,Rogan Tandiong Dimayon,PH153622042,0 ns
Lanao Del Sur,PH153600000,Rogero,PH153606049,0 ns
Lanao Del Sur,PH153600000,Romagondong,PH153623031,3 cold spot
Lanao Del Sur,PH153600000,Romagondong,PH153631028,0 ns
Lanao Del Sur,PH153600000,Rorogagus East,PH153617113,1 hot spot
Lanao Del Sur,PH153600000,Rorogagus Proper,PH153617112,1 hot spot
Lanao Del Sur,PH153600000,Rorowan,PH153601024,0 ns
Lanao Del Sur,PH153600000,Rubokun,PH153620046,3 cold spot
Lanao Del Sur,PH153600000,Rumayas,PH153611079,0 ns
Lanao Del Sur,PH153600000,Sabala Bantayao,PH153611081,0 ns
Lanao Del Sur,PH153600000,Sabala Dilausan,PH153634055,0 ns
Lanao Del Sur,PH153600000,Sabala Manao,PH153617116,1 hot spot
Lanao Del Sur,PH153600000,Sabala Manao Proper,PH153617117,1 hot spot
Lanao Del Sur,PH153600000,Sabanding,PH153613031,0 ns
Lanao Del Sur,PH153600000,Saduc Proper,PH153617118,1 hot spot
Lanao Del Sur,PH153600000,Sagonsongan,PH153617119,2 low outlier
Lanao Del Sur,PH153600000,Sagua-an,PH153637019,0 ns
Lanao Del Sur,PH153600000,Salam,PH153637018,3 cold spot
Lanao Del Sur,PH153600000,Salaman,PH153611082,0 ns
Lanao Del Sur,PH153600000,Salaman,PH153639012,0 ns
Lanao Del Sur,PH153600000,Salipongan,PH153606051,3 cold spot
Lanao Del Sur,PH153600000,Salipongan,PH153603047,0 ns
Lanao Del Sur,PH153600000,Salipongan,PH153619038,0 ns
Lanao Del Sur,PH153600000,Salipongan,PH153627055,3 cold spot
Lanao Del Sur,PH153600000,Salocad,PH153625035,0 ns
Lanao Del Sur,PH153600000,Salolodun Berwar,PH153611083,0 ns
Lanao Del Sur,PH153600000,Salongabanding,PH153613032,4 high outlier
Lanao Del Sur,PH153600000,Salongabanding,PH153626046,0 ns
Lanao Del Sur,PH153600000,Sambolawan,PH153627057,3 cold spot
Lanao Del Sur,PH153600000,Sambowang Atawa,PH153618077,0 ns
Lanao Del Sur,PH153600000,Samer,PH153607051,0 ns
Lanao Del Sur,PH153600000,Saminunggay,PH153626047,0 ns
Lanao Del Sur,PH153600000,Samporna (Pob.),PH153604041,0 ns
Lanao Del Sur,PH153600000,Samporna Salamatollah,PH153627058,3 cold spot
Lanao Del Sur,PH153600000,Sandab Madaya,PH153607052,0 ns
Lanao Del Sur,PH153600000,Sangcay Dansalan,PH153617120,1 hot spot
Lanao Del Sur,PH153600000,Sapa,PH153604040,3 cold spot
Lanao Del Sur,PH153600000,Sapingit,PH153621032,3 cold spot
Lanao Del Sur,PH153600000,Sapot,PH153633026,0 ns
Lanao Del Sur,PH153600000,Sarang,PH153615061,0 ns
Lanao Del Sur,PH153600000,Sarang,PH153631029,0 ns
