Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Number Of Households,Light Source,Value
Maguindanao,PH153800000,Ambadao,PH153806002,87,Electricity,87
Maguindanao,PH153800000,Balanakan,PH153806005,158,Electricity,158
Maguindanao,PH153800000,Balong,PH153806006,84,Electricity,83
Maguindanao,PH153800000,Buayan,PH153806008,473,Electricity,462
Maguindanao,PH153800000,Dado,PH153806010,163,Electricity,162
Maguindanao,PH153800000,Damabalas,PH153806011,75,Electricity,60
Maguindanao,PH153800000,Duaminanga,PH153806015,221,Electricity,186
Maguindanao,PH153800000,Kalipapa,PH153806021,134,Electricity,129
Maguindanao,PH153800000,Liong,PH153806025,97,Electricity,50
Maguindanao,PH153800000,Magaslong,PH153806028,126,Electricity,110
Maguindanao,PH153800000,Masigay,PH153806029,97,Electricity,95
Maguindanao,PH153800000,Montay,PH153806030,87,Electricity,81
Maguindanao,PH153800000,Poblacion (Dulawan),PH153806034,1551,Electricity,1510
Maguindanao,PH153800000,Reina Regente,PH153806035,160,Electricity,114
Maguindanao,PH153800000,Kanguan,PH153806039,530,Electricity,509
Maguindanao,PH153800000,Ambolodto,PH153807001,225,Electricity,208
Maguindanao,PH153800000,Awang,PH153807002,2415,Electricity,2134
Maguindanao,PH153800000,Badak,PH153807003,372,Electricity,234
Maguindanao,PH153800000,Bagoenged,PH153807004,327,Electricity,207
,,Baka (Datu Pinguiaman),PH153807005,482,Electricity,293
Maguindanao,PH153800000,Benolen,PH153807006,324,Electricity,59
Maguindanao,PH153800000,Bitu,PH153807007,194,Electricity,150
Maguindanao,PH153800000,Bongued,PH153807008,310,Electricity,275
Maguindanao,PH153800000,Bugawas,PH153807009,334,Electricity,241
Maguindanao,PH153800000,Capiton,PH153807010,547,Electricity,510
Maguindanao,PH153800000,Dados,PH153807011,429,Electricity,329
Maguindanao,PH153800000,Dalican Poblacion,PH153807013,2167,Electricity,1901
Maguindanao,PH153800000,Dinaig Proper,PH153807014,635,Electricity,618
Maguindanao,PH153800000,Dulangan,PH153807015,153,Electricity,79
Maguindanao,PH153800000,Kakar,PH153807017,71,Electricity,2
Maguindanao,PH153800000,Kenebeka,PH153807018,215,Electricity,136
Maguindanao,PH153800000,Kurintem,PH153807019,500,Electricity,493
Maguindanao,PH153800000,Kusiong,PH153807020,285,Electricity,220
Maguindanao,PH153800000,Labungan,PH153807021,505,Electricity,258
Maguindanao,PH153800000,Linek,PH153807022,338,Electricity,288
Maguindanao,PH153800000,Makir,PH153807023,667,Electricity,440
Maguindanao,PH153800000,Margues,PH153807024,328,Electricity,313
Maguindanao,PH153800000,Nekitan,PH153807025,343,Electricity,305
Maguindanao,PH153800000,Mompong,PH153807026,277,Electricity,207
Maguindanao,PH153800000,Sapalan,PH153807027,216,Electricity,195
Maguindanao,PH153800000,Semba,PH153807028,1036,Electricity,1020
Maguindanao,PH153800000,Sibuto,PH153807029,226,Electricity,48
Maguindanao,PH153800000,Sifaren (Sifaran),PH153807030,180,Electricity,12
Maguindanao,PH153800000,Tambak,PH153807031,173,Electricity,155
Maguindanao,PH153800000,Tamontaka,PH153807032,1588,Electricity,1575
Maguindanao,PH153800000,Tanuel,PH153807033,277,Electricity,267
Maguindanao,PH153800000,Tapian,PH153807034,356,Electricity,271
Maguindanao,PH153800000,Taviran,PH153807035,405,Electricity,404
Maguindanao,PH153800000,Tenonggos,PH153807036,188,Electricity,0
Maguindanao,PH153800000,Bagong,PH153808002,349,Electricity,239
Maguindanao,PH153800000,Bialong,PH153808004,290,Electricity,124
Maguindanao,PH153800000,Kuloy,PH153808011,168,Electricity,108
Maguindanao,PH153800000,Labu-labu,PH153808012,823,Electricity,799
Maguindanao,PH153800000,Lapok (Lepok),PH153808013,174,Electricity,144
Maguindanao,PH153800000,Malingao,PH153808023,146,Electricity,47
Maguindanao,PH153800000,Poblacion,PH153808034,1071,Electricity,1042
Maguindanao,PH153800000,Satan,PH153808037,338,Electricity,308
Maguindanao,PH153800000,Tapikan,PH153808038,118,Electricity,86
Maguindanao,PH153800000,Timbangan,PH153808039,259,Electricity,210
Maguindanao,PH153800000,Tina,PH153808040,167,Electricity,15
Maguindanao,PH153800000,Poblacion I,PH153808046,491,Electricity,478
Maguindanao,PH153800000,Poblacion II,PH153808047,418,Electricity,393
Maguindanao,PH153800000,Bayanga Norte,PH153809001,421,Electricity,31
Maguindanao,PH153800000,Bayanga Sur,PH153809002,528,Electricity,109
Maguindanao,PH153800000,Bugasan Norte,PH153809003,599,Electricity,342
Maguindanao,PH153800000,Bugasan Sur (Pob.),PH153809004,1128,Electricity,322
Maguindanao,PH153800000,Kidama,PH153809005,294,Electricity,7
Maguindanao,PH153800000,Sapad,PH153809007,992,Electricity,458
Maguindanao,PH153800000,Langco,PH153809008,418,Electricity,130
Maguindanao,PH153800000,Langkong,PH153809009,437,Electricity,68
Maguindanao,PH153800000,Bagoenged,PH153810001,454,Electricity,9
Maguindanao,PH153800000,Buliok,PH153810004,637,Electricity,8
Maguindanao,PH153800000,Damalasak,PH153810006,386,Electricity,360
Maguindanao,PH153800000,Galakit,PH153810008,371,Electricity,170
Maguindanao,PH153800000,Inug-ug,PH153810009,320,Electricity,108
Maguindanao,PH153800000,Kalbugan,PH153810010,749,Electricity,5
Maguindanao,PH153800000,Kilangan,PH153810013,638,Electricity,14
Maguindanao,PH153800000,Kudal,PH153810014,283,Electricity,8
Maguindanao,PH153800000,Layog,PH153810015,641,Electricity,472
Maguindanao,PH153800000,Linandangan,PH153810017,384,Electricity,40
Maguindanao,PH153800000,Poblacion,PH153810021,1672,Electricity,1434
Maguindanao,PH153800000,Dalgan,PH153810025,275,Electricity,5
Maguindanao,PH153800000,Gadungan,PH153811008,259,Electricity,121
Maguindanao,PH153800000,Gumagadong Calawag,PH153811009,292,Electricity,289
Maguindanao,PH153800000,Guiday T. Biruar,PH153811010,617,Electricity,530
Maguindanao,PH153800000,Landasan (Sarmiento),PH153811012,3272,Electricity,2966
Maguindanao,PH153800000,Limbayan,PH153811013,348,Electricity,2
Maguindanao,PH153800000,Bongo Island (Litayen),PH153811014,567,Electricity,240
Maguindanao,PH153800000,Magsaysay,PH153811015,747,Electricity,655
Maguindanao,PH153800000,Making,PH153811016,1088,Electricity,1070
Maguindanao,PH153800000,Nituan,PH153811017,698,Electricity,578
Maguindanao,PH153800000,Orandang,PH153811018,196,Electricity,1
Maguindanao,PH153800000,Pinantao,PH153811019,298,Electricity,102
Maguindanao,PH153800000,Poblacion,PH153811020,2117,Electricity,1902
Maguindanao,PH153800000,Polloc,PH153811021,756,Electricity,574
Maguindanao,PH153800000,Tagudtongan,PH153811023,272,Electricity,2
Maguindanao,PH153800000,Tuca-Maror,PH153811024,298,Electricity,23
Maguindanao,PH153800000,Manion,PH153811025,314,Electricity,139
Maguindanao,PH153800000,Macasandag,PH153811026,306,Electricity,266
Maguindanao,PH153800000,Cotongan,PH153811027,278,Electricity,80
Maguindanao,PH153800000,Poblacion II,PH153811028,1463,Electricity,1248
Maguindanao,PH153800000,Samberen,PH153811029,122,Electricity,101
Maguindanao,PH153800000,Kabuan,PH153811030,208,Electricity,3
Maguindanao,PH153800000,Campo Islam,PH153811031,276,Electricity,225
,,Datu Macarimbang Biruar,PH153811032,267,Electricity,162
Maguindanao,PH153800000,Gadunganpedpandaran,PH153811033,102,Electricity,1
Maguindanao,PH153800000,Moro Point,PH153811034,146,Electricity,146
Maguindanao,PH153800000,Alamada,PH153812001,273,Electricity,156
Maguindanao,PH153800000,Banatin,PH153812003,310,Electricity,4
Maguindanao,PH153800000,Banubo,PH153812004,254,Electricity,235
Maguindanao,PH153800000,Bulalo,PH153812006,1266,Electricity,1176
Maguindanao,PH153800000,Bulibod,PH153812007,245,Electricity,9
Maguindanao,PH153800000,Calsada,PH153812009,853,Electricity,734
Maguindanao,PH153800000,Crossing Simuay,PH153812010,1032,Electricity,761
Maguindanao,PH153800000,Dalumangcob (Pob.),PH153812012,998,Electricity,968
Maguindanao,PH153800000,Darapanan,PH153812013,290,Electricity,268
Maguindanao,PH153800000,Gang,PH153812014,544,Electricity,533
Maguindanao,PH153800000,Inawan,PH153812015,121,Electricity,8
Maguindanao,PH153800000,Kabuntalan,PH153812016,102,Electricity,7
Maguindanao,PH153800000,Kakar,PH153812017,255,Electricity,7
Maguindanao,PH153800000,Kapimpilan,PH153812018,301,Electricity,166
Maguindanao,PH153800000,Katidtuan,PH153812019,473,Electricity,130
Maguindanao,PH153800000,Katuli,PH153812020,765,Electricity,624
Maguindanao,PH153800000,Ladia,PH153812023,184,Electricity,31
Maguindanao,PH153800000,Limbo,PH153812024,891,Electricity,875
Maguindanao,PH153800000,Maidapa,PH153812026,230,Electricity,0
Maguindanao,PH153800000,Makaguiling,PH153812027,418,Electricity,381
Maguindanao,PH153800000,Katamlangan (Matampay),PH153812028,219,Electricity,2
Maguindanao,PH153800000,Matengen,PH153812029,402,Electricity,0
Maguindanao,PH153800000,Mulaug,PH153812030,154,Electricity,123
Maguindanao,PH153800000,Nalinan,PH153812031,160,Electricity,1
Maguindanao,PH153800000,Nekitan,PH153812033,128,Electricity,0
Maguindanao,PH153800000,Olas,PH153812034,168,Electricity,1
Maguindanao,PH153800000,Panatan,PH153812035,381,Electricity,84
Maguindanao,PH153800000,Pigcalagan,PH153812036,503,Electricity,249
Maguindanao,PH153800000,Pigkelegan (Ibotegen),PH153812037,475,Electricity,39
Maguindanao,PH153800000,Pinaring,PH153812038,402,Electricity,214
Maguindanao,PH153800000,Pingping,PH153812039,162,Electricity,1
Maguindanao,PH153800000,Raguisi,PH153812040,336,Electricity,132
Maguindanao,PH153800000,Rebuken,PH153812041,345,Electricity,303
Maguindanao,PH153800000,Salimbao,PH153812042,918,Electricity,807
Maguindanao,PH153800000,Sambolawan,PH153812043,217,Electricity,0
Maguindanao,PH153800000,Senditan,PH153812044,80,Electricity,0
Maguindanao,PH153800000,Ungap,PH153812051,389,Electricity,358
Maguindanao,PH153800000,Damaniog,PH153812052,166,Electricity,1
Maguindanao,PH153800000,Nara,PH153812053,242,Electricity,13
Maguindanao,PH153800000,Angkayamat,PH153813001,234,Electricity,20
Maguindanao,PH153800000,Barurao,PH153813003,629,Electricity,565
Maguindanao,PH153800000,Bulod,PH153813004,377,Electricity,365
Maguindanao,PH153800000,Darampua,PH153813006,334,Electricity,13
Maguindanao,PH153800000,Gadungan,PH153813008,272,Electricity,271
Maguindanao,PH153800000,Kulambog,PH153813013,464,Electricity,97
Maguindanao,PH153800000,Langgapanan,PH153813015,88,Electricity,0
Maguindanao,PH153800000,Masulot,PH153813021,356,Electricity,2
Maguindanao,PH153800000,Papakan,PH153813028,197,Electricity,16
Maguindanao,PH153800000,Tugal,PH153813045,122,Electricity,4
Maguindanao,PH153800000,Tukanakuden,PH153813046,159,Electricity,1
Maguindanao,PH153800000,Paldong,PH153813050,296,Electricity,90
Maguindanao,PH153800000,Bagumbayan,PH153814001,138,Electricity,125
Maguindanao,PH153800000,Dadtumog (Dadtumeg),PH153814003,194,Electricity,192
Maguindanao,PH153800000,Gambar,PH153814005,226,Electricity,11
Maguindanao,PH153800000,Ganta,PH153814006,147,Electricity,147
Maguindanao,PH153800000,Katidtuan,PH153814008,115,Electricity,0
Maguindanao,PH153800000,Langeban,PH153814009,133,Electricity,131
Maguindanao,PH153800000,Liong,PH153814011,122,Electricity,94
Maguindanao,PH153800000,Maitong,PH153814012,202,Electricity,180
Maguindanao,PH153800000,Matilak,PH153814013,125,Electricity,111
Maguindanao,PH153800000,Pagalungan,PH153814014,136,Electricity,136
Maguindanao,PH153800000,Payan,PH153814015,74,Electricity,3
Maguindanao,PH153800000,Pened,PH153814016,93,Electricity,86
Maguindanao,PH153800000,Pedtad,PH153814017,157,Electricity,157
Maguindanao,PH153800000,Poblacion,PH153814018,135,Electricity,95
Maguindanao,PH153800000,Upper Taviran,PH153814019,247,Electricity,246
Maguindanao,PH153800000,Buterin,PH153814026,148,Electricity,47
Maguindanao,PH153800000,Lower Taviran,PH153814028,190,Electricity,188
Maguindanao,PH153800000,Borongotan,PH153815002,775,Electricity,514
Maguindanao,PH153800000,Bayabas,PH153815003,250,Electricity,2
Maguindanao,PH153800000,Blensong,PH153815004,902,Electricity,484
Maguindanao,PH153800000,Bugabungan,PH153815005,447,Electricity,246
Maguindanao,PH153800000,Bungcog,PH153815006,496,Electricity,140
Maguindanao,PH153800000,Darugao,PH153815008,540,Electricity,226
Maguindanao,PH153800000,Ganasi,PH153815009,247,Electricity,74
Maguindanao,PH153800000,Kabakaba,PH153815010,369,Electricity,257
Maguindanao,PH153800000,Kibleg,PH153815012,416,Electricity,269
Maguindanao,PH153800000,Kibucay,PH153815013,324,Electricity,91
Maguindanao,PH153800000,Kiga,PH153815014,300,Electricity,41
Maguindanao,PH153800000,Kinitan (Kinitaan),PH153815017,223,Electricity,0
Maguindanao,PH153800000,Mirab,PH153815022,377,Electricity,251
Maguindanao,PH153800000,Nangi,PH153815023,843,Electricity,505
Maguindanao,PH153800000,Nuro Poblacion,PH153815025,1655,Electricity,1257
Maguindanao,PH153800000,Bantek,PH153815028,245,Electricity,19
Maguindanao,PH153800000,Ranao Pilayan,PH153815029,145,Electricity,31
Maguindanao,PH153800000,Rempes,PH153815030,932,Electricity,140
Maguindanao,PH153800000,Renede,PH153815031,241,Electricity,0
Maguindanao,PH153800000,Renti,PH153815032,238,Electricity,0
Maguindanao,PH153800000,Rifao,PH153815034,228,Electricity,1
Maguindanao,PH153800000,Sefegefen,PH153815036,263,Electricity,9
Maguindanao,PH153800000,Tinungkaan,PH153815042,487,Electricity,87
Maguindanao,PH153800000,Boboguiron,PH153816005,138,Electricity,0
Maguindanao,PH153800000,Damablac,PH153816007,196,Electricity,95
Maguindanao,PH153800000,Fugotan,PH153816008,118,Electricity,2
Maguindanao,PH153800000,Fukol,PH153816009,145,Electricity,0
Maguindanao,PH153800000,Katibpuan,PH153816013,457,Electricity,444
Maguindanao,PH153800000,Kedati,PH153816014,149,Electricity,14
Maguindanao,PH153800000,Lanting,PH153816018,331,Electricity,9
Maguindanao,PH153800000,Linamunan,PH153816019,384,Electricity,304
Maguindanao,PH153800000,Marader,PH153816025,206,Electricity,0
Maguindanao,PH153800000,Binangga North,PH153816028,216,Electricity,200
Maguindanao,PH153800000,Binangga South,PH153816032,759,Electricity,723
Maguindanao,PH153800000,Talayan,PH153816033,527,Electricity,521
Maguindanao,PH153800000,Tamar,PH153816035,318,Electricity,56
Maguindanao,PH153800000,Tambunan I,PH153816036,574,Electricity,557
Maguindanao,PH153800000,Timbaluan,PH153816038,165,Electricity,139
Maguindanao,PH153800000,Kuya,PH153817001,993,Electricity,161
Maguindanao,PH153800000,Biarong,PH153817002,229,Electricity,1
Maguindanao,PH153800000,Bongo,PH153817003,411,Electricity,0
Maguindanao,PH153800000,Itaw,PH153817004,269,Electricity,16
Maguindanao,PH153800000,Kigan,PH153817005,609,Electricity,7
Maguindanao,PH153800000,Lamud,PH153817006,306,Electricity,6
Maguindanao,PH153800000,Looy,PH153817007,657,Electricity,94
Maguindanao,PH153800000,Pandan,PH153817008,841,Electricity,265
Maguindanao,PH153800000,Pilar,PH153817009,1021,Electricity,52
Maguindanao,PH153800000,Romangaob (Pob.),PH153817010,1863,Electricity,562
Maguindanao,PH153800000,San Jose,PH153817011,363,Electricity,4
Maguindanao,PH153800000,Barira (Pob.),PH153818001,1048,Electricity,152
Maguindanao,PH153800000,Bualan,PH153818002,223,Electricity,70
Maguindanao,PH153800000,Gadung,PH153818003,169,Electricity,6
Maguindanao,PH153800000,Liong,PH153818004,346,Electricity,45
Maguindanao,PH153800000,Lipa,PH153818005,315,Electricity,75
Maguindanao,PH153800000,Lipawan,PH153818006,379,Electricity,174
Maguindanao,PH153800000,Marang,PH153818007,245,Electricity,0
Maguindanao,PH153800000,Nabalawag,PH153818008,438,Electricity,109
Maguindanao,PH153800000,Rominimbang,PH153818009,340,Electricity,0
Maguindanao,PH153800000,Togaig,PH153818010,422,Electricity,342
Maguindanao,PH153800000,Minabay,PH153818011,312,Electricity,35
Maguindanao,PH153800000,Korosoyan,PH153818012,277,Electricity,3
Maguindanao,PH153800000,Lamin,PH153818013,298,Electricity,18
Maguindanao,PH153800000,Panggao,PH153818014,168,Electricity,5
Maguindanao,PH153800000,Badak,PH153819001,578,Electricity,201
Maguindanao,PH153800000,Bulod,PH153819002,290,Electricity,35
Maguindanao,PH153800000,Kaladturan,PH153819005,179,Electricity,52
Maguindanao,PH153800000,Kulasi,PH153819006,194,Electricity,11
Maguindanao,PH153800000,Lao-lao,PH153819007,169,Electricity,30
Maguindanao,PH153800000,Lasangan,PH153819008,260,Electricity,78
Maguindanao,PH153800000,Lower Idtig,PH153819009,251,Electricity,229
Maguindanao,PH153800000,Lumabao,PH153819010,219,Electricity,1
Maguindanao,PH153800000,Makainis,PH153819011,227,Electricity,79
Maguindanao,PH153800000,Midconding,PH153819012,330,Electricity,275
Maguindanao,PH153800000,Midpandacan,PH153819013,280,Electricity,2
Maguindanao,PH153800000,Panosolen,PH153819015,153,Electricity,3
Maguindanao,PH153800000,Ramcor,PH153819016,380,Electricity,377
Maguindanao,PH153800000,Tonggol,PH153819017,282,Electricity,186
Maguindanao,PH153800000,Pidtiguian,PH153819018,106,Electricity,68
,,Quipolot,PH153819019,104,Electricity,104
,,Sadangin,PH153819020,77,Electricity,0
,,Sumakubay,PH153819021,120,Electricity,56
Maguindanao,PH153800000,Upper Lasangan,PH153819022,90,Electricity,1
Maguindanao,PH153800000,Bagumbong,PH153820001,175,Electricity,146
Maguindanao,PH153800000,Dabenayan,PH153820002,200,Electricity,168
Maguindanao,PH153800000,Daladap,PH153820003,159,Electricity,21
Maguindanao,PH153800000,Dasikil,PH153820004,142,Electricity,0
Maguindanao,PH153800000,Liab,PH153820006,147,Electricity,33
Maguindanao,PH153800000,Libutan,PH153820007,323,Electricity,309
Maguindanao,PH153800000,Lusay,PH153820009,123,Electricity,77
Maguindanao,PH153800000,Mamasapano,PH153820010,490,Electricity,197
Maguindanao,PH153800000,Manongkaling,PH153820011,1059,Electricity,892
Maguindanao,PH153800000,Pidsandawan,PH153820013,127,Electricity,96
Maguindanao,PH153800000,Pimbalakan,PH153820014,266,Electricity,90
Maguindanao,PH153800000,Sapakan,PH153820016,208,Electricity,208
Maguindanao,PH153800000,Tuka,PH153820017,140,Electricity,134
Maguindanao,PH153800000,Tukanalipao,PH153820018,374,Electricity,334
Maguindanao,PH153800000,Bintan (Bentan),PH153821002,265,Electricity,263
Maguindanao,PH153800000,Gadungan,PH153821003,215,Electricity,185
Maguindanao,PH153800000,Kiladap,PH153821004,206,Electricity,86
Maguindanao,PH153800000,Kilalan,PH153821005,306,Electricity,236
Maguindanao,PH153800000,Kuden,PH153821006,345,Electricity,298
Maguindanao,PH153800000,Makadayon,PH153821007,171,Electricity,126
Maguindanao,PH153800000,Manggay,PH153821008,175,Electricity,115
Maguindanao,PH153800000,Pageda,PH153821011,255,Electricity,196
Maguindanao,PH153800000,Talitay,PH153821012,487,Electricity,465
Maguindanao,PH153800000,Balatungkayo (Batungkayo),PH153822001,303,Electricity,6
Maguindanao,PH153800000,Bulit,PH153822002,431,Electricity,351
Maguindanao,PH153800000,Bulod,PH153822003,491,Electricity,0
Maguindanao,PH153800000,Dungguan,PH153822004,814,Electricity,3
Maguindanao,PH153800000,Limbalud,PH153822005,341,Electricity,3
Maguindanao,PH153800000,Maridagao,PH153822006,466,Electricity,28
Maguindanao,PH153800000,Nabundas,PH153822007,415,Electricity,13
Maguindanao,PH153800000,Pagagawan,PH153822008,714,Electricity,400
Maguindanao,PH153800000,Talapas,PH153822009,321,Electricity,7
Maguindanao,PH153800000,Talitay,PH153822010,537,Electricity,35
Maguindanao,PH153800000,Tunggol,PH153822011,860,Electricity,647
Maguindanao,PH153800000,Damakling,PH153823001,317,Electricity,142
Maguindanao,PH153800000,Damalusay,PH153823002,461,Electricity,454
Maguindanao,PH153800000,Paglat,PH153823003,583,Electricity,532
Maguindanao,PH153800000,Upper Idtig,PH153823004,171,Electricity,161
Maguindanao,PH153800000,Campo,PH153823005,332,Electricity,275
Maguindanao,PH153800000,Kakal,PH153823006,220,Electricity,220
Maguindanao,PH153800000,Salam,PH153823007,172,Electricity,136
Maguindanao,PH153800000,Tual,PH153823008,248,Electricity,113
Maguindanao,PH153800000,Balut,PH153824001,335,Electricity,247
Maguindanao,PH153800000,Boliok,PH153824002,364,Electricity,355
Maguindanao,PH153800000,Bungabong,PH153824003,200,Electricity,160
Maguindanao,PH153800000,Dagurongan,PH153824004,160,Electricity,156
Maguindanao,PH153800000,Kirkir,PH153824005,156,Electricity,130
Maguindanao,PH153800000,Macabico (Macabiso),PH153824006,635,Electricity,423
Maguindanao,PH153800000,Namuken,PH153824007,164,Electricity,142
Maguindanao,PH153800000,Simuay/Seashore,PH153824008,297,Electricity,3
Maguindanao,PH153800000,Solon,PH153824009,331,Electricity,98
Maguindanao,PH153800000,Tambo,PH153824010,179,Electricity,128
Maguindanao,PH153800000,Tapayan,PH153824011,731,Electricity,599
Maguindanao,PH153800000,Tariken,PH153824012,160,Electricity,27
Maguindanao,PH153800000,Tuka,PH153824013,152,Electricity,132
Maguindanao,PH153800000,Ahan,PH153825001,149,Electricity,7
Maguindanao,PH153800000,Bagan,PH153825002,493,Electricity,153
Maguindanao,PH153800000,Datalpandan,PH153825003,282,Electricity,2
Maguindanao,PH153800000,Kalumamis,PH153825004,266,Electricity,248
Maguindanao,PH153800000,Kateman,PH153825005,133,Electricity,0
Maguindanao,PH153800000,Lambayao,PH153825006,207,Electricity,92
Maguindanao,PH153800000,Macasampen,PH153825007,365,Electricity,351
Maguindanao,PH153800000,Muslim,PH153825008,166,Electricity,166
Maguindanao,PH153800000,Muti,PH153825009,289,Electricity,259
Maguindanao,PH153800000,Sampao,PH153825010,134,Electricity,128
Maguindanao,PH153800000,Tambunan II,PH153825011,519,Electricity,498
Maguindanao,PH153800000,Dapiawan,PH153826002,442,Electricity,373
Maguindanao,PH153800000,Elian,PH153826003,544,Electricity,499
Maguindanao,PH153800000,Gawang,PH153826005,385,Electricity,22
Maguindanao,PH153800000,Kabengi,PH153826007,370,Electricity,292
Maguindanao,PH153800000,Kitango,PH153826008,850,Electricity,810
Maguindanao,PH153800000,Kitapok,PH153826009,607,Electricity,477
Maguindanao,PH153800000,Madia,PH153826010,539,Electricity,521
Maguindanao,PH153800000,Salbu,PH153826013,621,Electricity,470
Maguindanao,PH153800000,Bulayan,PH153827001,118,Electricity,2
Maguindanao,PH153800000,Iganagampong,PH153827002,412,Electricity,404
Maguindanao,PH153800000,Macalag,PH153827003,129,Electricity,4
Maguindanao,PH153800000,Maitumaig,PH153827004,348,Electricity,276
Maguindanao,PH153800000,Malangog,PH153827005,256,Electricity,146
Maguindanao,PH153800000,Meta,PH153827006,542,Electricity,501
Maguindanao,PH153800000,Panangeti,PH153827008,131,Electricity,3
Maguindanao,PH153800000,Tuntungan,PH153827010,93,Electricity,13
Maguindanao,PH153800000,Banaba,PH153828001,449,Electricity,413
Maguindanao,PH153800000,Dimampao,PH153828002,334,Electricity,197
Maguindanao,PH153800000,Guinibon,PH153828003,328,Electricity,307
Maguindanao,PH153800000,Kaya-kaya,PH153828004,497,Electricity,465
Maguindanao,PH153800000,Maganoy,PH153828005,325,Electricity,319
Maguindanao,PH153800000,Mao,PH153828006,304,Electricity,253
Maguindanao,PH153800000,Maranding,PH153828007,332,Electricity,216
Maguindanao,PH153800000,Sugadol,PH153828008,471,Electricity,381
Maguindanao,PH153800000,Talisawa,PH153828009,414,Electricity,305
Maguindanao,PH153800000,Tukanolocong (Tukanologong),PH153828010,452,Electricity,270
Maguindanao,PH153800000,Baital,PH153829001,361,Electricity,337
Maguindanao,PH153800000,Bakat,PH153829002,291,Electricity,4
Maguindanao,PH153800000,Dapantis,PH153829003,438,Electricity,436
Maguindanao,PH153800000,Gaunan,PH153829004,228,Electricity,195
Maguindanao,PH153800000,Malibpolok,PH153829005,334,Electricity,303
Maguindanao,PH153800000,Mileb,PH153829006,384,Electricity,323
Maguindanao,PH153800000,Panadtaban,PH153829007,394,Electricity,223
Maguindanao,PH153800000,Pidsandawan,PH153829008,191,Electricity,190
Maguindanao,PH153800000,Sampao,PH153829009,276,Electricity,0
Maguindanao,PH153800000,Sapakan (Pob.),PH153829010,381,Electricity,362
Maguindanao,PH153800000,Tabungao,PH153829011,492,Electricity,163
Maguindanao,PH153800000,Kinimi,PH153830001,344,Electricity,1
Maguindanao,PH153800000,Laguitan,PH153830002,306,Electricity,11
Maguindanao,PH153800000,Lapaken,PH153830003,182,Electricity,0
Maguindanao,PH153800000,Matuber,PH153830004,464,Electricity,187
Maguindanao,PH153800000,Meti,PH153830005,274,Electricity,0
Maguindanao,PH153800000,Nalkan,PH153830006,343,Electricity,136
Maguindanao,PH153800000,Penansaran,PH153830007,489,Electricity,83
Maguindanao,PH153800000,Resa,PH153830008,311,Electricity,0
Maguindanao,PH153800000,Sedem,PH153830009,217,Electricity,0
Maguindanao,PH153800000,Sinipak,PH153830010,225,Electricity,3
Maguindanao,PH153800000,Tambak,PH153830011,201,Electricity,1
Maguindanao,PH153800000,Tubuan,PH153830012,410,Electricity,127
Maguindanao,PH153800000,Pura,PH153830013,314,Electricity,227
Maguindanao,PH153800000,Adaon,PH153831001,522,Electricity,463
Maguindanao,PH153800000,Brar,PH153831002,851,Electricity,518
Maguindanao,PH153800000,Mapayag,PH153831003,549,Electricity,485
Maguindanao,PH153800000,Midtimbang (Pob.),PH153831004,499,Electricity,487
Maguindanao,PH153800000,Nunangan (Nunangen),PH153831005,592,Electricity,512
Maguindanao,PH153800000,Tugal,PH153831006,576,Electricity,0
Maguindanao,PH153800000,Tulunan,PH153831007,255,Electricity,155
Maguindanao,PH153800000,Daladagan,PH153832001,475,Electricity,134
Maguindanao,PH153800000,Kalian,PH153832002,410,Electricity,12
Maguindanao,PH153800000,Luayan,PH153832003,447,Electricity,103
Maguindanao,PH153800000,Paitan,PH153832004,509,Electricity,10
Maguindanao,PH153800000,Panapan,PH153832005,513,Electricity,469
Maguindanao,PH153800000,Tenok,PH153832006,306,Electricity,6
Maguindanao,PH153800000,Tinambulan,PH153832007,385,Electricity,4
Maguindanao,PH153800000,Tumbao,PH153832008,791,Electricity,457
Maguindanao,PH153800000,Kabuling,PH153833001,638,Electricity,11
Maguindanao,PH153800000,Kayaga,PH153833002,660,Electricity,610
Maguindanao,PH153800000,Kayupo (Cuyapo),PH153833003,307,Electricity,277
Maguindanao,PH153800000,Lepak,PH153833004,445,Electricity,1
Maguindanao,PH153800000,Lower Dilag,PH153833005,310,Electricity,7
Maguindanao,PH153800000,Malangit,PH153833006,625,Electricity,463
Maguindanao,PH153800000,Pandag,PH153833007,476,Electricity,192
Maguindanao,PH153800000,Upper Dilag,PH153833008,445,Electricity,181
Maguindanao,PH153800000,Balong,PH153834001,240,Electricity,239
Maguindanao,PH153800000,Damatog,PH153834002,326,Electricity,3
Maguindanao,PH153800000,Gayonga,PH153834003,536,Electricity,465
Maguindanao,PH153800000,Guiawa,PH153834004,266,Electricity,152
Maguindanao,PH153800000,Indatuan,PH153834005,347,Electricity,188
Maguindanao,PH153800000,Kapimpilan,PH153834006,247,Electricity,4
Maguindanao,PH153800000,Libungan,PH153834007,186,Electricity,130
Maguindanao,PH153800000,Montay,PH153834008,336,Electricity,175
Maguindanao,PH153800000,Paulino Labio,PH153834009,860,Electricity,842
Maguindanao,PH153800000,Sabaken,PH153834010,417,Electricity,2
Maguindanao,PH153800000,Tumaguinting,PH153834011,461,Electricity,353
,,Kubentong,PH153835001,314,Electricity,59
Maguindanao,PH153800000,Labu-labu I,PH153835002,495,Electricity,455
