Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Number Of Households,Light Source,Value
Lanao Del Sur,PH153600000,Guiarong,PH153620019,111,Solar lamp,0
Lanao Del Sur,PH153600000,Ilian,PH153620020,80,Solar lamp,0
Lanao Del Sur,PH153600000,Madang,PH153620029,69,Solar lamp,0
Lanao Del Sur,PH153600000,Mapantao,PH153620030,89,Solar lamp,1
Lanao Del Sur,PH153600000,Ngingir (Kabasaran),PH153620034,227,Solar lamp,1
Lanao Del Sur,PH153600000,Padas,PH153620035,143,Solar lamp,0
Lanao Del Sur,PH153600000,Paigoay,PH153620037,99,Solar lamp,78
Lanao Del Sur,PH153600000,Pinalangca,PH153620041,122,Solar lamp,3
Lanao Del Sur,PH153600000,Poblacion (Lumbac),PH153620042,87,Solar lamp,0
Lanao Del Sur,PH153600000,Rangiran,PH153620045,89,Solar lamp,30
Lanao Del Sur,PH153600000,Rubokun,PH153620046,85,Solar lamp,0
Lanao Del Sur,PH153600000,Linindingan,PH153620054,82,Solar lamp,0
Lanao Del Sur,PH153600000,Kalaludan,PH153620057,93,Solar lamp,25
Lanao Del Sur,PH153600000,Aposong,PH153621001,90,Solar lamp,0
Lanao Del Sur,PH153600000,Bagoaingud,PH153621002,80,Solar lamp,0
Lanao Del Sur,PH153600000,Bangco (Pob.),PH153621003,81,Solar lamp,0
Lanao Del Sur,PH153600000,Bansayan,PH153621004,100,Solar lamp,0
Lanao Del Sur,PH153600000,Basak,PH153621005,135,Solar lamp,0
Lanao Del Sur,PH153600000,Bobo,PH153621006,124,Solar lamp,0
Lanao Del Sur,PH153600000,Bubong Tawa-an,PH153621007,88,Solar lamp,0
Lanao Del Sur,PH153600000,Bubonga Mamaanun,PH153621008,87,Solar lamp,0
Lanao Del Sur,PH153600000,Bualan,PH153621009,222,Solar lamp,0
Lanao Del Sur,PH153600000,Bubong Ilian,PH153621010,64,Solar lamp,0
Lanao Del Sur,PH153600000,Gacap,PH153621011,122,Solar lamp,0
Lanao Del Sur,PH153600000,Katumbacan,PH153621012,56,Solar lamp,0
Lanao Del Sur,PH153600000,Ilian Poblacion,PH153621013,114,Solar lamp,1
Lanao Del Sur,PH153600000,Kalanganan,PH153621014,150,Solar lamp,139
Lanao Del Sur,PH153600000,Lininding,PH153621015,158,Solar lamp,134
Lanao Del Sur,PH153600000,Lumbaca Mamaan,PH153621017,72,Solar lamp,5
Lanao Del Sur,PH153600000,Mamaanun,PH153621018,124,Solar lamp,3
Lanao Del Sur,PH153600000,Mentring,PH153621020,114,Solar lamp,1
Lanao Del Sur,PH153600000,Olango,PH153621021,101,Solar lamp,0
Lanao Del Sur,PH153600000,Palacat,PH153621022,178,Solar lamp,4
Lanao Del Sur,PH153600000,Palao,PH153621023,80,Solar lamp,0
Lanao Del Sur,PH153600000,Paling,PH153621024,91,Solar lamp,0
Lanao Del Sur,PH153600000,Pantaon,PH153621025,89,Solar lamp,0
Lanao Del Sur,PH153600000,Pantar,PH153621026,134,Solar lamp,0
Lanao Del Sur,PH153600000,Paridi,PH153621028,104,Solar lamp,1
Lanao Del Sur,PH153600000,Pindolonan,PH153621029,112,Solar lamp,1
Lanao Del Sur,PH153600000,Radapan,PH153621030,64,Solar lamp,0
Lanao Del Sur,PH153600000,Radapan Poblacion,PH153621031,70,Solar lamp,0
Lanao Del Sur,PH153600000,Sapingit,PH153621032,85,Solar lamp,0
Lanao Del Sur,PH153600000,Talao,PH153621033,132,Solar lamp,130
Lanao Del Sur,PH153600000,Tambo,PH153621034,137,Solar lamp,0
Lanao Del Sur,PH153600000,Tapocan,PH153621035,121,Solar lamp,0
Lanao Del Sur,PH153600000,Taporug,PH153621036,128,Solar lamp,24
Lanao Del Sur,PH153600000,Tawaan,PH153621037,86,Solar lamp,0
Lanao Del Sur,PH153600000,Udalo,PH153621038,205,Solar lamp,153
Lanao Del Sur,PH153600000,Rantian,PH153621039,96,Solar lamp,0
Lanao Del Sur,PH153600000,Ilian,PH153621040,73,Solar lamp,0
Lanao Del Sur,PH153600000,Ataragadong,PH153622001,112,Solar lamp,0
Lanao Del Sur,PH153600000,Bangon,PH153622002,80,Solar lamp,0
Lanao Del Sur,PH153600000,Bansayan,PH153622004,205,Solar lamp,0
Lanao Del Sur,PH153600000,Bubong-Dimunda,PH153622006,150,Solar lamp,0
Lanao Del Sur,PH153600000,Bugaran,PH153622007,113,Solar lamp,0
Lanao Del Sur,PH153600000,Bualan,PH153622008,114,Solar lamp,0
Lanao Del Sur,PH153600000,Cadayonan,PH153622011,165,Solar lamp,0
Lanao Del Sur,PH153600000,Calilangan Dicala,PH153622012,99,Solar lamp,0
Lanao Del Sur,PH153600000,Calupaan,PH153622013,92,Solar lamp,0
Lanao Del Sur,PH153600000,Dimayon,PH153622014,135,Solar lamp,0
Lanao Del Sur,PH153600000,Dilausan,PH153622015,80,Solar lamp,0
Lanao Del Sur,PH153600000,Dongcoan,PH153622018,80,Solar lamp,0
Lanao Del Sur,PH153600000,Gadongan,PH153622019,141,Solar lamp,0
Lanao Del Sur,PH153600000,Poblacion (Gata Proper),PH153622020,352,Solar lamp,0
Lanao Del Sur,PH153600000,Liangan,PH153622024,166,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac,PH153622026,104,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153622027,110,Solar lamp,0
Lanao Del Sur,PH153600000,Madanding,PH153622030,157,Solar lamp,0
Lanao Del Sur,PH153600000,Pantao,PH153622034,102,Solar lamp,0
Lanao Del Sur,PH153600000,Punud,PH153622035,139,Solar lamp,0
Lanao Del Sur,PH153600000,Ragayan,PH153622036,384,Solar lamp,5
Lanao Del Sur,PH153600000,Rogan Cairan,PH153622037,143,Solar lamp,0
Lanao Del Sur,PH153600000,Talaguian,PH153622041,141,Solar lamp,0
Lanao Del Sur,PH153600000,Rogan Tandiong Dimayon,PH153622042,102,Solar lamp,0
Lanao Del Sur,PH153600000,Taporog,PH153622043,92,Solar lamp,0
Lanao Del Sur,PH153600000,Badak,PH153623001,53,Solar lamp,4
Lanao Del Sur,PH153600000,Bantayan,PH153623002,100,Solar lamp,43
Lanao Del Sur,PH153600000,Basagad,PH153623003,83,Solar lamp,13
Lanao Del Sur,PH153600000,Bolinsong,PH153623005,100,Solar lamp,99
Lanao Del Sur,PH153600000,Boring,PH153623006,85,Solar lamp,59
Lanao Del Sur,PH153600000,Bualan,PH153623008,70,Solar lamp,70
Lanao Del Sur,PH153600000,Danugan,PH153623012,152,Solar lamp,110
Lanao Del Sur,PH153600000,Dapao,PH153623013,170,Solar lamp,93
Lanao Del Sur,PH153600000,Diamla,PH153623014,91,Solar lamp,78
Lanao Del Sur,PH153600000,Gadongan,PH153623015,93,Solar lamp,27
Lanao Del Sur,PH153600000,Ingud,PH153623018,157,Solar lamp,112
Lanao Del Sur,PH153600000,Linuk,PH153623022,109,Solar lamp,26
Lanao Del Sur,PH153600000,Lumbac,PH153623023,83,Solar lamp,83
Lanao Del Sur,PH153600000,Maligo,PH153623024,72,Solar lamp,71
Lanao Del Sur,PH153600000,Masao,PH153623025,57,Solar lamp,7
Lanao Del Sur,PH153600000,Notong,PH153623026,89,Solar lamp,88
Lanao Del Sur,PH153600000,Porug,PH153623030,98,Solar lamp,33
Lanao Del Sur,PH153600000,Romagondong,PH153623031,73,Solar lamp,16
Lanao Del Sur,PH153600000,Tambo (Pob.),PH153623033,157,Solar lamp,154
Lanao Del Sur,PH153600000,Tamlang,PH153623034,68,Solar lamp,65
Lanao Del Sur,PH153600000,Tuka,PH153623035,81,Solar lamp,41
Lanao Del Sur,PH153600000,Tomarompong,PH153623036,54,Solar lamp,48
Lanao Del Sur,PH153600000,Yaran,PH153623037,126,Solar lamp,85
Lanao Del Sur,PH153600000,Bagoaingud,PH153624001,105,Solar lamp,21
Lanao Del Sur,PH153600000,Barimbingan,PH153624006,133,Solar lamp,0
Lanao Del Sur,PH153600000,Bayabao,PH153624009,93,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Babai,PH153624012,117,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Alao,PH153624013,83,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Oloc,PH153624014,76,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalongan Buadiadingan,PH153624016,69,Solar lamp,0
Lanao Del Sur,PH153600000,Dado,PH153624024,74,Solar lamp,0
Lanao Del Sur,PH153600000,Dangimprampiai,PH153624027,62,Solar lamp,0
Lanao Del Sur,PH153600000,Darimbang,PH153624028,67,Solar lamp,0
Lanao Del Sur,PH153600000,Dilausan,PH153624030,72,Solar lamp,0
Lanao Del Sur,PH153600000,Ditsaan,PH153624032,93,Solar lamp,0
Lanao Del Sur,PH153600000,Gadongan,PH153624033,126,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalongan Ginaopan,PH153624038,82,Solar lamp,0
Lanao Del Sur,PH153600000,Baclayan Lilod,PH153624042,81,Solar lamp,2
Lanao Del Sur,PH153600000,Linamon,PH153624045,86,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbatan Ramain,PH153624048,115,Solar lamp,0
Lanao Del Sur,PH153600000,Buayaan Madanding,PH153624054,56,Solar lamp,0
Lanao Del Sur,PH153600000,Maindig Ditsaan,PH153624055,63,Solar lamp,0
Lanao Del Sur,PH153600000,Mandara,PH153624057,71,Solar lamp,0
Lanao Del Sur,PH153600000,Maranao Timber (Dalama),PH153624058,156,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalongan Proper,PH153624064,79,Solar lamp,0
Lanao Del Sur,PH153600000,Polo,PH153624070,98,Solar lamp,3
Lanao Del Sur,PH153600000,Ramain Poblacion,PH153624077,59,Solar lamp,0
Lanao Del Sur,PH153600000,Ramain Proper,PH153624078,67,Solar lamp,0
Lanao Del Sur,PH153600000,Baclayan Raya,PH153624079,91,Solar lamp,0
Lanao Del Sur,PH153600000,Buayaan Raya,PH153624081,94,Solar lamp,0
Lanao Del Sur,PH153600000,Rantian,PH153624082,129,Solar lamp,0
Lanao Del Sur,PH153600000,Sundiga Bayabao,PH153624086,125,Solar lamp,0
Lanao Del Sur,PH153600000,Talub,PH153624087,100,Solar lamp,0
Lanao Del Sur,PH153600000,Buayaan Lilod,PH153624091,101,Solar lamp,0
Lanao Del Sur,PH153600000,Bubong Dangiprampiai,PH153624092,91,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalongan Masioon,PH153624093,69,Solar lamp,0
Lanao Del Sur,PH153600000,Sultan Pangadapun,PH153624094,89,Solar lamp,0
Lanao Del Sur,PH153600000,Upper Pugaan,PH153624095,155,Solar lamp,6
Lanao Del Sur,PH153600000,Alinun,PH153625001,77,Solar lamp,0
Lanao Del Sur,PH153600000,Bagoaingud,PH153625002,106,Solar lamp,0
Lanao Del Sur,PH153600000,Batangan,PH153625004,123,Solar lamp,0
Lanao Del Sur,PH153600000,Cadayon,PH153625005,160,Solar lamp,0
Lanao Del Sur,PH153600000,Cadingilan,PH153625006,82,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac Toros,PH153625007,126,Solar lamp,0
Lanao Del Sur,PH153600000,Comonal,PH153625008,87,Solar lamp,0
Lanao Del Sur,PH153600000,Dilausan,PH153625009,116,Solar lamp,0
Lanao Del Sur,PH153600000,Gadongan,PH153625010,94,Solar lamp,0
Lanao Del Sur,PH153600000,Linao,PH153625012,92,Solar lamp,0
Lanao Del Sur,PH153600000,Limogao,PH153625013,76,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbayanague,PH153625015,117,Solar lamp,0
Lanao Del Sur,PH153600000,Basak Maito,PH153625018,148,Solar lamp,0
Lanao Del Sur,PH153600000,Maliwanag,PH153625019,111,Solar lamp,0
Lanao Del Sur,PH153600000,Mapantao,PH153625020,98,Solar lamp,0
Lanao Del Sur,PH153600000,Mipaga,PH153625021,85,Solar lamp,0
Lanao Del Sur,PH153600000,Natangcopan,PH153625022,58,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalamatan,PH153625023,95,Solar lamp,0
Lanao Del Sur,PH153600000,Pamacotan,PH153625025,106,Solar lamp,21
Lanao Del Sur,PH153600000,Panggao,PH153625026,77,Solar lamp,0
Lanao Del Sur,PH153600000,Pantao Raya,PH153625027,77,Solar lamp,0
Lanao Del Sur,PH153600000,Pantaon,PH153625028,110,Solar lamp,0
Lanao Del Sur,PH153600000,Patpangkat,PH153625029,230,Solar lamp,0
Lanao Del Sur,PH153600000,Pawak,PH153625030,304,Solar lamp,0
Lanao Del Sur,PH153600000,Dilimbayan,PH153625031,115,Solar lamp,0
Lanao Del Sur,PH153600000,Pindolonan,PH153625032,69,Solar lamp,0
Lanao Del Sur,PH153600000,Poblacion,PH153625033,293,Solar lamp,0
Lanao Del Sur,PH153600000,Salocad,PH153625035,81,Solar lamp,0
Lanao Del Sur,PH153600000,Sungcod,PH153625036,84,Solar lamp,0
Lanao Del Sur,PH153600000,Bubong,PH153625037,249,Solar lamp,0
Lanao Del Sur,PH153600000,Bocalan,PH153626001,79,Solar lamp,0
Lanao Del Sur,PH153600000,Bangon,PH153626002,78,Solar lamp,0
Lanao Del Sur,PH153600000,Cabasaran,PH153626004,65,Solar lamp,0
Lanao Del Sur,PH153600000,Dilausan,PH153626007,101,Solar lamp,0
Lanao Del Sur,PH153600000,Lalabuan,PH153626008,94,Solar lamp,0
Lanao Del Sur,PH153600000,Lilod Tamparan,PH153626009,104,Solar lamp,0
Lanao Del Sur,PH153600000,Lindongan,PH153626010,64,Solar lamp,0
Lanao Del Sur,PH153600000,Linuk,PH153626011,141,Solar lamp,0
Lanao Del Sur,PH153600000,Occidental Linuk,PH153626012,90,Solar lamp,0
Lanao Del Sur,PH153600000,Linuk Oriental,PH153626013,90,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153626014,82,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbacaingud South,PH153626015,55,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbaca Lilod,PH153626016,121,Solar lamp,0
Lanao Del Sur,PH153600000,Balutmadiar,PH153626019,95,Solar lamp,0
Lanao Del Sur,PH153600000,Mala-abangon,PH153626020,69,Solar lamp,0
Lanao Del Sur,PH153600000,Maliwanag,PH153626021,46,Solar lamp,0
Lanao Del Sur,PH153600000,Maidan Linuk,PH153626022,76,Solar lamp,0
Lanao Del Sur,PH153600000,Miondas,PH153626024,101,Solar lamp,0
Lanao Del Sur,PH153600000,New Lumbacaingud,PH153626027,66,Solar lamp,0
Lanao Del Sur,PH153600000,Pimbago-Pagalongan,PH153626030,73,Solar lamp,0
Lanao Del Sur,PH153600000,Pagayawan,PH153626032,70,Solar lamp,0
Lanao Del Sur,PH153600000,Picarabawan,PH153626034,57,Solar lamp,0
Lanao Del Sur,PH153600000,Poblacion I,PH153626037,118,Solar lamp,0
Lanao Del Sur,PH153600000,Poblacion II,PH153626038,108,Solar lamp,0
Lanao Del Sur,PH153600000,Poblacion III,PH153626039,107,Solar lamp,2
Lanao Del Sur,PH153600000,Poblacion IV,PH153626040,88,Solar lamp,0
Lanao Del Sur,PH153600000,Raya Niondas,PH153626041,51,Solar lamp,0
Lanao Del Sur,PH153600000,Raya Buadi Barao,PH153626042,94,Solar lamp,0
Lanao Del Sur,PH153600000,Raya Tamparan,PH153626043,74,Solar lamp,0
Lanao Del Sur,PH153600000,Salongabanding,PH153626046,92,Solar lamp,0
Lanao Del Sur,PH153600000,Saminunggay,PH153626047,76,Solar lamp,0
Lanao Del Sur,PH153600000,Talub,PH153626049,53,Solar lamp,0
Lanao Del Sur,PH153600000,Tatayawan North,PH153626050,127,Solar lamp,0
Lanao Del Sur,PH153600000,Tatayawan South,PH153626052,114,Solar lamp,0
Lanao Del Sur,PH153600000,Tubok,PH153626054,90,Solar lamp,0
Lanao Del Sur,PH153600000,Beruar,PH153626058,111,Solar lamp,0
Lanao Del Sur,PH153600000,Dasomalong,PH153626062,65,Solar lamp,0
Lanao Del Sur,PH153600000,Ginaopan,PH153626064,90,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac,PH153626065,80,Solar lamp,0
Lanao Del Sur,PH153600000,Minanga,PH153626067,49,Solar lamp,0
Lanao Del Sur,PH153600000,Lilod Tubok,PH153626077,85,Solar lamp,0
Lanao Del Sur,PH153600000,Mariatao Datu,PH153626078,90,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalamatan Linuk,PH153626079,115,Solar lamp,1
Lanao Del Sur,PH153600000,Pindolonan Mariatao Sarip,PH153626080,93,Solar lamp,0
Lanao Del Sur,PH153600000,Bandera Buisan,PH153627003,50,Solar lamp,0
Lanao Del Sur,PH153600000,Boriongan,PH153627006,56,Solar lamp,0
Lanao Del Sur,PH153600000,Borowa,PH153627007,72,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Dingun,PH153627008,82,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Amao,PH153627009,69,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Amunta,PH153627010,35,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Arorao,PH153627011,59,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Atopa,PH153627012,54,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Dayomangga,PH153627013,101,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Ongcalo,PH153627014,216,Solar lamp,0
Lanao Del Sur,PH153600000,Bucalan,PH153627016,71,Solar lamp,0
Lanao Del Sur,PH153600000,Cadayonan Bagumbayan,PH153627017,255,Solar lamp,17
Lanao Del Sur,PH153600000,Caramat,PH153627018,70,Solar lamp,0
Lanao Del Sur,PH153600000,Carandangan Calopaan,PH153627019,104,Solar lamp,0
Lanao Del Sur,PH153600000,Datu Ma-as,PH153627021,52,Solar lamp,0
Lanao Del Sur,PH153600000,Dilabayan,PH153627022,91,Solar lamp,0
Lanao Del Sur,PH153600000,Dimayon,PH153627024,104,Solar lamp,0
Lanao Del Sur,PH153600000,Gapao Balindong,PH153627028,66,Solar lamp,0
Lanao Del Sur,PH153600000,Ilian,PH153627029,74,Solar lamp,0
Lanao Del Sur,PH153600000,Lumasa,PH153627035,54,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac Bagoaingud,PH153627036,65,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac Bubong Maindang,PH153627037,65,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac Pitakus,PH153627038,68,Solar lamp,0
Lanao Del Sur,PH153600000,Malungun,PH153627042,65,Solar lamp,0
Lanao Del Sur,PH153600000,Maruhom,PH153627043,77,Solar lamp,0
Lanao Del Sur,PH153600000,Masolun,PH153627046,83,Solar lamp,0
Lanao Del Sur,PH153600000,Moriatao Loksa Datu,PH153627047,160,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalamatan,PH153627049,109,Solar lamp,0
Lanao Del Sur,PH153600000,Pindolonan,PH153627050,77,Solar lamp,0
Lanao Del Sur,PH153600000,Pitakus,PH153627051,77,Solar lamp,0
Lanao Del Sur,PH153600000,Ririk,PH153627053,64,Solar lamp,0
Lanao Del Sur,PH153600000,Salipongan,PH153627055,74,Solar lamp,0
Lanao Del Sur,PH153600000,Lumasa Proper (Salvador Concha),PH153627056,52,Solar lamp,0
Lanao Del Sur,PH153600000,Sambolawan,PH153627057,94,Solar lamp,0
Lanao Del Sur,PH153600000,Samporna Salamatollah,PH153627058,65,Solar lamp,0
Lanao Del Sur,PH153600000,Somiorang Bandingun,PH153627060,63,Solar lamp,0
Lanao Del Sur,PH153600000,Sigayan Proper,PH153627061,63,Solar lamp,0
Lanao Del Sur,PH153600000,Sunggod,PH153627062,77,Solar lamp,0
Lanao Del Sur,PH153600000,Sunding,PH153627063,79,Solar lamp,0
Lanao Del Sur,PH153600000,Supangan,PH153627064,83,Solar lamp,0
Lanao Del Sur,PH153600000,Tupa-an Buadiatupa,PH153627069,41,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Amunud,PH153627070,53,Solar lamp,0
Lanao Del Sur,PH153600000,Mangayao,PH153627071,74,Solar lamp,0
Lanao Del Sur,PH153600000,Alog,PH153628001,120,Solar lamp,118
Lanao Del Sur,PH153600000,Beta,PH153628006,238,Solar lamp,105
Lanao Del Sur,PH153600000,Poblacion (Buribid),PH153628009,129,Solar lamp,112
Lanao Del Sur,PH153600000,Campo,PH153628012,83,Solar lamp,28
Lanao Del Sur,PH153600000,Datumanong,PH153628015,80,Solar lamp,2
Lanao Del Sur,PH153600000,Dinaigan,PH153628016,78,Solar lamp,78
Lanao Del Sur,PH153600000,Guiarong,PH153628017,101,Solar lamp,57
Lanao Del Sur,PH153600000,Mindamudag,PH153628023,83,Solar lamp,13
Lanao Del Sur,PH153600000,Paigoay-Pimbataan,PH153628030,111,Solar lamp,29
Lanao Del Sur,PH153600000,Polo,PH153628031,133,Solar lamp,92
Lanao Del Sur,PH153600000,Riantaran,PH153628033,90,Solar lamp,52
Lanao Del Sur,PH153600000,Tangcal,PH153628036,196,Solar lamp,5
Lanao Del Sur,PH153600000,Tubaran Proper,PH153628037,89,Solar lamp,49
Lanao Del Sur,PH153600000,Wago,PH153628038,77,Solar lamp,12
Lanao Del Sur,PH153600000,Bagiangun,PH153628039,98,Solar lamp,20
Lanao Del Sur,PH153600000,Gadongan,PH153628040,76,Solar lamp,23
Lanao Del Sur,PH153600000,Gaput,PH153628041,78,Solar lamp,10
Lanao Del Sur,PH153600000,Madaya,PH153628042,95,Solar lamp,38
Lanao Del Sur,PH153600000,Malaganding,PH153628043,121,Solar lamp,119
Lanao Del Sur,PH153600000,Metadicop,PH153628046,71,Solar lamp,7
Lanao Del Sur,PH153600000,Pagalamatan,PH153628047,170,Solar lamp,62
Lanao Del Sur,PH153600000,Bagoaingud,PH153629001,182,Solar lamp,0
Lanao Del Sur,PH153600000,Bubong,PH153629004,145,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Alawang,PH153629005,97,Solar lamp,0
Lanao Del Sur,PH153600000,Buadi Dico,PH153629006,84,Solar lamp,0
Lanao Del Sur,PH153600000,Campong Talao,PH153629010,156,Solar lamp,0
Lanao Del Sur,PH153600000,Cayagan,PH153629011,164,Solar lamp,0
Lanao Del Sur,PH153600000,Dandanun,PH153629012,92,Solar lamp,0
Lanao Del Sur,PH153600000,Dilimbayan,PH153629014,261,Solar lamp,0
Lanao Del Sur,PH153600000,Gurain,PH153629016,116,Solar lamp,0
Lanao Del Sur,PH153600000,Poblacion (Ingud),PH153629017,218,Solar lamp,0
Lanao Del Sur,PH153600000,Lumbac,PH153629019,120,Solar lamp,0
Lanao Del Sur,PH153600000,Maidan,PH153629021,126,Solar lamp,0
Lanao Del Sur,PH153600000,Mapantao,PH153629022,98,Solar lamp,1
Lanao Del Sur,PH153600000,Pagalamatan,PH153629025,140,Solar lamp,0
Lanao Del Sur,PH153600000,Pandiaranao,PH153629026,196,Solar lamp,0
Lanao Del Sur,PH153600000,Pindolonan I,PH153629027,96,Solar lamp,1
Lanao Del Sur,PH153600000,Pindolonan II,PH153629028,84,Solar lamp,0
Lanao Del Sur,PH153600000,Putad,PH153629030,154,Solar lamp,0
Lanao Del Sur,PH153600000,Raya,PH153629031,155,Solar lamp,0
Lanao Del Sur,PH153600000,Sugod I,PH153629034,101,Solar lamp,0
Lanao Del Sur,PH153600000,Sugod Mawatan,PH153629036,110,Solar lamp,0
Lanao Del Sur,PH153600000,Sumbaga Rogong,PH153629037,138,Solar lamp,0
Lanao Del Sur,PH153600000,Tangcal,PH153629038,127,Solar lamp,0
Lanao Del Sur,PH153600000,Amoyong,PH153630001,284,Solar lamp,4
Lanao Del Sur,PH153600000,Balatin,PH153630002,119,Solar lamp,0
Lanao Del Sur,PH153600000,Banga,PH153630003,319,Solar lamp,4
Lanao Del Sur,PH153600000,Buntongun,PH153630006,203,Solar lamp,0
Lanao Del Sur,PH153600000,Bo-ot,PH153630007,230,Solar lamp,0
Lanao Del Sur,PH153600000,Cebuano Group,PH153630009,311,Solar lamp,0
Lanao Del Sur,PH153600000,Christian Village,PH153630010,292,Solar lamp,14
Lanao Del Sur,PH153600000,Eastern Wao,PH153630011,599,Solar lamp,0
Lanao Del Sur,PH153600000,Extension Poblacion,PH153630012,494,Solar lamp,0
Lanao Del Sur,PH153600000,Gata,PH153630014,232,Solar lamp,0
Lanao Del Sur,PH153600000,Kabatangan,PH153630016,302,Solar lamp,4
Lanao Del Sur,PH153600000,Kadingilan,PH153630017,236,Solar lamp,0
Lanao Del Sur,PH153600000,Katutungan (Pob.),PH153630019,479,Solar lamp,0
Lanao Del Sur,PH153600000,Kilikili East,PH153630021,558,Solar lamp,2
Lanao Del Sur,PH153600000,Kilikili West,PH153630022,564,Solar lamp,5
Lanao Del Sur,PH153600000,Malaigang,PH153630025,158,Solar lamp,0
Lanao Del Sur,PH153600000,Manila Group,PH153630026,595,Solar lamp,0
Lanao Del Sur,PH153600000,Milaya,PH153630029,405,Solar lamp,4
Lanao Del Sur,PH153600000,Mimbuaya,PH153630030,155,Solar lamp,0
Lanao Del Sur,PH153600000,Muslim Village,PH153630031,147,Solar lamp,0
Lanao Del Sur,PH153600000,Pagalongan,PH153630033,555,Solar lamp,9
Lanao Del Sur,PH153600000,Panang,PH153630034,141,Solar lamp,8
Lanao Del Sur,PH153600000,Park Area (Pob.),PH153630035,798,Solar lamp,114
Lanao Del Sur,PH153600000,Pilintangan,PH153630036,298,Solar lamp,19
Lanao Del Sur,PH153600000,Serran Village,PH153630038,117,Solar lamp,2
Lanao Del Sur,PH153600000,Western Wao (Pob.),PH153630042,446,Solar lamp,0
Lanao Del Sur,PH153600000,Balut,PH153631001,114,Solar lamp,48
Lanao Del Sur,PH153600000,Bagumbayan,PH153631002,125,Solar lamp,38
Lanao Del Sur,PH153600000,Bitayan,PH153631004,70,Solar lamp,8
Lanao Del Sur,PH153600000,Bolawan,PH153631005,174,Solar lamp,126
Lanao Del Sur,PH153600000,Bonga,PH153631006,81,Solar lamp,76
Lanao Del Sur,PH153600000,Cabasaran,PH153631008,77,Solar lamp,73
Lanao Del Sur,PH153600000,Cahera,PH153631009,131,Solar lamp,60
Lanao Del Sur,PH153600000,Cairantang,PH153631010,122,Solar lamp,34
Lanao Del Sur,PH153600000,Canibongan,PH153631011,116,Solar lamp,12
Lanao Del Sur,PH153600000,Diragun,PH153631012,79,Solar lamp,29
Lanao Del Sur,PH153600000,Mantailoco,PH153631015,81,Solar lamp,39
Lanao Del Sur,PH153600000,Mapantao,PH153631016,93,Solar lamp,45
Lanao Del Sur,PH153600000,Marogong East,PH153631017,215,Solar lamp,121
Lanao Del Sur,PH153600000,Marogong Proper (Pob.),PH153631018,500,Solar lamp,325
Lanao Del Sur,PH153600000,Mayaman,PH153631020,120,Solar lamp,100
Lanao Del Sur,PH153600000,Pabrica,PH153631021,95,Solar lamp,88
Lanao Del Sur,PH153600000,Paigoay Coda,PH153631023,88,Solar lamp,69
Lanao Del Sur,PH153600000,Pasayanan,PH153631024,77,Solar lamp,15
Lanao Del Sur,PH153600000,Piangologan,PH153631026,184,Solar lamp,3
Lanao Del Sur,PH153600000,Puracan,PH153631027,65,Solar lamp,62
Lanao Del Sur,PH153600000,Romagondong,PH153631028,134,Solar lamp,5
Lanao Del Sur,PH153600000,Sarang,PH153631029,103,Solar lamp,43
Lanao Del Sur,PH153600000,Cadayonan,PH153631031,83,Solar lamp,50
Lanao Del Sur,PH153600000,Calumbog,PH153631032,103,Solar lamp,75
Lanao Del Sur,PH153600000,Bubonga Ranao,PH153632004,111,Solar lamp,73
Lanao Del Sur,PH153600000,Calalaoan (Pob.),PH153632008,104,Solar lamp,41
Lanao Del Sur,PH153600000,Gas,PH153632015,132,Solar lamp,13
