Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Category,Total Occupied Housing Units,Material,Value
Sulu,PH156600000,Kaunayan,PH156611012,Wall,159,Galvanized iron/aluminum,0
Sulu,PH156600000,Langhub,PH156611013,Wall,191,Galvanized iron/aluminum,0
Sulu,PH156600000,Latih,PH156611014,Wall,1207,Galvanized iron/aluminum,40
Sulu,PH156600000,Liang,PH156611015,Wall,522,Galvanized iron/aluminum,0
Sulu,PH156600000,Maligay,PH156611016,Wall,123,Galvanized iron/aluminum,0
Sulu,PH156600000,Mauboh,PH156611017,Wall,641,Galvanized iron/aluminum,1
Sulu,PH156600000,Pangdanon,PH156611018,Wall,190,Galvanized iron/aluminum,2
Sulu,PH156600000,Panglayahan,PH156611019,Wall,83,Galvanized iron/aluminum,1
Sulu,PH156600000,Pansul,PH156611020,Wall,312,Galvanized iron/aluminum,1
Sulu,PH156600000,Patikul Higad,PH156611021,Wall,176,Galvanized iron/aluminum,1
Sulu,PH156600000,Sandah,PH156611022,Wall,98,Galvanized iron/aluminum,0
Sulu,PH156600000,Taglibi (Pob.),PH156611023,Wall,300,Galvanized iron/aluminum,16
Sulu,PH156600000,Tandu-Bagua,PH156611024,Wall,167,Galvanized iron/aluminum,5
Sulu,PH156600000,Tanum,PH156611025,Wall,291,Galvanized iron/aluminum,0
Sulu,PH156600000,Taung,PH156611026,Wall,219,Galvanized iron/aluminum,1
Sulu,PH156600000,Timpok,PH156611027,Wall,244,Galvanized iron/aluminum,0
Sulu,PH156600000,Tugas,PH156611028,Wall,95,Galvanized iron/aluminum,1
Sulu,PH156600000,Umangay,PH156611029,Wall,195,Galvanized iron/aluminum,1
Sulu,PH156600000,Gandasuli,PH156611030,Wall,410,Galvanized iron/aluminum,0
Sulu,PH156600000,Bakud,PH156612001,Wall,164,Galvanized iron/aluminum,5
Sulu,PH156600000,Buan,PH156612004,Wall,480,Galvanized iron/aluminum,0
Sulu,PH156600000,Bulansing Tara,PH156612006,Wall,128,Galvanized iron/aluminum,0
Sulu,PH156600000,Bulihkullul,PH156612007,Wall,150,Galvanized iron/aluminum,0
Sulu,PH156600000,Campo Islam,PH156612008,Wall,360,Galvanized iron/aluminum,0
Sulu,PH156600000,Poblacion (Campo Baro),PH156612009,Wall,810,Galvanized iron/aluminum,16
Sulu,PH156600000,Duggo,PH156612010,Wall,335,Galvanized iron/aluminum,0
Sulu,PH156600000,Duhol Tara,PH156612011,Wall,181,Galvanized iron/aluminum,0
Sulu,PH156600000,East Kungtad,PH156612012,Wall,239,Galvanized iron/aluminum,0
Sulu,PH156600000,East Sisangat,PH156612013,Wall,248,Galvanized iron/aluminum,0
Sulu,PH156600000,Ipil,PH156612015,Wall,161,Galvanized iron/aluminum,0
Sulu,PH156600000,Jambangan,PH156612016,Wall,176,Galvanized iron/aluminum,1
Sulu,PH156600000,Kabubu,PH156612018,Wall,150,Galvanized iron/aluminum,5
Sulu,PH156600000,Kong-Kong Laminusa,PH156612019,Wall,194,Galvanized iron/aluminum,0
Sulu,PH156600000,Kud-kud,PH156612020,Wall,189,Galvanized iron/aluminum,0
Sulu,PH156600000,Kungtad West,PH156612021,Wall,191,Galvanized iron/aluminum,0
Sulu,PH156600000,Luuk Laminusa,PH156612023,Wall,166,Galvanized iron/aluminum,0
Sulu,PH156600000,Latung,PH156612025,Wall,444,Galvanized iron/aluminum,5
Sulu,PH156600000,Luuk Tara,PH156612026,Wall,151,Galvanized iron/aluminum,3
Sulu,PH156600000,Manta,PH156612030,Wall,249,Galvanized iron/aluminum,0
Sulu,PH156600000,Minapan,PH156612032,Wall,375,Galvanized iron/aluminum,1
Sulu,PH156600000,Nipa-nipa,PH156612035,Wall,155,Galvanized iron/aluminum,0
Sulu,PH156600000,North Laud,PH156612037,Wall,444,Galvanized iron/aluminum,1
Sulu,PH156600000,North Manta,PH156612038,Wall,111,Galvanized iron/aluminum,2
Sulu,PH156600000,North Musu Laud,PH156612040,Wall,151,Galvanized iron/aluminum,0
Sulu,PH156600000,North Silumpak,PH156612041,Wall,76,Galvanized iron/aluminum,0
Sulu,PH156600000,Punungan,PH156612042,Wall,174,Galvanized iron/aluminum,0
Sulu,PH156600000,Pislong,PH156612046,Wall,177,Galvanized iron/aluminum,0
Sulu,PH156600000,Ratag,PH156612048,Wall,382,Galvanized iron/aluminum,0
Sulu,PH156600000,Sablay,PH156612049,Wall,178,Galvanized iron/aluminum,0
Sulu,PH156600000,Sarukot,PH156612050,Wall,194,Galvanized iron/aluminum,0
Sulu,PH156600000,Siburi,PH156612053,Wall,143,Galvanized iron/aluminum,0
Sulu,PH156600000,Singko,PH156612056,Wall,115,Galvanized iron/aluminum,0
Sulu,PH156600000,Siolakan,PH156612057,Wall,306,Galvanized iron/aluminum,0
Sulu,PH156600000,Siundoh,PH156612058,Wall,142,Galvanized iron/aluminum,1
Sulu,PH156600000,Siowing,PH156612059,Wall,212,Galvanized iron/aluminum,0
Sulu,PH156600000,Sipanding,PH156612060,Wall,234,Galvanized iron/aluminum,0
Sulu,PH156600000,Sisangat,PH156612061,Wall,168,Galvanized iron/aluminum,0
Sulu,PH156600000,South Musu Laud,PH156612065,Wall,112,Galvanized iron/aluminum,0
Sulu,PH156600000,South Silumpak,PH156612066,Wall,211,Galvanized iron/aluminum,0
Sulu,PH156600000,Southwestern Bulikullul,PH156612067,Wall,111,Galvanized iron/aluminum,0
Sulu,PH156600000,Subah Buaya,PH156612069,Wall,545,Galvanized iron/aluminum,0
Sulu,PH156600000,Tampakan Laminusa,PH156612070,Wall,250,Galvanized iron/aluminum,0
Sulu,PH156600000,Tengah Laminusa,PH156612071,Wall,231,Galvanized iron/aluminum,0
Sulu,PH156600000,Tong Laminusa,PH156612072,Wall,572,Galvanized iron/aluminum,1
Sulu,PH156600000,Tong-tong,PH156612073,Wall,293,Galvanized iron/aluminum,2
Sulu,PH156600000,Tonglabah,PH156612074,Wall,167,Galvanized iron/aluminum,1
Sulu,PH156600000,Tubig Kutah,PH156612075,Wall,172,Galvanized iron/aluminum,1
Sulu,PH156600000,Tulling,PH156612076,Wall,493,Galvanized iron/aluminum,1
Sulu,PH156600000,Puukan Laminusa,PH156612080,Wall,135,Galvanized iron/aluminum,0
Sulu,PH156600000,Andalan,PH156613001,Wall,312,Galvanized iron/aluminum,1
Sulu,PH156600000,Bagsak,PH156613002,Wall,269,Galvanized iron/aluminum,4
Sulu,PH156600000,Bandang,PH156613003,Wall,273,Galvanized iron/aluminum,0
Sulu,PH156600000,Bilaan (Pob.),PH156613004,Wall,534,Galvanized iron/aluminum,0
Sulu,PH156600000,Bud Bunga,PH156613007,Wall,253,Galvanized iron/aluminum,2
Sulu,PH156600000,Buntod,PH156613008,Wall,400,Galvanized iron/aluminum,0
Sulu,PH156600000,Buroh,PH156613009,Wall,171,Galvanized iron/aluminum,0
Sulu,PH156600000,Dalih,PH156613010,Wall,235,Galvanized iron/aluminum,0
Sulu,PH156600000,Gata,PH156613011,Wall,225,Galvanized iron/aluminum,0
Sulu,PH156600000,Kabatuhan Tiis,PH156613014,Wall,235,Galvanized iron/aluminum,0
Sulu,PH156600000,Kabungkol,PH156613015,Wall,189,Galvanized iron/aluminum,0
Sulu,PH156600000,Kagay,PH156613016,Wall,236,Galvanized iron/aluminum,11
Sulu,PH156600000,Kahawa,PH156613017,Wall,223,Galvanized iron/aluminum,5
Sulu,PH156600000,Kandaga,PH156613018,Wall,166,Galvanized iron/aluminum,0
Sulu,PH156600000,Kanlibot,PH156613019,Wall,300,Galvanized iron/aluminum,0
Sulu,PH156600000,Kiutaan,PH156613020,Wall,233,Galvanized iron/aluminum,0
Sulu,PH156600000,Kuhaw,PH156613021,Wall,277,Galvanized iron/aluminum,0
Sulu,PH156600000,Kulamboh,PH156613023,Wall,221,Galvanized iron/aluminum,2
Sulu,PH156600000,Kuttong,PH156613024,Wall,164,Galvanized iron/aluminum,0
Sulu,PH156600000,Lagtoh,PH156613025,Wall,237,Galvanized iron/aluminum,0
Sulu,PH156600000,Lambanah,PH156613026,Wall,220,Galvanized iron/aluminum,0
Sulu,PH156600000,Liban,PH156613027,Wall,259,Galvanized iron/aluminum,0
Sulu,PH156600000,Liu-Bud Pantao,PH156613028,Wall,165,Galvanized iron/aluminum,0
Sulu,PH156600000,Lower Binuang,PH156613029,Wall,185,Galvanized iron/aluminum,2
Sulu,PH156600000,Lower Kamuntayan,PH156613030,Wall,176,Galvanized iron/aluminum,2
Sulu,PH156600000,Lower Laus,PH156613031,Wall,175,Galvanized iron/aluminum,0
Sulu,PH156600000,Lower Sinumaan,PH156613032,Wall,295,Galvanized iron/aluminum,0
Sulu,PH156600000,Lower Talipao,PH156613033,Wall,231,Galvanized iron/aluminum,1
Sulu,PH156600000,Lumbayao,PH156613035,Wall,226,Galvanized iron/aluminum,0
Sulu,PH156600000,Lumping Pigih Daho,PH156613036,Wall,206,Galvanized iron/aluminum,0
Sulu,PH156600000,Lungkiaban,PH156613037,Wall,300,Galvanized iron/aluminum,0
Sulu,PH156600000,Mabahay,PH156613038,Wall,211,Galvanized iron/aluminum,8
Sulu,PH156600000,Mahala,PH156613039,Wall,259,Galvanized iron/aluminum,2
Sulu,PH156600000,Mampallam,PH156613040,Wall,264,Galvanized iron/aluminum,2
Sulu,PH156600000,Marsada,PH156613041,Wall,249,Galvanized iron/aluminum,0
Sulu,PH156600000,Mauboh,PH156613042,Wall,210,Galvanized iron/aluminum,0
Sulu,PH156600000,Mungit-mungit,PH156613043,Wall,236,Galvanized iron/aluminum,2
Sulu,PH156600000,Niog-Sangahan,PH156613044,Wall,182,Galvanized iron/aluminum,0
Sulu,PH156600000,Pantao,PH156613045,Wall,256,Galvanized iron/aluminum,0
Sulu,PH156600000,Samak,PH156613047,Wall,184,Galvanized iron/aluminum,0
Sulu,PH156600000,Talipao Proper,PH156613048,Wall,271,Galvanized iron/aluminum,2
Sulu,PH156600000,Tampakan,PH156613049,Wall,240,Galvanized iron/aluminum,0
Sulu,PH156600000,Tiis,PH156613051,Wall,261,Galvanized iron/aluminum,0
Sulu,PH156600000,Tinggah,PH156613052,Wall,184,Galvanized iron/aluminum,1
Sulu,PH156600000,Tubod,PH156613053,Wall,204,Galvanized iron/aluminum,0
Sulu,PH156600000,Tuyang,PH156613054,Wall,321,Galvanized iron/aluminum,0
Sulu,PH156600000,Upper Kamuntayan,PH156613055,Wall,180,Galvanized iron/aluminum,0
Sulu,PH156600000,Upper Laus,PH156613056,Wall,142,Galvanized iron/aluminum,1
Sulu,PH156600000,Upper Sinumaan,PH156613057,Wall,174,Galvanized iron/aluminum,0
Sulu,PH156600000,Upper Talipao,PH156613058,Wall,140,Galvanized iron/aluminum,7
Sulu,PH156600000,Kabatuhan Bilaan,PH156613059,Wall,208,Galvanized iron/aluminum,0
Sulu,PH156600000,Upper Binuang,PH156613060,Wall,223,Galvanized iron/aluminum,4
Sulu,PH156600000,Banting,PH156614003,Wall,113,Galvanized iron/aluminum,0
Sulu,PH156600000,Hawan,PH156614010,Wall,234,Galvanized iron/aluminum,0
Sulu,PH156600000,Alu-Kabingaan,PH156614013,Wall,234,Galvanized iron/aluminum,0
Sulu,PH156600000,Kalang (Pob.),PH156614014,Wall,379,Galvanized iron/aluminum,0
Sulu,PH156600000,Kamaunggi,PH156614016,Wall,254,Galvanized iron/aluminum,1
Sulu,PH156600000,Kanmangon,PH156614017,Wall,161,Galvanized iron/aluminum,0
Sulu,PH156600000,Kanaway,PH156614018,Wall,131,Galvanized iron/aluminum,1
Sulu,PH156600000,Kaumpang,PH156614019,Wall,144,Galvanized iron/aluminum,1
Sulu,PH156600000,Pagatpat,PH156614025,Wall,204,Galvanized iron/aluminum,0
Sulu,PH156600000,Pangdan,PH156614027,Wall,333,Galvanized iron/aluminum,3
Sulu,PH156600000,Puok,PH156614028,Wall,219,Galvanized iron/aluminum,4
Sulu,PH156600000,Sayli,PH156614030,Wall,133,Galvanized iron/aluminum,1
Sulu,PH156600000,Sumambat,PH156614032,Wall,116,Galvanized iron/aluminum,0
Sulu,PH156600000,Tangkapaan,PH156614033,Wall,220,Galvanized iron/aluminum,0
Sulu,PH156600000,Tulakan,PH156614035,Wall,248,Galvanized iron/aluminum,1
Sulu,PH156600000,Bakkaan,PH156615001,Wall,188,Galvanized iron/aluminum,6
Sulu,PH156600000,Bangalaw,PH156615002,Wall,218,Galvanized iron/aluminum,2
Sulu,PH156600000,Danao,PH156615003,Wall,264,Galvanized iron/aluminum,6
Sulu,PH156600000,Dungon,PH156615004,Wall,607,Galvanized iron/aluminum,9
Sulu,PH156600000,Kahikukuk,PH156615005,Wall,278,Galvanized iron/aluminum,5
Sulu,PH156600000,Luuk (Pob.),PH156615006,Wall,235,Galvanized iron/aluminum,4
Sulu,PH156600000,North Paarol,PH156615007,Wall,230,Galvanized iron/aluminum,4
Sulu,PH156600000,Sigumbal,PH156615009,Wall,205,Galvanized iron/aluminum,1
Sulu,PH156600000,South Paarol,PH156615010,Wall,499,Galvanized iron/aluminum,17
Sulu,PH156600000,Tabialan,PH156615011,Wall,350,Galvanized iron/aluminum,2
Sulu,PH156600000,Tainga-Bakkao,PH156615012,Wall,336,Galvanized iron/aluminum,0
Sulu,PH156600000,Tambun-bun,PH156615013,Wall,230,Galvanized iron/aluminum,4
Sulu,PH156600000,Tinutungan,PH156615014,Wall,266,Galvanized iron/aluminum,0
Sulu,PH156600000,Tattalan,PH156615015,Wall,278,Galvanized iron/aluminum,0
Sulu,PH156600000,Gagguil,PH156616001,Wall,241,Galvanized iron/aluminum,8
Sulu,PH156600000,Gata-gata,PH156616002,Wall,310,Galvanized iron/aluminum,0
Sulu,PH156600000,Kamih-Pungud,PH156616003,Wall,234,Galvanized iron/aluminum,4
Sulu,PH156600000,Lihbug Kabaw,PH156616004,Wall,269,Galvanized iron/aluminum,2
Sulu,PH156600000,Lubuk-lubuk,PH156616005,Wall,331,Galvanized iron/aluminum,97
Sulu,PH156600000,Pandakan,PH156616006,Wall,505,Galvanized iron/aluminum,0
Sulu,PH156600000,Punay (Pob.),PH156616007,Wall,1005,Galvanized iron/aluminum,3
Sulu,PH156600000,Tiptipon,PH156616008,Wall,270,Galvanized iron/aluminum,7
Sulu,PH156600000,Jinggan,PH156616009,Wall,259,Galvanized iron/aluminum,0
Sulu,PH156600000,Likbah,PH156616010,Wall,231,Galvanized iron/aluminum,0
Sulu,PH156600000,Marsada,PH156616011,Wall,179,Galvanized iron/aluminum,0
Sulu,PH156600000,Paiksa,PH156616012,Wall,230,Galvanized iron/aluminum,0
Sulu,PH156600000,Alu Bus-Bus,PH156617001,Wall,555,Galvanized iron/aluminum,1
Sulu,PH156600000,Alu-Duyong,PH156617002,Wall,604,Galvanized iron/aluminum,1
Sulu,PH156600000,Bas Lugus,PH156617003,Wall,157,Galvanized iron/aluminum,0
Sulu,PH156600000,Gapas Rugasan,PH156617004,Wall,262,Galvanized iron/aluminum,0
Sulu,PH156600000,Gapas Tubig Tuwak,PH156617005,Wall,141,Galvanized iron/aluminum,0
Sulu,PH156600000,Huwit-huwit Proper,PH156617006,Wall,105,Galvanized iron/aluminum,0
Sulu,PH156600000,Huwit-huwit Bas Nonok,PH156617007,Wall,120,Galvanized iron/aluminum,0
Sulu,PH156600000,Kutah Parang,PH156617008,Wall,147,Galvanized iron/aluminum,0
Sulu,PH156600000,Laha,PH156617009,Wall,222,Galvanized iron/aluminum,0
Sulu,PH156600000,Larap,PH156617010,Wall,107,Galvanized iron/aluminum,0
Sulu,PH156600000,Lugus Proper,PH156617011,Wall,121,Galvanized iron/aluminum,0
Sulu,PH156600000,Mangkallay,PH156617012,Wall,223,Galvanized iron/aluminum,0
Sulu,PH156600000,Mantan,PH156617013,Wall,162,Galvanized iron/aluminum,0
Sulu,PH156600000,Pait,PH156617014,Wall,276,Galvanized iron/aluminum,0
Sulu,PH156600000,Parian Kayawan,PH156617015,Wall,248,Galvanized iron/aluminum,0
Sulu,PH156600000,Sibul,PH156617016,Wall,200,Galvanized iron/aluminum,0
Sulu,PH156600000,Tingkangan,PH156617017,Wall,181,Galvanized iron/aluminum,0
Sulu,PH156600000,Baligtang,PH156618001,Wall,221,Galvanized iron/aluminum,1
Sulu,PH156600000,Bud Sibaud,PH156618002,Wall,202,Galvanized iron/aluminum,0
Sulu,PH156600000,Hambilan,PH156618003,Wall,725,Galvanized iron/aluminum,1
Sulu,PH156600000,Kabbon,PH156618004,Wall,164,Galvanized iron/aluminum,29
Sulu,PH156600000,Lahi,PH156618005,Wall,284,Galvanized iron/aluminum,6
Sulu,PH156600000,Lapak,PH156618006,Wall,330,Galvanized iron/aluminum,0
Sulu,PH156600000,Malanta,PH156618007,Wall,223,Galvanized iron/aluminum,1
Sulu,PH156600000,Mamanok,PH156618008,Wall,140,Galvanized iron/aluminum,0
Sulu,PH156600000,North Manubul,PH156618009,Wall,615,Galvanized iron/aluminum,0
Sulu,PH156600000,Parian Dakula,PH156618010,Wall,427,Galvanized iron/aluminum,2
Sulu,PH156600000,Sibaud Proper,PH156618011,Wall,150,Galvanized iron/aluminum,6
Sulu,PH156600000,Siganggang,PH156618012,Wall,506,Galvanized iron/aluminum,0
Sulu,PH156600000,South Manubul,PH156618013,Wall,173,Galvanized iron/aluminum,0
Sulu,PH156600000,Suba-suba,PH156618014,Wall,448,Galvanized iron/aluminum,5
Sulu,PH156600000,Tenga Manubul,PH156618015,Wall,161,Galvanized iron/aluminum,0
Sulu,PH156600000,Laud Sibaud,PH156618016,Wall,101,Galvanized iron/aluminum,0
Sulu,PH156600000,Andalan,PH156619001,Wall,296,Galvanized iron/aluminum,0
Sulu,PH156600000,Angilan,PH156619002,Wall,482,Galvanized iron/aluminum,0
Sulu,PH156600000,Capual Island,PH156619003,Wall,1108,Galvanized iron/aluminum,1
Sulu,PH156600000,Huwit-huwit,PH156619004,Wall,440,Galvanized iron/aluminum,2
Sulu,PH156600000,Lahing-Lahing,PH156619005,Wall,510,Galvanized iron/aluminum,0
Sulu,PH156600000,Niangkaan,PH156619006,Wall,682,Galvanized iron/aluminum,0
Sulu,PH156600000,Sucuban,PH156619007,Wall,444,Galvanized iron/aluminum,1
Sulu,PH156600000,Tangkuan,PH156619008,Wall,405,Galvanized iron/aluminum,2
Tawi-Tawi,PH157000000,Balimbing Proper,PH157001001,Wall,701,Galvanized iron/aluminum,5
Tawi-Tawi,PH157000000,Batu-batu (Pob.),PH157001002,Wall,519,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Buan,PH157001003,Wall,534,Galvanized iron/aluminum,5
Tawi-Tawi,PH157000000,Dungon,PH157001004,Wall,269,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Luuk Buntal,PH157001005,Wall,214,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Parangan,PH157001007,Wall,299,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tabunan,PH157001008,Wall,147,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tungbangkaw,PH157001009,Wall,494,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bauno Garing,PH157001010,Wall,332,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Belatan Halu,PH157001011,Wall,501,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Karaha,PH157001012,Wall,270,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Kulape,PH157001013,Wall,370,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Liyaburan,PH157001014,Wall,352,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Magsaggaw,PH157001015,Wall,473,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Malacca,PH157001016,Wall,280,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Sumangday,PH157001017,Wall,363,Galvanized iron/aluminum,4
Tawi-Tawi,PH157000000,Tundon,PH157001018,Wall,315,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Ipil,PH157002005,Wall,160,Galvanized iron/aluminum,5
Tawi-Tawi,PH157000000,Kamagong,PH157002006,Wall,165,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Karungdong,PH157002007,Wall,339,Galvanized iron/aluminum,2
Tawi-Tawi,PH157000000,Lakit Lakit,PH157002009,Wall,176,Galvanized iron/aluminum,2
Tawi-Tawi,PH157000000,Lamion,PH157002010,Wall,1040,Galvanized iron/aluminum,2
Tawi-Tawi,PH157000000,Lapid Lapid,PH157002012,Wall,383,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Lato Lato,PH157002013,Wall,156,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Luuk Pandan,PH157002014,Wall,416,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Luuk Tulay,PH157002015,Wall,198,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Malassa,PH157002016,Wall,202,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Mandulan,PH157002017,Wall,377,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Masantong,PH157002018,Wall,181,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Montay Montay,PH157002019,Wall,221,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pababag,PH157002021,Wall,219,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pagasinan,PH157002022,Wall,272,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pahut,PH157002023,Wall,304,Galvanized iron/aluminum,3
Tawi-Tawi,PH157000000,Pakias,PH157002024,Wall,245,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Paniongan,PH157002025,Wall,140,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pasiagan,PH157002026,Wall,592,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bongao Poblacion,PH157002027,Wall,1983,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Sanga-sanga,PH157002030,Wall,597,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Silubog,PH157002031,Wall,259,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Simandagit,PH157002033,Wall,1558,Galvanized iron/aluminum,2
Tawi-Tawi,PH157000000,Sumangat,PH157002034,Wall,136,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tarawakan,PH157002037,Wall,472,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tongsinah,PH157002040,Wall,185,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tubig Basag,PH157002042,Wall,229,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Ungus-ungus,PH157002043,Wall,138,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Lagasan,PH157002044,Wall,148,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Nalil,PH157002045,Wall,693,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pagatpat,PH157002046,Wall,162,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pag-asa,PH157002047,Wall,1083,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tubig Tanah,PH157002048,Wall,904,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tubig-Boh,PH157002049,Wall,1209,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tubig-Mampallam,PH157002050,Wall,997,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Boki,PH157003001,Wall,262,Galvanized iron/aluminum,16
Tawi-Tawi,PH157000000,Duhul Batu,PH157003002,Wall,244,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Kompang,PH157003003,Wall,161,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Lupa Pula (Pob.),PH157003004,Wall,356,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Guppah,PH157003005,Wall,327,Galvanized iron/aluminum,4
Tawi-Tawi,PH157000000,Mahalo,PH157003006,Wall,329,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Pawan,PH157003007,Wall,237,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Sikub,PH157003008,Wall,230,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tabulian,PH157003009,Wall,115,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tanduan,PH157003010,Wall,184,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Umus Mataha,PH157003012,Wall,394,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Erok-erok,PH157003013,Wall,273,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Liyubud,PH157003014,Wall,515,Galvanized iron/aluminum,5
Tawi-Tawi,PH157000000,Lubbak Parang,PH157003015,Wall,164,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Sapa,PH157003016,Wall,217,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bakong,PH157004001,Wall,322,Galvanized iron/aluminum,16
Tawi-Tawi,PH157000000,Manuk Mangkaw,PH157004002,Wall,376,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Mongkay,PH157004003,Wall,111,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tampakan (Pob.),PH157004004,Wall,141,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tonggosong,PH157004005,Wall,113,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Tubig Indangan,PH157004006,Wall,582,Galvanized iron/aluminum,4
Tawi-Tawi,PH157000000,Ubol,PH157004007,Wall,76,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Doh-Tong,PH157004008,Wall,177,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Luuk Datan,PH157004009,Wall,172,Galvanized iron/aluminum,6
Tawi-Tawi,PH157000000,Maruwa,PH157004010,Wall,126,Galvanized iron/aluminum,4
Tawi-Tawi,PH157000000,Pagasinan,PH157004011,Wall,84,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Panglima Mastul,PH157004012,Wall,235,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Sukah-Bulan,PH157004013,Wall,113,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Timundon,PH157004014,Wall,525,Galvanized iron/aluminum,0
,,Bagid,PH157004015,Wall,52,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,South Larap (Larap),PH157005001,Wall,207,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Sitangkai Poblacion,PH157005004,Wall,707,Galvanized iron/aluminum,4
Tawi-Tawi,PH157000000,Tongmageng,PH157005010,Wall,314,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Tongusong,PH157005012,Wall,484,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Datu Baguinda Putih,PH157005016,Wall,446,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Imam Sapie,PH157005021,Wall,654,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,North Larap,PH157005022,Wall,477,Galvanized iron/aluminum,2
Tawi-Tawi,PH157000000,Panglima Alari,PH157005023,Wall,1004,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Sipangkot,PH157005025,Wall,1038,Galvanized iron/aluminum,1
Tawi-Tawi,PH157000000,Babagan,PH157006001,Wall,122,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bengkol,PH157006005,Wall,156,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bintawlan,PH157006006,Wall,185,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bohe,PH157006007,Wall,166,Galvanized iron/aluminum,0
Tawi-Tawi,PH157000000,Bubuan,PH157006008,Wall,96,Galvanized iron/aluminum,0
