Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Category,Total Occupied Housing Units,Material,Value
Lanao Del Sur,PH153600000,Condaraan Pob. (Condaraan Dimadap),PH153604012,Roof,55,Trapal,0
Lanao Del Sur,PH153600000,Cormatan,PH153604013,Roof,32,Trapal,0
Lanao Del Sur,PH153600000,Ilian,PH153604014,Roof,37,Trapal,0
Lanao Del Sur,PH153600000,Lalapung Proper (Pob.),PH153604015,Roof,64,Trapal,0
Lanao Del Sur,PH153600000,Bubong Lilod,PH153604017,Roof,93,Trapal,0
Lanao Del Sur,PH153600000,Linao,PH153604018,Roof,70,Trapal,0
Lanao Del Sur,PH153600000,Linuk (Pob.),PH153604019,Roof,75,Trapal,0
Lanao Del Sur,PH153600000,Liong,PH153604020,Roof,29,Trapal,0
Lanao Del Sur,PH153600000,Lumbac,PH153604021,Roof,33,Trapal,0
Lanao Del Sur,PH153600000,Mimbalawag,PH153604022,Roof,35,Trapal,0
Lanao Del Sur,PH153600000,Maliwanag,PH153604024,Roof,106,Trapal,0
Lanao Del Sur,PH153600000,Mapantao,PH153604025,Roof,42,Trapal,0
Lanao Del Sur,PH153600000,Cadingilan Occidental,PH153604027,Roof,64,Trapal,0
Lanao Del Sur,PH153600000,Cadingilan Oriental,PH153604028,Roof,39,Trapal,0
Lanao Del Sur,PH153600000,Palao,PH153604030,Roof,41,Trapal,0
Lanao Del Sur,PH153600000,Pama-an,PH153604031,Roof,36,Trapal,0
Lanao Del Sur,PH153600000,Pamacotan,PH153604032,Roof,32,Trapal,0
Lanao Del Sur,PH153600000,Pantar,PH153604033,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Parao,PH153604034,Roof,96,Trapal,0
Lanao Del Sur,PH153600000,Patong,PH153604035,Roof,25,Trapal,0
Lanao Del Sur,PH153600000,Porotan,PH153604036,Roof,33,Trapal,0
Lanao Del Sur,PH153600000,Rantian,PH153604037,Roof,73,Trapal,0
Lanao Del Sur,PH153600000,Raya Cadayonan,PH153604038,Roof,40,Trapal,0
Lanao Del Sur,PH153600000,Rinabor (Pob.),PH153604039,Roof,81,Trapal,0
Lanao Del Sur,PH153600000,Sapa,PH153604040,Roof,65,Trapal,0
Lanao Del Sur,PH153600000,Samporna (Pob.),PH153604041,Roof,33,Trapal,0
Lanao Del Sur,PH153600000,Silid,PH153604042,Roof,48,Trapal,0
Lanao Del Sur,PH153600000,Sugod,PH153604043,Roof,40,Trapal,0
Lanao Del Sur,PH153600000,Sultan Pandapatan,PH153604044,Roof,82,Trapal,0
Lanao Del Sur,PH153600000,Sumbag (Pob.),PH153604045,Roof,71,Trapal,0
Lanao Del Sur,PH153600000,Tagoranao,PH153604046,Roof,64,Trapal,0
Lanao Del Sur,PH153600000,Tangcal,PH153604047,Roof,63,Trapal,0
Lanao Del Sur,PH153600000,Tangcal Proper (Pob.),PH153604048,Roof,66,Trapal,0
Lanao Del Sur,PH153600000,Tuca (Pob.),PH153604049,Roof,48,Trapal,0
Lanao Del Sur,PH153600000,Tomarompong,PH153604050,Roof,62,Trapal,0
Lanao Del Sur,PH153600000,Tomongcal Ligi,PH153604051,Roof,37,Trapal,0
Lanao Del Sur,PH153600000,Torogan,PH153604052,Roof,16,Trapal,0
Lanao Del Sur,PH153600000,Lalapung Upper,PH153604053,Roof,65,Trapal,0
Lanao Del Sur,PH153600000,Gandamato,PH153604054,Roof,44,Trapal,0
Lanao Del Sur,PH153600000,Bubong Raya,PH153604055,Roof,48,Trapal,0
Lanao Del Sur,PH153600000,Poblacion (Bayang),PH153604056,Roof,54,Trapal,0
Lanao Del Sur,PH153600000,Badak,PH153605001,Roof,88,Trapal,0
Lanao Del Sur,PH153600000,Baguiangun,PH153605002,Roof,118,Trapal,0
Lanao Del Sur,PH153600000,Balut Maito,PH153605003,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Basak,PH153605004,Roof,208,Trapal,0
Lanao Del Sur,PH153600000,Bubong,PH153605005,Roof,53,Trapal,0
Lanao Del Sur,PH153600000,Bubonga-Ranao,PH153605006,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Dansalan Dacsula,PH153605009,Roof,115,Trapal,0
Lanao Del Sur,PH153600000,Ingud,PH153605010,Roof,105,Trapal,0
Lanao Del Sur,PH153600000,Kialilidan,PH153605011,Roof,138,Trapal,0
Lanao Del Sur,PH153600000,Lumbac,PH153605012,Roof,112,Trapal,0
Lanao Del Sur,PH153600000,Macaguiling,PH153605014,Roof,96,Trapal,0
Lanao Del Sur,PH153600000,Madaya,PH153605015,Roof,107,Trapal,0
Lanao Del Sur,PH153600000,Magonaya,PH153605016,Roof,140,Trapal,0
Lanao Del Sur,PH153600000,Maindig,PH153605017,Roof,51,Trapal,0
Lanao Del Sur,PH153600000,Masolun,PH153605018,Roof,63,Trapal,0
Lanao Del Sur,PH153600000,Olama,PH153605019,Roof,161,Trapal,0
Lanao Del Sur,PH153600000,Pagalamatan (Pob.),PH153605020,Roof,162,Trapal,0
Lanao Del Sur,PH153600000,Pantar,PH153605021,Roof,65,Trapal,0
Lanao Del Sur,PH153600000,Picalilangan,PH153605022,Roof,113,Trapal,0
Lanao Del Sur,PH153600000,Picotaan,PH153605023,Roof,126,Trapal,0
Lanao Del Sur,PH153600000,Pindolonan,PH153605024,Roof,76,Trapal,0
Lanao Del Sur,PH153600000,Poblacion,PH153605025,Roof,221,Trapal,0
Lanao Del Sur,PH153600000,Soldaroro,PH153605028,Roof,113,Trapal,0
Lanao Del Sur,PH153600000,Tambac,PH153605030,Roof,76,Trapal,0
Lanao Del Sur,PH153600000,Timbangan,PH153605033,Roof,84,Trapal,0
Lanao Del Sur,PH153600000,Tuca,PH153605034,Roof,48,Trapal,0
Lanao Del Sur,PH153600000,Bagoaingud,PH153606002,Roof,20,Trapal,0
Lanao Del Sur,PH153600000,Bansayan,PH153606003,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Basingan,PH153606004,Roof,152,Trapal,0
Lanao Del Sur,PH153600000,Batangan,PH153606005,Roof,110,Trapal,0
Lanao Del Sur,PH153600000,Bualan,PH153606006,Roof,65,Trapal,0
Lanao Del Sur,PH153600000,Poblacion (Bubong),PH153606007,Roof,55,Trapal,0
Lanao Del Sur,PH153600000,Bubonga Didagun,PH153606008,Roof,53,Trapal,0
Lanao Del Sur,PH153600000,Carigongan,PH153606011,Roof,78,Trapal,0
Lanao Del Sur,PH153600000,Bacolod,PH153606012,Roof,55,Trapal,0
Lanao Del Sur,PH153600000,Dilabayan,PH153606014,Roof,109,Trapal,0
Lanao Del Sur,PH153600000,Dimapatoy,PH153606015,Roof,55,Trapal,0
Lanao Del Sur,PH153600000,Dimayon Proper,PH153606017,Roof,17,Trapal,0
Lanao Del Sur,PH153600000,Diolangan,PH153606019,Roof,33,Trapal,0
Lanao Del Sur,PH153600000,Guiguikun,PH153606022,Roof,40,Trapal,0
Lanao Del Sur,PH153600000,Dibarosan,PH153606023,Roof,26,Trapal,0
Lanao Del Sur,PH153600000,Madanding,PH153606027,Roof,69,Trapal,0
Lanao Del Sur,PH153600000,Malungun,PH153606028,Roof,30,Trapal,0
Lanao Del Sur,PH153600000,Masorot,PH153606030,Roof,42,Trapal,0
Lanao Del Sur,PH153600000,Matampay Dimarao,PH153606031,Roof,79,Trapal,0
Lanao Del Sur,PH153600000,Miabalawag,PH153606032,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Montiaan,PH153606033,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Pagayawan,PH153606035,Roof,41,Trapal,0
Lanao Del Sur,PH153600000,Palao,PH153606037,Roof,87,Trapal,1
Lanao Del Sur,PH153600000,Panalawan,PH153606038,Roof,76,Trapal,0
Lanao Del Sur,PH153600000,Pantar,PH153606039,Roof,95,Trapal,0
Lanao Del Sur,PH153600000,Pendogoan,PH153606041,Roof,134,Trapal,0
Lanao Del Sur,PH153600000,Polayagan,PH153606045,Roof,19,Trapal,0
Lanao Del Sur,PH153600000,Ramain Bubong,PH153606048,Roof,57,Trapal,0
Lanao Del Sur,PH153600000,Rogero,PH153606049,Roof,132,Trapal,0
Lanao Del Sur,PH153600000,Salipongan,PH153606051,Roof,41,Trapal,0
Lanao Del Sur,PH153600000,Sunggod,PH153606052,Roof,78,Trapal,0
Lanao Del Sur,PH153600000,Taboro,PH153606053,Roof,62,Trapal,0
Lanao Del Sur,PH153600000,Dalaon,PH153606054,Roof,19,Trapal,0
Lanao Del Sur,PH153600000,Dimayon,PH153606058,Roof,16,Trapal,0
Lanao Del Sur,PH153600000,Pindolonan,PH153606059,Roof,49,Trapal,0
Lanao Del Sur,PH153600000,Punud,PH153606060,Roof,71,Trapal,0
Lanao Del Sur,PH153600000,Butig Proper,PH153607012,Roof,130,Trapal,0
Lanao Del Sur,PH153600000,Cabasaran,PH153607013,Roof,89,Trapal,0
Lanao Del Sur,PH153600000,Coloyan Tambo,PH153607016,Roof,173,Trapal,0
Lanao Del Sur,PH153600000,Dilimbayan,PH153607019,Roof,95,Trapal,0
Lanao Del Sur,PH153600000,Dolangan,PH153607022,Roof,75,Trapal,0
Lanao Del Sur,PH153600000,Pindolonan,PH153607041,Roof,146,Trapal,0
Lanao Del Sur,PH153600000,Bayabao Poblacion,PH153607044,Roof,297,Trapal,0
Lanao Del Sur,PH153600000,Poktan,PH153607045,Roof,93,Trapal,0
Lanao Del Sur,PH153600000,Ragayan,PH153607046,Roof,177,Trapal,0
Lanao Del Sur,PH153600000,Raya,PH153607047,Roof,146,Trapal,0
Lanao Del Sur,PH153600000,Samer,PH153607051,Roof,139,Trapal,0
Lanao Del Sur,PH153600000,Sandab Madaya,PH153607052,Roof,536,Trapal,0
Lanao Del Sur,PH153600000,Sundig,PH153607056,Roof,148,Trapal,0
Lanao Del Sur,PH153600000,Tiowi,PH153607060,Roof,74,Trapal,0
Lanao Del Sur,PH153600000,Timbab,PH153607062,Roof,73,Trapal,0
Lanao Del Sur,PH153600000,Malungun,PH153607063,Roof,100,Trapal,0
Lanao Del Sur,PH153600000,Bagoaingud,PH153609001,Roof,74,Trapal,0
Lanao Del Sur,PH153600000,Balintad,PH153609002,Roof,86,Trapal,0
Lanao Del Sur,PH153600000,Barit,PH153609003,Roof,76,Trapal,0
Lanao Del Sur,PH153600000,Bato Batoray,PH153609004,Roof,62,Trapal,0
Lanao Del Sur,PH153600000,Campong a Raya,PH153609005,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Gadongan,PH153609006,Roof,78,Trapal,0
Lanao Del Sur,PH153600000,Gui,PH153609007,Roof,29,Trapal,0
Lanao Del Sur,PH153600000,Linuk,PH153609009,Roof,27,Trapal,0
Lanao Del Sur,PH153600000,Lumbac,PH153609010,Roof,81,Trapal,0
Lanao Del Sur,PH153600000,Macabao,PH153609011,Roof,94,Trapal,0
Lanao Del Sur,PH153600000,Macaguiling,PH153609012,Roof,31,Trapal,0
Lanao Del Sur,PH153600000,Pagalongan,PH153609013,Roof,61,Trapal,0
Lanao Del Sur,PH153600000,Panggawalupa,PH153609014,Roof,36,Trapal,0
Lanao Del Sur,PH153600000,Pantaon A,PH153609015,Roof,78,Trapal,0
Lanao Del Sur,PH153600000,Para-aba,PH153609016,Roof,179,Trapal,0
Lanao Del Sur,PH153600000,Pindolonan,PH153609017,Roof,123,Trapal,0
Lanao Del Sur,PH153600000,Poblacion,PH153609018,Roof,221,Trapal,0
Lanao Del Sur,PH153600000,Baya,PH153609019,Roof,38,Trapal,0
Lanao Del Sur,PH153600000,Sogod Madaya,PH153609020,Roof,37,Trapal,0
Lanao Del Sur,PH153600000,Tabuan,PH153609021,Roof,35,Trapal,0
Lanao Del Sur,PH153600000,Taganonok,PH153609022,Roof,76,Trapal,0
Lanao Del Sur,PH153600000,Taliogon,PH153609023,Roof,119,Trapal,0
Lanao Del Sur,PH153600000,Masolun,PH153609027,Roof,56,Trapal,0
Lanao Del Sur,PH153600000,Lumbacaingud,PH153609029,Roof,45,Trapal,0
Lanao Del Sur,PH153600000,Sekun Matampay,PH153609030,Roof,103,Trapal,0
Lanao Del Sur,PH153600000,Dapaan,PH153609031,Roof,68,Trapal,0
Lanao Del Sur,PH153600000,Balintad A,PH153609032,Roof,97,Trapal,0
Lanao Del Sur,PH153600000,Barorao,PH153609033,Roof,44,Trapal,0
Lanao Del Sur,PH153600000,Campong Sabela,PH153609034,Roof,68,Trapal,0
Lanao Del Sur,PH153600000,Pangadapun,PH153609051,Roof,86,Trapal,0
Lanao Del Sur,PH153600000,Pantaon,PH153609052,Roof,73,Trapal,0
Lanao Del Sur,PH153600000,Pamalian,PH153609053,Roof,51,Trapal,0
Lanao Del Sur,PH153600000,Cormatan,PH153610003,Roof,109,Trapal,0
Lanao Del Sur,PH153600000,Dimagaling (Dimagalin Proper),PH153610007,Roof,50,Trapal,0
Lanao Del Sur,PH153600000,Dimunda,PH153610008,Roof,166,Trapal,0
Lanao Del Sur,PH153600000,Doronan,PH153610009,Roof,79,Trapal,0
Lanao Del Sur,PH153600000,Poblacion (Kapai Proper),PH153610012,Roof,59,Trapal,0
Lanao Del Sur,PH153600000,Malna Proper,PH153610017,Roof,75,Trapal,0
Lanao Del Sur,PH153600000,Pagalongan,PH153610018,Roof,56,Trapal,0
Lanao Del Sur,PH153600000,Parao,PH153610019,Roof,111,Trapal,0
Lanao Del Sur,PH153600000,Kasayanan,PH153610025,Roof,67,Trapal,0
Lanao Del Sur,PH153600000,Kasayanan West,PH153610026,Roof,66,Trapal,0
Lanao Del Sur,PH153600000,Dilabayan,PH153610029,Roof,75,Trapal,0
Lanao Del Sur,PH153600000,Dilimbayan,PH153610030,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Kibolos,PH153610031,Roof,30,Trapal,0
Lanao Del Sur,PH153600000,Kining,PH153610032,Roof,80,Trapal,0
Lanao Del Sur,PH153600000,Pindolonan,PH153610033,Roof,243,Trapal,0
Lanao Del Sur,PH153600000,Babayog,PH153610034,Roof,34,Trapal,0
Lanao Del Sur,PH153600000,Gadongan,PH153610035,Roof,71,Trapal,0
Lanao Del Sur,PH153600000,Lidasan,PH153610036,Roof,140,Trapal,0
Lanao Del Sur,PH153600000,Macadar,PH153610037,Roof,38,Trapal,0
Lanao Del Sur,PH153600000,Pantaon,PH153610038,Roof,115,Trapal,0
Lanao Del Sur,PH153600000,Bacolod I,PH153611003,Roof,61,Trapal,0
Lanao Del Sur,PH153600000,Bacolod II,PH153611004,Roof,104,Trapal,0
Lanao Del Sur,PH153600000,Bantayao,PH153611008,Roof,77,Trapal,0
Lanao Del Sur,PH153600000,Barit,PH153611009,Roof,47,Trapal,0
Lanao Del Sur,PH153600000,Baugan,PH153611011,Roof,56,Trapal,0
Lanao Del Sur,PH153600000,Buad Lumbac,PH153611019,Roof,61,Trapal,0
Lanao Del Sur,PH153600000,Cabasaran,PH153611020,Roof,96,Trapal,0
Lanao Del Sur,PH153600000,Calilangan,PH153611021,Roof,36,Trapal,0
Lanao Del Sur,PH153600000,Carandangan-Mipaga,PH153611026,Roof,77,Trapal,0
Lanao Del Sur,PH153600000,Cormatan Langban,PH153611027,Roof,89,Trapal,0
Lanao Del Sur,PH153600000,Dialongana,PH153611031,Roof,97,Trapal,0
Lanao Del Sur,PH153600000,Dilindongan-Cadayonan,PH153611035,Roof,155,Trapal,0
Lanao Del Sur,PH153600000,Gadongan,PH153611039,Roof,87,Trapal,0
Lanao Del Sur,PH153600000,Galawan,PH153611040,Roof,82,Trapal,0
Lanao Del Sur,PH153600000,Gambai,PH153611041,Roof,68,Trapal,0
Lanao Del Sur,PH153600000,Kasola,PH153611044,Roof,46,Trapal,0
Lanao Del Sur,PH153600000,Lalangitun,PH153611046,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Lama,PH153611047,Roof,212,Trapal,0
Lanao Del Sur,PH153600000,Lindongan Dialongana,PH153611052,Roof,110,Trapal,0
Lanao Del Sur,PH153600000,Lobo Basara,PH153611054,Roof,63,Trapal,0
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153611055,Roof,60,Trapal,0
Lanao Del Sur,PH153600000,Macaguiling,PH153611058,Roof,120,Trapal,0
Lanao Del Sur,PH153600000,Mapantao,PH153611065,Roof,283,Trapal,0
Lanao Del Sur,PH153600000,Mapoling,PH153611066,Roof,36,Trapal,0
Lanao Del Sur,PH153600000,Pagayawan,PH153611070,Roof,46,Trapal,0
Lanao Del Sur,PH153600000,Maribo (Pob.),PH153611077,Roof,155,Trapal,0
Lanao Del Sur,PH153600000,Posudaragat,PH153611078,Roof,67,Trapal,0
Lanao Del Sur,PH153600000,Rumayas,PH153611079,Roof,93,Trapal,0
Lanao Del Sur,PH153600000,Sabala Bantayao,PH153611081,Roof,147,Trapal,0
Lanao Del Sur,PH153600000,Salaman,PH153611082,Roof,179,Trapal,0
Lanao Del Sur,PH153600000,Salolodun Berwar,PH153611083,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Sarigidan Madiar,PH153611085,Roof,64,Trapal,0
Lanao Del Sur,PH153600000,Sunggod,PH153611089,Roof,84,Trapal,0
Lanao Del Sur,PH153600000,Taluan,PH153611091,Roof,106,Trapal,0
Lanao Del Sur,PH153600000,Tamlang,PH153611094,Roof,26,Trapal,0
Lanao Del Sur,PH153600000,Tongcopan,PH153611096,Roof,29,Trapal,0
Lanao Del Sur,PH153600000,Turogan,PH153611097,Roof,63,Trapal,0
Lanao Del Sur,PH153600000,Minaring Diladigan,PH153611098,Roof,38,Trapal,0
Lanao Del Sur,PH153600000,Alog,PH153612001,Roof,124,Trapal,0
Lanao Del Sur,PH153600000,Basayungun,PH153612008,Roof,43,Trapal,0
Lanao Del Sur,PH153600000,Buad,PH153612011,Roof,116,Trapal,0
Lanao Del Sur,PH153600000,Budi,PH153612012,Roof,76,Trapal,0
Lanao Del Sur,PH153600000,Dago-ok,PH153612017,Roof,180,Trapal,0
Lanao Del Sur,PH153600000,Dalama,PH153612018,Roof,175,Trapal,0
Lanao Del Sur,PH153600000,Dalipuga,PH153612021,Roof,41,Trapal,0
Lanao Del Sur,PH153600000,Lalapung,PH153612024,Roof,122,Trapal,0
Lanao Del Sur,PH153600000,Lumbac,PH153612028,Roof,83,Trapal,0
Lanao Del Sur,PH153600000,Lumbac Bacayawan,PH153612029,Roof,109,Trapal,0
Lanao Del Sur,PH153600000,Lunay,PH153612032,Roof,86,Trapal,0
Lanao Del Sur,PH153600000,Macadar,PH153612033,Roof,151,Trapal,0
Lanao Del Sur,PH153600000,Madaya,PH153612034,Roof,86,Trapal,0
Lanao Del Sur,PH153600000,Minanga,PH153612035,Roof,110,Trapal,0
Lanao Del Sur,PH153600000,Pantar,PH153612038,Roof,135,Trapal,0
Lanao Del Sur,PH153600000,Picotaan,PH153612039,Roof,134,Trapal,0
Lanao Del Sur,PH153600000,Poblacion (Lumbatan),PH153612043,Roof,238,Trapal,0
Lanao Del Sur,PH153600000,Tambac,PH153612048,Roof,91,Trapal,0
Lanao Del Sur,PH153600000,Bubong Macadar,PH153612050,Roof,79,Trapal,0
Lanao Del Sur,PH153600000,Penaring,PH153612051,Roof,46,Trapal,0
,,Ligue (Sultan Batampuar),PH153612052,Roof,38,Trapal,0
Lanao Del Sur,PH153600000,Abaga,PH153613001,Roof,81,Trapal,0
Lanao Del Sur,PH153600000,Bagoaingud,PH153613003,Roof,70,Trapal,0
Lanao Del Sur,PH153600000,Basak,PH153613006,Roof,60,Trapal,0
Lanao Del Sur,PH153600000,Bato,PH153613007,Roof,70,Trapal,0
Lanao Del Sur,PH153600000,Bubong,PH153613008,Roof,70,Trapal,0
Lanao Del Sur,PH153600000,Kormatan,PH153613010,Roof,60,Trapal,0
Lanao Del Sur,PH153600000,Dandamun,PH153613012,Roof,48,Trapal,0
Lanao Del Sur,PH153600000,Diampaca,PH153613013,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Dibarosan,PH153613014,Roof,147,Trapal,0
Lanao Del Sur,PH153600000,Delausan,PH153613015,Roof,97,Trapal,0
Lanao Del Sur,PH153600000,Gadongan,PH153613016,Roof,85,Trapal,0
Lanao Del Sur,PH153600000,Gurain,PH153613017,Roof,73,Trapal,4
Lanao Del Sur,PH153600000,Cabasaran,PH153613018,Roof,137,Trapal,0
Lanao Del Sur,PH153600000,Cadayonan,PH153613019,Roof,88,Trapal,0
Lanao Del Sur,PH153600000,Liangan I,PH153613021,Roof,104,Trapal,0
Lanao Del Sur,PH153600000,Lilitun,PH153613022,Roof,65,Trapal,0
Lanao Del Sur,PH153600000,Linao,PH153613023,Roof,96,Trapal,0
Lanao Del Sur,PH153600000,Linuk,PH153613024,Roof,126,Trapal,1
Lanao Del Sur,PH153600000,Madaya,PH153613025,Roof,62,Trapal,0
Lanao Del Sur,PH153600000,Pagayawan,PH153613026,Roof,82,Trapal,0
Lanao Del Sur,PH153600000,Poblacion,PH153613027,Roof,194,Trapal,0
Lanao Del Sur,PH153600000,Punud,PH153613028,Roof,64,Trapal,0
Lanao Del Sur,PH153600000,Raya,PH153613029,Roof,110,Trapal,0
Lanao Del Sur,PH153600000,Riray,PH153613030,Roof,93,Trapal,0
Lanao Del Sur,PH153600000,Sabanding,PH153613031,Roof,85,Trapal,0
Lanao Del Sur,PH153600000,Salongabanding,PH153613032,Roof,147,Trapal,0
Lanao Del Sur,PH153600000,Sugod,PH153613033,Roof,143,Trapal,1
Lanao Del Sur,PH153600000,Tamporong,PH153613034,Roof,106,Trapal,0
Lanao Del Sur,PH153600000,Tongantongan,PH153613035,Roof,125,Trapal,0
Lanao Del Sur,PH153600000,Udangun,PH153613036,Roof,46,Trapal,0
Lanao Del Sur,PH153600000,Liangan,PH153613040,Roof,104,Trapal,0
Lanao Del Sur,PH153600000,Lumbac,PH153613041,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Paridi-Kalimodan,PH153613043,Roof,67,Trapal,0
Lanao Del Sur,PH153600000,Racotan,PH153613044,Roof,109,Trapal,2
Lanao Del Sur,PH153600000,Bacayawan,PH153613049,Roof,75,Trapal,0
Lanao Del Sur,PH153600000,Padian Torogan I,PH153613050,Roof,62,Trapal,0
Lanao Del Sur,PH153600000,Sogod Kaloy,PH153613051,Roof,71,Trapal,0
Lanao Del Sur,PH153600000,Balintad,PH153614003,Roof,123,Trapal,0
Lanao Del Sur,PH153600000,Balagunun,PH153614004,Roof,130,Trapal,0
Lanao Del Sur,PH153600000,Bawang,PH153614005,Roof,57,Trapal,0
Lanao Del Sur,PH153600000,Biabe,PH153614006,Roof,99,Trapal,0
Lanao Del Sur,PH153600000,Bubong Uyaan,PH153614007,Roof,84,Trapal,0
Lanao Del Sur,PH153600000,Cabasaran,PH153614008,Roof,61,Trapal,0
Lanao Del Sur,PH153600000,Dibarusan,PH153614010,Roof,80,Trapal,0
Lanao Del Sur,PH153600000,Lakitan,PH153614011,Roof,66,Trapal,0
Lanao Del Sur,PH153600000,Liangan,PH153614012,Roof,104,Trapal,0
Lanao Del Sur,PH153600000,Linuk,PH153614013,Roof,52,Trapal,0
Lanao Del Sur,PH153600000,Lumbaca Ingud,PH153614014,Roof,96,Trapal,0
Lanao Del Sur,PH153600000,Palao,PH153614016,Roof,84,Trapal,0
Lanao Del Sur,PH153600000,Pantaon,PH153614017,Roof,80,Trapal,0
Lanao Del Sur,PH153600000,Pantar,PH153614018,Roof,100,Trapal,0
Lanao Del Sur,PH153600000,Madamba,PH153614019,Roof,100,Trapal,0
Lanao Del Sur,PH153600000,Punud,PH153614020,Roof,86,Trapal,0
Lanao Del Sur,PH153600000,Tubaran,PH153614022,Roof,73,Trapal,0
Lanao Del Sur,PH153600000,Tambo,PH153614023,Roof,119,Trapal,0
Lanao Del Sur,PH153600000,Tuca,PH153614025,Roof,131,Trapal,0
Lanao Del Sur,PH153600000,Uyaan Proper (Pob.),PH153614027,Roof,219,Trapal,0
Lanao Del Sur,PH153600000,Tulay,PH153614031,Roof,71,Trapal,0
Lanao Del Sur,PH153600000,Ilian,PH153614032,Roof,60,Trapal,0
Lanao Del Sur,PH153600000,Pagayonan,PH153614033,Roof,130,Trapal,0
Lanao Del Sur,PH153600000,Pangadapan,PH153614034,Roof,58,Trapal,0
Lanao Del Sur,PH153600000,Bacayawan,PH153615003,Roof,158,Trapal,0
Lanao Del Sur,PH153600000,Badak Lumao,PH153615004,Roof,120,Trapal,0
Lanao Del Sur,PH153600000,Bagoaingud,PH153615006,Roof,111,Trapal,0
Lanao Del Sur,PH153600000,Boniga,PH153615017,Roof,127,Trapal,0
Lanao Del Sur,PH153600000,BPS Village,PH153615018,Roof,176,Trapal,0
Lanao Del Sur,PH153600000,Betayan,PH153615019,Roof,96,Trapal,0
Lanao Del Sur,PH153600000,Campo Muslim,PH153615020,Roof,303,Trapal,0
Lanao Del Sur,PH153600000,China Town (Pob.),PH153615021,Roof,309,Trapal,0
Lanao Del Sur,PH153600000,Corahab,PH153615022,Roof,387,Trapal,0
Lanao Del Sur,PH153600000,Diamaro,PH153615023,Roof,135,Trapal,0
Lanao Del Sur,PH153600000,Inandayan,PH153615027,Roof,103,Trapal,0
Lanao Del Sur,PH153600000,Cabasaran (South),PH153615028,Roof,200,Trapal,0
Lanao Del Sur,PH153600000,Calumbog,PH153615029,Roof,98,Trapal,0
Lanao Del Sur,PH153600000,Lamin,PH153615034,Roof,87,Trapal,0
Lanao Del Sur,PH153600000,Mable,PH153615038,Roof,119,Trapal,0
Lanao Del Sur,PH153600000,Mananayo,PH153615043,Roof,154,Trapal,0
Lanao Del Sur,PH153600000,Manggahan,PH153615044,Roof,137,Trapal,0
Lanao Del Sur,PH153600000,Masao,PH153615047,Roof,113,Trapal,0
Lanao Del Sur,PH153600000,Montay,PH153615049,Roof,129,Trapal,0
Lanao Del Sur,PH153600000,Pasir,PH153615053,Roof,150,Trapal,0
Lanao Del Sur,PH153600000,Rebocun,PH153615059,Roof,64,Trapal,0
Lanao Del Sur,PH153600000,Sarang,PH153615061,Roof,88,Trapal,0
Lanao Del Sur,PH153600000,Tacub,PH153615063,Roof,75,Trapal,0
Lanao Del Sur,PH153600000,Tambara,PH153615064,Roof,118,Trapal,0
Lanao Del Sur,PH153600000,Tiongcop,PH153615066,Roof,137,Trapal,0
Lanao Del Sur,PH153600000,Tuboc,PH153615068,Roof,329,Trapal,0
Lanao Del Sur,PH153600000,Matampay,PH153615070,Roof,119,Trapal,0
Lanao Del Sur,PH153600000,Calibagat,PH153615071,Roof,109,Trapal,0
Lanao Del Sur,PH153600000,Jose Abad Santos,PH153615072,Roof,404,Trapal,0
Lanao Del Sur,PH153600000,Macuranding,PH153615073,Roof,166,Trapal,0
Lanao Del Sur,PH153600000,Matalin,PH153615074,Roof,459,Trapal,0
Lanao Del Sur,PH153600000,Matling,PH153615075,Roof,130,Trapal,0
Lanao Del Sur,PH153600000,Pialot,PH153615078,Roof,134,Trapal,0
Lanao Del Sur,PH153600000,Sumbagarogong,PH153615079,Roof,113,Trapal,0
Lanao Del Sur,PH153600000,Banday,PH153615080,Roof,199,Trapal,0
Lanao Del Sur,PH153600000,Bunk House,PH153615081,Roof,214,Trapal,0
Lanao Del Sur,PH153600000,Madaya,PH153615082,Roof,102,Trapal,0
Lanao Del Sur,PH153600000,Bacayawan,PH153616001,Roof,127,Trapal,0
Lanao Del Sur,PH153600000,Cawayan Bacolod,PH153616005,Roof,128,Trapal,0
Lanao Del Sur,PH153600000,Bacong,PH153616006,Roof,104,Trapal,0
Lanao Del Sur,PH153600000,Camalig Bandara Ingud,PH153616009,Roof,121,Trapal,0
Lanao Del Sur,PH153600000,Camalig Bubong,PH153616018,Roof,178,Trapal,0
Lanao Del Sur,PH153600000,Camalig (Pob.),PH153616022,Roof,124,Trapal,0
