Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Variable,Value
Lanao Del Sur,PH153600000,Kialdan,PH153616036,Number of School,1
Lanao Del Sur,PH153600000,Cawayan Linuk,PH153616040,Number of School,1
Lanao Del Sur,PH153600000,Inudaran Lumbac,PH153616047,Number of School,2
Lanao Del Sur,PH153600000,Mantapoli,PH153616051,Number of School,1
Lanao Del Sur,PH153600000,Maul,PH153616055,Number of School,1
Lanao Del Sur,PH153600000,Pagalongan Bacayawan,PH153616061,Number of School,1
Lanao Del Sur,PH153600000,Punud Proper,PH153616072,Number of School,2
Lanao Del Sur,PH153600000,Maul Ilian,PH153616097,Number of School,1
Lanao Del Sur,PH153600000,Banga-Pantar,PH153616105,Number of School,2
Lanao Del Sur,PH153600000,Bubong Madanding (Bubong),PH153616107,Number of School,3
Lanao Del Sur,PH153600000,Inudaran Loway,PH153616109,Number of School,1
Lanao Del Sur,PH153600000,Ambolong,PH153617001,Number of School,1
Lanao Del Sur,PH153600000,Banga,PH153617006,Number of School,4
Lanao Del Sur,PH153600000,Banggolo Poblacion,PH153617008,Number of School,7
Lanao Del Sur,PH153600000,Beyaba-Damag,PH153617010,Number of School,3
Lanao Del Sur,PH153600000,Bito Buadi Itowa,PH153617012,Number of School,1
Lanao Del Sur,PH153600000,Cabingan,PH153617025,Number of School,1
Lanao Del Sur,PH153600000,Cadayonan I,PH153617027,Number of School,2
Lanao Del Sur,PH153600000,Daguduban,PH153617033,Number of School,3
Lanao Del Sur,PH153600000,Dayawan,PH153617037,Number of School,1
Lanao Del Sur,PH153600000,Dimaluna,PH153617039,Number of School,2
Lanao Del Sur,PH153600000,Emie Punud,PH153617044,Number of School,1
Lanao Del Sur,PH153600000,Gadongan,PH153617046,Number of School,9
Lanao Del Sur,PH153600000,Buadi Sacayo (Green),PH153617048,Number of School,2
Lanao Del Sur,PH153600000,Lilod Madaya (Pob.),PH153617057,Number of School,2
Lanao Del Sur,PH153600000,Lilod Saduc,PH153617058,Number of School,1
Lanao Del Sur,PH153600000,Lomidong,PH153617060,Number of School,7
Lanao Del Sur,PH153600000,Lumbaca Madaya (Pob.),PH153617062,Number of School,1
Lanao Del Sur,PH153600000,Basak Malutlut,PH153617066,Number of School,8
Lanao Del Sur,PH153600000,Marinaut East,PH153617070,Number of School,2
Lanao Del Sur,PH153600000,Mipaga Proper,PH153617075,Number of School,1
Lanao Del Sur,PH153600000,Moncado Colony,PH153617076,Number of School,5
Lanao Del Sur,PH153600000,Moncado Kadingilan,PH153617077,Number of School,1
Lanao Del Sur,PH153600000,Panggao Saduc,PH153617090,Number of School,3
Lanao Del Sur,PH153600000,Paridi,PH153617098,Number of School,1
Lanao Del Sur,PH153600000,Patani,PH153617099,Number of School,1
Lanao Del Sur,PH153600000,Poona Marantao,PH153617103,Number of School,1
Lanao Del Sur,PH153600000,Pugaan,PH153617105,Number of School,2
Lanao Del Sur,PH153600000,Rapasun MSU,PH153617107,Number of School,4
Lanao Del Sur,PH153600000,Raya Madaya I,PH153617109,Number of School,3
Lanao Del Sur,PH153600000,Rorogagus Proper,PH153617112,Number of School,2
Lanao Del Sur,PH153600000,Sabala Manao,PH153617116,Number of School,1
Lanao Del Sur,PH153600000,Saduc Proper,PH153617118,Number of School,4
Lanao Del Sur,PH153600000,Sugod Proper,PH153617125,Number of School,2
Lanao Del Sur,PH153600000,Tolali,PH153617131,Number of School,2
Lanao Del Sur,PH153600000,Marawi Poblacion,PH153617141,Number of School,3
Lanao Del Sur,PH153600000,Norhaya Village,PH153617142,Number of School,2
Lanao Del Sur,PH153600000,Papandayan Caniogan,PH153617143,Number of School,1
Lanao Del Sur,PH153600000,Abdullah Buisan,PH153618001,Number of School,1
Lanao Del Sur,PH153600000,Alip Lalabuan,PH153618003,Number of School,1
Lanao Del Sur,PH153600000,Mai Ditimbang Balindong,PH153618005,Number of School,1
Lanao Del Sur,PH153600000,Mai Sindaoloan Dansalan,PH153618007,Number of School,1
Lanao Del Sur,PH153600000,Lakadun,PH153618008,Number of School,2
Lanao Del Sur,PH153600000,Maranat Bontalis,PH153618018,Number of School,1
Lanao Del Sur,PH153600000,Dalog Balut,PH153618023,Number of School,1
Lanao Del Sur,PH153600000,Gindolongan Alabat,PH153618032,Number of School,1
Lanao Del Sur,PH153600000,Gondarangin Asa Adigao,PH153618034,Number of School,1
Lanao Del Sur,PH153600000,Sawir,PH153618035,Number of School,7
Lanao Del Sur,PH153600000,Moriatao-Bai Labay,PH153618039,Number of School,3
Lanao Del Sur,PH153600000,Laila Lumbac Bacon,PH153618040,Number of School,2
Lanao Del Sur,PH153600000,Lanco Dimapatoy,PH153618041,Number of School,2
Lanao Del Sur,PH153600000,Talub Langi,PH153618042,Number of School,2
Lanao Del Sur,PH153600000,Lomigis Sucod,PH153618043,Number of School,1
Lanao Del Sur,PH153600000,Macabangan Imbala,PH153618044,Number of School,1
Lanao Del Sur,PH153600000,Macadaag Talaguian,PH153618045,Number of School,2
Lanao Del Sur,PH153600000,Macalupang Lumbac Caramian,PH153618047,Number of School,1
Lanao Del Sur,PH153600000,Magayo Bagoaingud,PH153618052,Number of School,1
Lanao Del Sur,PH153600000,Macompara Apa Mimbalay,PH153618053,Number of School,2
Lanao Del Sur,PH153600000,Manalocon Talub,PH153618055,Number of School,1
Lanao Del Sur,PH153600000,Putad Marandang Buisan,PH153618060,Number of School,2
Lanao Del Sur,PH153600000,Matao Araza,PH153618061,Number of School,1
Lanao Del Sur,PH153600000,Mocamad Tangul,PH153618062,Number of School,1
Lanao Del Sur,PH153600000,Pantao,PH153618069,Number of School,5
Lanao Del Sur,PH153600000,Tamboro Cormatan,PH153618082,Number of School,1
Lanao Del Sur,PH153600000,Towanao Arangga,PH153618083,Number of School,1
Lanao Del Sur,PH153600000,Tomambiling Lumbaca Ingud,PH153618085,Number of School,1
Lanao Del Sur,PH153600000,Unda Dayawan,PH153618088,Number of School,1
Lanao Del Sur,PH153600000,Buadi Amloy,PH153618089,Number of School,3
Lanao Del Sur,PH153600000,Buadi-Abala,PH153619006,Number of School,2
Lanao Del Sur,PH153600000,Buadi-Bayawa,PH153619007,Number of School,1
Lanao Del Sur,PH153600000,Buadi-Insuba,PH153619008,Number of School,1
Lanao Del Sur,PH153600000,Poblacion (Dado),PH153619015,Number of School,2
Lanao Del Sur,PH153600000,Guilopa,PH153619022,Number of School,1
Lanao Del Sur,PH153600000,Lilod Raybalai,PH153619030,Number of School,1
Lanao Del Sur,PH153600000,Lumbac (Lumbac Bubong),PH153619034,Number of School,1
Lanao Del Sur,PH153600000,Ayong,PH153620001,Number of School,1
Lanao Del Sur,PH153600000,Bandara Ingud,PH153620005,Number of School,1
Lanao Del Sur,PH153600000,Ngingir (Kabasaran),PH153620034,Number of School,1
Lanao Del Sur,PH153600000,Padas,PH153620035,Number of School,1
Lanao Del Sur,PH153600000,Pinalangca,PH153620041,Number of School,1
Lanao Del Sur,PH153600000,Poblacion (Lumbac),PH153620042,Number of School,2
Lanao Del Sur,PH153600000,Linindingan,PH153620054,Number of School,3
Lanao Del Sur,PH153600000,Aposong,PH153621001,Number of School,1
Lanao Del Sur,PH153600000,Bangco (Pob.),PH153621003,Number of School,1
Lanao Del Sur,PH153600000,Bobo,PH153621006,Number of School,2
Lanao Del Sur,PH153600000,Bubong Tawa-an,PH153621007,Number of School,1
Lanao Del Sur,PH153600000,Bubong Ilian,PH153621010,Number of School,1
Lanao Del Sur,PH153600000,Gacap,PH153621011,Number of School,1
Lanao Del Sur,PH153600000,Kalanganan,PH153621014,Number of School,1
Lanao Del Sur,PH153600000,Mamaanun,PH153621018,Number of School,1
Lanao Del Sur,PH153600000,Mentring,PH153621020,Number of School,1
Lanao Del Sur,PH153600000,Olango,PH153621021,Number of School,1
Lanao Del Sur,PH153600000,Palacat,PH153621022,Number of School,1
Lanao Del Sur,PH153600000,Radapan,PH153621030,Number of School,1
Lanao Del Sur,PH153600000,Radapan Poblacion,PH153621031,Number of School,1
Lanao Del Sur,PH153600000,Sapingit,PH153621032,Number of School,1
Lanao Del Sur,PH153600000,Talao,PH153621033,Number of School,1
Lanao Del Sur,PH153600000,Tapocan,PH153621035,Number of School,1
Lanao Del Sur,PH153600000,Taporug,PH153621036,Number of School,1
Lanao Del Sur,PH153600000,Tawaan,PH153621037,Number of School,1
Lanao Del Sur,PH153600000,Udalo,PH153621038,Number of School,1
Lanao Del Sur,PH153600000,Bubong-Dimunda,PH153622006,Number of School,1
Lanao Del Sur,PH153600000,Poblacion (Gata Proper),PH153622020,Number of School,3
Lanao Del Sur,PH153600000,Rogan Cairan,PH153622037,Number of School,1
Lanao Del Sur,PH153600000,Talaguian,PH153622041,Number of School,1
Lanao Del Sur,PH153600000,Rogan Tandiong Dimayon,PH153622042,Number of School,1
Lanao Del Sur,PH153600000,Bantayan,PH153623002,Number of School,1
Lanao Del Sur,PH153600000,Basagad,PH153623003,Number of School,1
Lanao Del Sur,PH153600000,Boring,PH153623006,Number of School,1
Lanao Del Sur,PH153600000,Danugan,PH153623012,Number of School,2
Lanao Del Sur,PH153600000,Dapao,PH153623013,Number of School,2
Lanao Del Sur,PH153600000,Diamla,PH153623014,Number of School,1
Lanao Del Sur,PH153600000,Maligo,PH153623024,Number of School,1
Lanao Del Sur,PH153600000,Notong,PH153623026,Number of School,1
Lanao Del Sur,PH153600000,Porug,PH153623030,Number of School,1
Lanao Del Sur,PH153600000,Tambo (Pob.),PH153623033,Number of School,2
Lanao Del Sur,PH153600000,Yaran,PH153623037,Number of School,3
Lanao Del Sur,PH153600000,Barimbingan,PH153624006,Number of School,1
Lanao Del Sur,PH153600000,Bayabao,PH153624009,Number of School,1
Lanao Del Sur,PH153600000,Buadi Babai,PH153624012,Number of School,1
Lanao Del Sur,PH153600000,Pagalongan Buadiadingan,PH153624016,Number of School,1
Lanao Del Sur,PH153600000,Dangimprampiai,PH153624027,Number of School,1
Lanao Del Sur,PH153600000,Linamon,PH153624045,Number of School,1
Lanao Del Sur,PH153600000,Lumbatan Ramain,PH153624048,Number of School,1
Lanao Del Sur,PH153600000,Maranao Timber (Dalama),PH153624058,Number of School,1
Lanao Del Sur,PH153600000,Pagalongan Proper,PH153624064,Number of School,1
Lanao Del Sur,PH153600000,Polo,PH153624070,Number of School,2
Lanao Del Sur,PH153600000,Ramain Proper,PH153624078,Number of School,1
Lanao Del Sur,PH153600000,Buayaan Lilod,PH153624091,Number of School,1
Lanao Del Sur,PH153600000,Sultan Pangadapun,PH153624094,Number of School,2
Lanao Del Sur,PH153600000,Cadayon,PH153625005,Number of School,1
Lanao Del Sur,PH153600000,Comonal,PH153625008,Number of School,1
Lanao Del Sur,PH153600000,Limogao,PH153625013,Number of School,1
Lanao Del Sur,PH153600000,Lumbayanague,PH153625015,Number of School,1
Lanao Del Sur,PH153600000,Basak Maito,PH153625018,Number of School,1
Lanao Del Sur,PH153600000,Mipaga,PH153625021,Number of School,1
Lanao Del Sur,PH153600000,Panggao,PH153625026,Number of School,1
Lanao Del Sur,PH153600000,Pantao Raya,PH153625027,Number of School,1
Lanao Del Sur,PH153600000,Patpangkat,PH153625029,Number of School,3
Lanao Del Sur,PH153600000,Pawak,PH153625030,Number of School,2
Lanao Del Sur,PH153600000,Salocad,PH153625035,Number of School,1
Lanao Del Sur,PH153600000,Sungcod,PH153625036,Number of School,1
Lanao Del Sur,PH153600000,Bocalan,PH153626001,Number of School,1
Lanao Del Sur,PH153600000,Occidental Linuk,PH153626012,Number of School,1
Lanao Del Sur,PH153600000,Lumbaca Lilod,PH153626016,Number of School,1
Lanao Del Sur,PH153600000,Balutmadiar,PH153626019,Number of School,1
Lanao Del Sur,PH153600000,Pimbago-Pagalongan,PH153626030,Number of School,2
Lanao Del Sur,PH153600000,Raya Tamparan,PH153626043,Number of School,1
Lanao Del Sur,PH153600000,Tatayawan North,PH153626050,Number of School,1
Lanao Del Sur,PH153600000,Tubok,PH153626054,Number of School,1
Lanao Del Sur,PH153600000,Pagalamatan Linuk,PH153626079,Number of School,1
Lanao Del Sur,PH153600000,Boriongan,PH153627006,Number of School,1
Lanao Del Sur,PH153600000,Buadi Arorao,PH153627011,Number of School,2
Lanao Del Sur,PH153600000,Buadi Ongcalo,PH153627014,Number of School,1
Lanao Del Sur,PH153600000,Bucalan,PH153627016,Number of School,1
Lanao Del Sur,PH153600000,Cadayonan Bagumbayan,PH153627017,Number of School,1
Lanao Del Sur,PH153600000,Caramat,PH153627018,Number of School,1
Lanao Del Sur,PH153600000,Carandangan Calopaan,PH153627019,Number of School,1
Lanao Del Sur,PH153600000,Moriatao Loksa Datu,PH153627047,Number of School,1
Lanao Del Sur,PH153600000,Ririk,PH153627053,Number of School,1
Lanao Del Sur,PH153600000,Lumasa Proper (Salvador Concha),PH153627056,Number of School,1
Lanao Del Sur,PH153600000,Sambolawan,PH153627057,Number of School,1
Lanao Del Sur,PH153600000,Sigayan Proper,PH153627061,Number of School,1
Lanao Del Sur,PH153600000,Mangayao,PH153627071,Number of School,1
Lanao Del Sur,PH153600000,Poblacion (Buribid),PH153628009,Number of School,2
Lanao Del Sur,PH153600000,Campo,PH153628012,Number of School,1
Lanao Del Sur,PH153600000,Datumanong,PH153628015,Number of School,1
Lanao Del Sur,PH153600000,Mindamudag,PH153628023,Number of School,1
Lanao Del Sur,PH153600000,Paigoay-Pimbataan,PH153628030,Number of School,1
Lanao Del Sur,PH153600000,Tubaran Proper,PH153628037,Number of School,2
Lanao Del Sur,PH153600000,Malaganding,PH153628043,Number of School,1
Lanao Del Sur,PH153600000,Buadi Dico,PH153629006,Number of School,2
Lanao Del Sur,PH153600000,Campong Talao,PH153629010,Number of School,1
Lanao Del Sur,PH153600000,Dandanun,PH153629012,Number of School,1
Lanao Del Sur,PH153600000,Poblacion (Ingud),PH153629017,Number of School,1
Lanao Del Sur,PH153600000,Maidan,PH153629021,Number of School,1
Lanao Del Sur,PH153600000,Pandiaranao,PH153629026,Number of School,2
Lanao Del Sur,PH153600000,Pindolonan II,PH153629028,Number of School,1
Lanao Del Sur,PH153600000,Putad,PH153629030,Number of School,1
Lanao Del Sur,PH153600000,Sugod I,PH153629034,Number of School,2
Lanao Del Sur,PH153600000,Sugod Mawatan,PH153629036,Number of School,1
Lanao Del Sur,PH153600000,Amoyong,PH153630001,Number of School,1
Lanao Del Sur,PH153600000,Balatin,PH153630002,Number of School,1
Lanao Del Sur,PH153600000,Buntongun,PH153630006,Number of School,1
Lanao Del Sur,PH153600000,Bo-ot,PH153630007,Number of School,1
Lanao Del Sur,PH153600000,Cebuano Group,PH153630009,Number of School,1
Lanao Del Sur,PH153600000,Christian Village,PH153630010,Number of School,1
Lanao Del Sur,PH153600000,Eastern Wao,PH153630011,Number of School,3
Lanao Del Sur,PH153600000,Extension Poblacion,PH153630012,Number of School,1
Lanao Del Sur,PH153600000,Kabatangan,PH153630016,Number of School,1
Lanao Del Sur,PH153600000,Kadingilan,PH153630017,Number of School,1
Lanao Del Sur,PH153600000,Katutungan (Pob.),PH153630019,Number of School,3
Lanao Del Sur,PH153600000,Kilikili East,PH153630021,Number of School,2
Lanao Del Sur,PH153600000,Kilikili West,PH153630022,Number of School,1
Lanao Del Sur,PH153600000,Malaigang,PH153630025,Number of School,1
Lanao Del Sur,PH153600000,Manila Group,PH153630026,Number of School,2
Lanao Del Sur,PH153600000,Milaya,PH153630029,Number of School,2
Lanao Del Sur,PH153600000,Mimbuaya,PH153630030,Number of School,1
Lanao Del Sur,PH153600000,Muslim Village,PH153630031,Number of School,1
Lanao Del Sur,PH153600000,Panang,PH153630034,Number of School,2
Lanao Del Sur,PH153600000,Park Area (Pob.),PH153630035,Number of School,4
Lanao Del Sur,PH153600000,Serran Village,PH153630038,Number of School,1
Lanao Del Sur,PH153600000,Western Wao (Pob.),PH153630042,Number of School,7
Lanao Del Sur,PH153600000,Bolawan,PH153631005,Number of School,1
Lanao Del Sur,PH153600000,Cahera,PH153631009,Number of School,1
Lanao Del Sur,PH153600000,Mantailoco,PH153631015,Number of School,1
Lanao Del Sur,PH153600000,Marogong Proper (Pob.),PH153631018,Number of School,2
Lanao Del Sur,PH153600000,Pasayanan,PH153631024,Number of School,1
Lanao Del Sur,PH153600000,Piangologan,PH153631026,Number of School,4
Lanao Del Sur,PH153600000,Romagondong,PH153631028,Number of School,2
Lanao Del Sur,PH153600000,Bubonga Ranao,PH153632004,Number of School,1
Lanao Del Sur,PH153600000,Inoma,PH153632019,Number of School,1
Lanao Del Sur,PH153600000,Pagalongan,PH153632042,Number of School,5
Lanao Del Sur,PH153600000,Panggawalupa,PH153632043,Number of School,3
Lanao Del Sur,PH153600000,Pantaon,PH153632044,Number of School,7
Lanao Del Sur,PH153600000,Piksan,PH153632048,Number of School,1
Lanao Del Sur,PH153600000,Bacolod,PH153633001,Number of School,1
Lanao Del Sur,PH153600000,Bangon,PH153633003,Number of School,3
Lanao Del Sur,PH153600000,Buadiposo Proper,PH153633006,Number of School,1
Lanao Del Sur,PH153600000,Gata,PH153633011,Number of School,3
Lanao Del Sur,PH153600000,Katogonan,PH153633014,Number of School,1
Lanao Del Sur,PH153600000,Lumbatan Pataingud,PH153633018,Number of School,1
Lanao Del Sur,PH153600000,Manacab (Pob.),PH153633019,Number of School,2
Lanao Del Sur,PH153600000,Paling,PH153633021,Number of School,1
Lanao Del Sur,PH153600000,Sapot,PH153633026,Number of School,1
Lanao Del Sur,PH153600000,Tarik,PH153633030,Number of School,1
Lanao Del Sur,PH153600000,Tuka,PH153633031,Number of School,1
Lanao Del Sur,PH153600000,Boto Ragondingan,PH153633042,Number of School,1
Lanao Del Sur,PH153600000,Bolao,PH153634004,Number of School,2
Lanao Del Sur,PH153600000,Balintao,PH153634006,Number of School,2
Lanao Del Sur,PH153600000,Borocot,PH153634007,Number of School,2
Lanao Del Sur,PH153600000,Bato-bato,PH153634008,Number of School,2
Lanao Del Sur,PH153600000,Borrowa,PH153634009,Number of School,1
Lanao Del Sur,PH153600000,Botud,PH153634014,Number of School,1
Lanao Del Sur,PH153600000,Dilausan (Pob.),PH153634019,Number of School,1
Lanao Del Sur,PH153600000,Maguing Proper,PH153634032,Number of School,1
Lanao Del Sur,PH153600000,Sabala Dilausan,PH153634055,Number of School,1
Lanao Del Sur,PH153600000,Bara-as,PH153635004,Number of School,3
Lanao Del Sur,PH153600000,Biasong,PH153635007,Number of School,1
Lanao Del Sur,PH153600000,Bulangos,PH153635009,Number of School,1
Lanao Del Sur,PH153600000,Durian,PH153635015,Number of School,1
Lanao Del Sur,PH153600000,Maganding,PH153635028,Number of School,1
Lanao Del Sur,PH153600000,Maladi,PH153635029,Number of School,3
Lanao Del Sur,PH153600000,Micalubo,PH153635037,Number of School,1
Lanao Del Sur,PH153600000,Punong,PH153635042,Number of School,3
Lanao Del Sur,PH153600000,Ramitan,PH153635043,Number of School,1
Lanao Del Sur,PH153600000,Balaigay,PH153636005,Number of School,3
Lanao Del Sur,PH153600000,Cadingilan,PH153636008,Number of School,1
Lanao Del Sur,PH153600000,Casalayan,PH153636009,Number of School,2
Lanao Del Sur,PH153600000,Cabuntungan,PH153636013,Number of School,1
Lanao Del Sur,PH153600000,Lamin,PH153636014,Number of School,1
Lanao Del Sur,PH153600000,Diromoyod,PH153636015,Number of School,1
Lanao Del Sur,PH153600000,Kabasaran (Pob.),PH153636017,Number of School,3
Lanao Del Sur,PH153600000,Nanagun,PH153636018,Number of School,3
Lanao Del Sur,PH153600000,Miniros,PH153636020,Number of School,2
Lanao Del Sur,PH153600000,Pitatanglan,PH153636025,Number of School,1
Lanao Del Sur,PH153600000,Singcara,PH153636030,Number of School,1
Lanao Del Sur,PH153600000,Wago,PH153636033,Number of School,1
Lanao Del Sur,PH153600000,Comara,PH153637005,Number of School,1
Lanao Del Sur,PH153600000,Frankfort,PH153637006,Number of School,2
Lanao Del Sur,PH153600000,Natangcopan,PH153637012,Number of School,2
Lanao Del Sur,PH153600000,Pagalamatan,PH153637014,Number of School,4
Lanao Del Sur,PH153600000,Punud,PH153637016,Number of School,3
Lanao Del Sur,PH153600000,Salam,PH153637018,Number of School,1
Lanao Del Sur,PH153600000,Sumugot,PH153637021,Number of School,1
Lanao Del Sur,PH153600000,Kianibong,PH153638015,Number of School,1
Lanao Del Sur,PH153600000,Kingan,PH153638017,Number of School,2
Lanao Del Sur,PH153600000,Malinao,PH153638025,Number of School,1
Lanao Del Sur,PH153600000,Maimbaguiang,PH153638030,Number of School,1
Lanao Del Sur,PH153600000,Bakikis,PH153639001,Number of School,2
Lanao Del Sur,PH153600000,Bongabong,PH153639003,Number of School,1
Lanao Del Sur,PH153600000,Daguan,PH153639004,Number of School,2
Lanao Del Sur,PH153600000,Kapatagan,PH153639007,Number of School,2
Lanao Del Sur,PH153600000,Lusain,PH153639008,Number of School,1
Lanao Del Sur,PH153600000,Matimos,PH153639009,Number of School,1
Lanao Del Sur,PH153600000,Minimao,PH153639010,Number of School,1
Lanao Del Sur,PH153600000,Pinantao,PH153639011,Number of School,2
Lanao Del Sur,PH153600000,Dinganun Guilopa (Dingunun),PH153640003,Number of School,1
Lanao Del Sur,PH153600000,Malalis,PH153640005,Number of School,1
Lanao Del Sur,PH153600000,Bangon (Dilausan),PH153641001,Number of School,1
Lanao Del Sur,PH153600000,Beta,PH153641002,Number of School,2
Lanao Del Sur,PH153600000,Calalon,PH153641003,Number of School,1
Lanao Del Sur,PH153600000,Dimapaok,PH153641006,Number of School,1
Lanao Del Sur,PH153600000,Lumbac Dilausan,PH153641007,Number of School,3
Lanao Del Sur,PH153600000,Oriental Beta,PH153641008,Number of School,1
Lanao Del Sur,PH153600000,Tringun,PH153641009,Number of School,1
Maguindanao,PH153800000,Dicalongan (Pob.),PH153801004,Number of School,2
Maguindanao,PH153800000,Kakal,PH153801011,Number of School,1
Maguindanao,PH153800000,Kamasi,PH153801012,Number of School,1
Maguindanao,PH153800000,Kapinpilan,PH153801014,Number of School,1
Maguindanao,PH153800000,Kauran,PH153801015,Number of School,5
Maguindanao,PH153800000,Malatimon,PH153801018,Number of School,1
Maguindanao,PH153800000,Matagabong,PH153801022,Number of School,1
Maguindanao,PH153800000,Saniag,PH153801028,Number of School,1
Maguindanao,PH153800000,Tomicor,PH153801031,Number of School,1
Maguindanao,PH153800000,Tubak,PH153801032,Number of School,1
Maguindanao,PH153800000,Ampuan,PH153802001,Number of School,1
Maguindanao,PH153800000,Aratuc,PH153802002,Number of School,1
Maguindanao,PH153800000,Cabayuan,PH153802005,Number of School,1
Maguindanao,PH153800000,Calaan (Pob.),PH153802007,Number of School,4
Maguindanao,PH153800000,Karim,PH153802008,Number of School,4
Maguindanao,PH153800000,Dinganen,PH153802009,Number of School,5
Maguindanao,PH153800000,Edcor (Gallego Edcor),PH153802011,Number of School,4
Maguindanao,PH153800000,Kulimpang,PH153802012,Number of School,2
Maguindanao,PH153800000,Mataya,PH153802017,Number of School,1
Maguindanao,PH153800000,Nuyo,PH153802020,Number of School,1
Maguindanao,PH153800000,Oring,PH153802021,Number of School,2
Maguindanao,PH153800000,Pantawan,PH153802022,Number of School,1
Maguindanao,PH153800000,Piers,PH153802023,Number of School,1
Maguindanao,PH153800000,Rumidas,PH153802025,Number of School,2
Maguindanao,PH153800000,Digal,PH153803008,Number of School,1
Maguindanao,PH153800000,Lower Siling,PH153803023,Number of School,1
Maguindanao,PH153800000,Maslabeng,PH153803030,Number of School,3
Maguindanao,PH153800000,Poblacion,PH153803039,Number of School,11
Maguindanao,PH153800000,Popol,PH153803040,Number of School,1
Maguindanao,PH153800000,Talitay,PH153803045,Number of School,4
Maguindanao,PH153800000,Alip (Pob.),PH153805001,Number of School,2
Maguindanao,PH153800000,Damawato,PH153805003,Number of School,1
Maguindanao,PH153800000,Katil,PH153805004,Number of School,2
Maguindanao,PH153800000,Malala,PH153805006,Number of School,1
Maguindanao,PH153800000,Mangadeg,PH153805007,Number of School,1
Maguindanao,PH153800000,Manindolo,PH153805008,Number of School,2
Maguindanao,PH153800000,Puya,PH153805010,Number of School,1
Maguindanao,PH153800000,Sepaka,PH153805011,Number of School,1
Maguindanao,PH153800000,Kalumenga (Kalumanga),PH153805014,Number of School,1
Maguindanao,PH153800000,Palao sa Buto,PH153805015,Number of School,1
Maguindanao,PH153800000,Damalusay,PH153805016,Number of School,1
Maguindanao,PH153800000,Bonawan,PH153805017,Number of School,1
Maguindanao,PH153800000,Bulod,PH153805018,Number of School,5
Maguindanao,PH153800000,Datang,PH153805019,Number of School,1
Maguindanao,PH153800000,Elbebe,PH153805020,Number of School,1
Maguindanao,PH153800000,Lipao,PH153805021,Number of School,1
Maguindanao,PH153800000,Madidis,PH153805022,Number of School,3
Maguindanao,PH153800000,Makat,PH153805023,Number of School,1
Maguindanao,PH153800000,Napok,PH153805025,Number of School,1
Maguindanao,PH153800000,Poblacion,PH153805026,Number of School,3
Maguindanao,PH153800000,Salendab,PH153805027,Number of School,1
Maguindanao,PH153800000,Alonganan,PH153806001,Number of School,1
Maguindanao,PH153800000,Ambadao,PH153806002,Number of School,1
Maguindanao,PH153800000,Balanakan,PH153806005,Number of School,1
Maguindanao,PH153800000,Balong,PH153806006,Number of School,3
Maguindanao,PH153800000,Buayan,PH153806008,Number of School,4
Maguindanao,PH153800000,Dado,PH153806010,Number of School,1
Maguindanao,PH153800000,Damabalas,PH153806011,Number of School,2
Maguindanao,PH153800000,Duaminanga,PH153806015,Number of School,1
Maguindanao,PH153800000,Kalipapa,PH153806021,Number of School,1
Maguindanao,PH153800000,Magaslong,PH153806028,Number of School,2
Maguindanao,PH153800000,Masigay,PH153806029,Number of School,1
Maguindanao,PH153800000,Montay,PH153806030,Number of School,2
Maguindanao,PH153800000,Poblacion (Dulawan),PH153806034,Number of School,5
Maguindanao,PH153800000,Reina Regente,PH153806035,Number of School,1
Maguindanao,PH153800000,Kanguan,PH153806039,Number of School,1
Maguindanao,PH153800000,Ambolodto,PH153807001,Number of School,1
Maguindanao,PH153800000,Awang,PH153807002,Number of School,12
Maguindanao,PH153800000,Badak,PH153807003,Number of School,1
Maguindanao,PH153800000,Bagoenged,PH153807004,Number of School,3
Maguindanao,PH153800000,Baka,PH153807005,Number of School,1
Maguindanao,PH153800000,Benolen,PH153807006,Number of School,2
Maguindanao,PH153800000,Bitu,PH153807007,Number of School,1
Maguindanao,PH153800000,Bongued,PH153807008,Number of School,1
Maguindanao,PH153800000,Bugawas,PH153807009,Number of School,3
Maguindanao,PH153800000,Capiton,PH153807010,Number of School,4
Maguindanao,PH153800000,Dalican Poblacion,PH153807013,Number of School,2
Maguindanao,PH153800000,Dinaig Proper,PH153807014,Number of School,3
Maguindanao,PH153800000,Dulangan,PH153807015,Number of School,2
Maguindanao,PH153800000,Kakar,PH153807017,Number of School,1
Maguindanao,PH153800000,Kenebeka,PH153807018,Number of School,1
Maguindanao,PH153800000,Kurintem,PH153807019,Number of School,1
Maguindanao,PH153800000,Kusiong,PH153807020,Number of School,2
Maguindanao,PH153800000,Labungan,PH153807021,Number of School,3
Maguindanao,PH153800000,Linek,PH153807022,Number of School,1
Maguindanao,PH153800000,Makir,PH153807023,Number of School,1
Maguindanao,PH153800000,Margues,PH153807024,Number of School,1
Maguindanao,PH153800000,Nekitan,PH153807025,Number of School,2
Maguindanao,PH153800000,Mompong,PH153807026,Number of School,2
Maguindanao,PH153800000,Sapalan,PH153807027,Number of School,1
Maguindanao,PH153800000,Semba,PH153807028,Number of School,2
Maguindanao,PH153800000,Sibuto,PH153807029,Number of School,1
Maguindanao,PH153800000,Sifaren (Sifaran),PH153807030,Number of School,1
Maguindanao,PH153800000,Tamontaka,PH153807032,Number of School,2
Maguindanao,PH153800000,Tanuel,PH153807033,Number of School,1
Maguindanao,PH153800000,Tapian,PH153807034,Number of School,1
