Pro_Name,Pro_Code,Bgy_Name,Bgy_Code,Variable,Value
Maguindanao,PH153800000,Taviran,PH153807035,Number of School,3
Maguindanao,PH153800000,Tenonggos,PH153807036,Number of School,1
Maguindanao,PH153800000,Labu-labu,PH153808012,Number of School,3
Maguindanao,PH153800000,Lapok (Lepok),PH153808013,Number of School,1
Maguindanao,PH153800000,Poblacion,PH153808034,Number of School,1
Maguindanao,PH153800000,Satan,PH153808037,Number of School,1
Maguindanao,PH153800000,Timbangan,PH153808039,Number of School,1
Maguindanao,PH153800000,Tina,PH153808040,Number of School,1
Maguindanao,PH153800000,Poblacion II,PH153808047,Number of School,2
Maguindanao,PH153800000,Bayanga Norte,PH153809001,Number of School,1
Maguindanao,PH153800000,Bayanga Sur,PH153809002,Number of School,3
Maguindanao,PH153800000,Bugasan Norte,PH153809003,Number of School,3
Maguindanao,PH153800000,Bugasan Sur (Pob.),PH153809004,Number of School,3
Maguindanao,PH153800000,Kidama,PH153809005,Number of School,1
Maguindanao,PH153800000,Sapad,PH153809007,Number of School,5
Maguindanao,PH153800000,Langkong,PH153809009,Number of School,2
Maguindanao,PH153800000,Buliok,PH153810004,Number of School,3
Maguindanao,PH153800000,Damalasak,PH153810006,Number of School,1
Maguindanao,PH153800000,Galakit,PH153810008,Number of School,1
Maguindanao,PH153800000,Inug-ug,PH153810009,Number of School,1
Maguindanao,PH153800000,Kalbugan,PH153810010,Number of School,3
Maguindanao,PH153800000,Kilangan,PH153810013,Number of School,6
Maguindanao,PH153800000,Kudal,PH153810014,Number of School,1
Maguindanao,PH153800000,Layog,PH153810015,Number of School,1
Maguindanao,PH153800000,Linandangan,PH153810017,Number of School,1
Maguindanao,PH153800000,Poblacion,PH153810021,Number of School,2
Maguindanao,PH153800000,Dalgan,PH153810025,Number of School,1
Maguindanao,PH153800000,Gadungan,PH153811008,Number of School,3
Maguindanao,PH153800000,Gumagadong Calawag,PH153811009,Number of School,1
Maguindanao,PH153800000,Guiday T. Biruar,PH153811010,Number of School,1
Maguindanao,PH153800000,Landasan (Sarmiento),PH153811012,Number of School,8
Maguindanao,PH153800000,Limbayan,PH153811013,Number of School,1
Maguindanao,PH153800000,Bongo Island (Litayen),PH153811014,Number of School,3
Maguindanao,PH153800000,Magsaysay,PH153811015,Number of School,3
Maguindanao,PH153800000,Making,PH153811016,Number of School,4
Maguindanao,PH153800000,Nituan,PH153811017,Number of School,2
Maguindanao,PH153800000,Orandang,PH153811018,Number of School,1
Maguindanao,PH153800000,Pinantao,PH153811019,Number of School,1
Maguindanao,PH153800000,Poblacion,PH153811020,Number of School,8
Maguindanao,PH153800000,Polloc,PH153811021,Number of School,2
Maguindanao,PH153800000,Tagudtongan,PH153811023,Number of School,1
Maguindanao,PH153800000,Tuca-Maror,PH153811024,Number of School,2
Maguindanao,PH153800000,Manion,PH153811025,Number of School,1
Maguindanao,PH153800000,Macasandag,PH153811026,Number of School,1
Maguindanao,PH153800000,Cotongan,PH153811027,Number of School,1
Maguindanao,PH153800000,Poblacion II,PH153811028,Number of School,3
Maguindanao,PH153800000,Kabuan,PH153811030,Number of School,1
Maguindanao,PH153800000,Gadunganpedpandaran,PH153811033,Number of School,1
Maguindanao,PH153800000,Alamada,PH153812001,Number of School,3
Maguindanao,PH153800000,Banatin,PH153812003,Number of School,1
Maguindanao,PH153800000,Banubo,PH153812004,Number of School,1
Maguindanao,PH153800000,Bulalo,PH153812006,Number of School,2
Maguindanao,PH153800000,Bulibod,PH153812007,Number of School,1
Maguindanao,PH153800000,Crossing Simuay,PH153812010,Number of School,3
Maguindanao,PH153800000,Dalumangcob (Pob.),PH153812012,Number of School,4
Maguindanao,PH153800000,Darapanan,PH153812013,Number of School,2
Maguindanao,PH153800000,Gang,PH153812014,Number of School,1
Maguindanao,PH153800000,Inawan,PH153812015,Number of School,1
Maguindanao,PH153800000,Ladia,PH153812023,Number of School,1
Maguindanao,PH153800000,Limbo,PH153812024,Number of School,1
Maguindanao,PH153800000,Maidapa,PH153812026,Number of School,1
Maguindanao,PH153800000,Makaguiling,PH153812027,Number of School,1
Maguindanao,PH153800000,Matengen,PH153812029,Number of School,1
Maguindanao,PH153800000,Panatan,PH153812035,Number of School,1
Maguindanao,PH153800000,Pigcalagan,PH153812036,Number of School,1
Maguindanao,PH153800000,Pigkelegan (Ibotegen),PH153812037,Number of School,1
Maguindanao,PH153800000,Pinaring,PH153812038,Number of School,2
Maguindanao,PH153800000,Pingping,PH153812039,Number of School,1
Maguindanao,PH153800000,Raguisi,PH153812040,Number of School,1
Maguindanao,PH153800000,Rebuken,PH153812041,Number of School,1
Maguindanao,PH153800000,Salimbao,PH153812042,Number of School,3
Maguindanao,PH153800000,Senditan,PH153812044,Number of School,1
Maguindanao,PH153800000,Ungap,PH153812051,Number of School,1
Maguindanao,PH153800000,Nara,PH153812053,Number of School,1
Maguindanao,PH153800000,Angkayamat,PH153813001,Number of School,1
Maguindanao,PH153800000,Barurao,PH153813003,Number of School,2
Maguindanao,PH153800000,Darampua,PH153813006,Number of School,1
Maguindanao,PH153800000,Kulambog,PH153813013,Number of School,1
Maguindanao,PH153800000,Langgapanan,PH153813015,Number of School,1
Maguindanao,PH153800000,Masulot,PH153813021,Number of School,1
Maguindanao,PH153800000,Papakan,PH153813028,Number of School,1
Maguindanao,PH153800000,Tukanakuden,PH153813046,Number of School,1
Maguindanao,PH153800000,Paldong,PH153813050,Number of School,1
Maguindanao,PH153800000,Bagumbayan,PH153814001,Number of School,1
Maguindanao,PH153800000,Dadtumog (Dadtumeg),PH153814003,Number of School,1
Maguindanao,PH153800000,Gambar,PH153814005,Number of School,1
Maguindanao,PH153800000,Ganta,PH153814006,Number of School,2
Maguindanao,PH153800000,Katidtuan,PH153814008,Number of School,2
Maguindanao,PH153800000,Langeban,PH153814009,Number of School,1
Maguindanao,PH153800000,Maitong,PH153814012,Number of School,1
Maguindanao,PH153800000,Matilak,PH153814013,Number of School,1
Maguindanao,PH153800000,Pagalungan,PH153814014,Number of School,1
Maguindanao,PH153800000,Pened,PH153814016,Number of School,1
Maguindanao,PH153800000,Poblacion,PH153814018,Number of School,2
Maguindanao,PH153800000,Upper Taviran,PH153814019,Number of School,1
Maguindanao,PH153800000,Buterin,PH153814026,Number of School,1
Maguindanao,PH153800000,Lower Taviran,PH153814028,Number of School,1
Maguindanao,PH153800000,Borongotan,PH153815002,Number of School,1
Maguindanao,PH153800000,Bayabas,PH153815003,Number of School,1
Maguindanao,PH153800000,Blensong,PH153815004,Number of School,4
Maguindanao,PH153800000,Bugabungan,PH153815005,Number of School,2
Maguindanao,PH153800000,Bungcog,PH153815006,Number of School,3
Maguindanao,PH153800000,Darugao,PH153815008,Number of School,3
Maguindanao,PH153800000,Ganasi,PH153815009,Number of School,2
Maguindanao,PH153800000,Kabakaba,PH153815010,Number of School,1
Maguindanao,PH153800000,Kibleg,PH153815012,Number of School,3
Maguindanao,PH153800000,Kibucay,PH153815013,Number of School,2
Maguindanao,PH153800000,Kiga,PH153815014,Number of School,1
Maguindanao,PH153800000,Kinitan (Kinitaan),PH153815017,Number of School,1
Maguindanao,PH153800000,Mirab,PH153815022,Number of School,1
Maguindanao,PH153800000,Nangi,PH153815023,Number of School,3
Maguindanao,PH153800000,Nuro Poblacion,PH153815025,Number of School,7
Maguindanao,PH153800000,Bantek,PH153815028,Number of School,1
Maguindanao,PH153800000,Ranao Pilayan,PH153815029,Number of School,1
Maguindanao,PH153800000,Rempes,PH153815030,Number of School,4
Maguindanao,PH153800000,Renede,PH153815031,Number of School,1
Maguindanao,PH153800000,Renti,PH153815032,Number of School,1
Maguindanao,PH153800000,Rifao,PH153815034,Number of School,1
Maguindanao,PH153800000,Sefegefen,PH153815036,Number of School,1
Maguindanao,PH153800000,Tinungkaan,PH153815042,Number of School,3
Maguindanao,PH153800000,Damablac,PH153816007,Number of School,1
Maguindanao,PH153800000,Katibpuan,PH153816013,Number of School,1
Maguindanao,PH153800000,Linamunan,PH153816019,Number of School,1
Maguindanao,PH153800000,Binangga North,PH153816028,Number of School,1
Maguindanao,PH153800000,Binangga South,PH153816032,Number of School,1
Maguindanao,PH153800000,Talayan,PH153816033,Number of School,2
Maguindanao,PH153800000,Tamar,PH153816035,Number of School,1
Maguindanao,PH153800000,Kuya,PH153817001,Number of School,8
Maguindanao,PH153800000,Biarong,PH153817002,Number of School,1
Maguindanao,PH153800000,Bongo,PH153817003,Number of School,2
Maguindanao,PH153800000,Itaw,PH153817004,Number of School,1
Maguindanao,PH153800000,Kigan,PH153817005,Number of School,2
Maguindanao,PH153800000,Lamud,PH153817006,Number of School,1
Maguindanao,PH153800000,Looy,PH153817007,Number of School,5
Maguindanao,PH153800000,Pandan,PH153817008,Number of School,5
Maguindanao,PH153800000,Pilar,PH153817009,Number of School,6
Maguindanao,PH153800000,Romangaob (Pob.),PH153817010,Number of School,11
Maguindanao,PH153800000,San Jose,PH153817011,Number of School,1
Maguindanao,PH153800000,Barira (Pob.),PH153818001,Number of School,9
Maguindanao,PH153800000,Bualan,PH153818002,Number of School,2
Maguindanao,PH153800000,Gadung,PH153818003,Number of School,4
Maguindanao,PH153800000,Liong,PH153818004,Number of School,4
Maguindanao,PH153800000,Lipa,PH153818005,Number of School,2
Maguindanao,PH153800000,Lipawan,PH153818006,Number of School,2
Maguindanao,PH153800000,Marang,PH153818007,Number of School,2
Maguindanao,PH153800000,Nabalawag,PH153818008,Number of School,3
Maguindanao,PH153800000,Rominimbang,PH153818009,Number of School,2
Maguindanao,PH153800000,Togaig,PH153818010,Number of School,2
Maguindanao,PH153800000,Minabay,PH153818011,Number of School,3
Maguindanao,PH153800000,Korosoyan,PH153818012,Number of School,1
Maguindanao,PH153800000,Lamin,PH153818013,Number of School,2
Maguindanao,PH153800000,Panggao,PH153818014,Number of School,1
Maguindanao,PH153800000,Badak,PH153819001,Number of School,4
Maguindanao,PH153800000,Kaladturan,PH153819005,Number of School,1
Maguindanao,PH153800000,Kulasi,PH153819006,Number of School,1
Maguindanao,PH153800000,Lao-lao,PH153819007,Number of School,1
Maguindanao,PH153800000,Lasangan,PH153819008,Number of School,1
Maguindanao,PH153800000,Lower Idtig,PH153819009,Number of School,1
Maguindanao,PH153800000,Lumabao,PH153819010,Number of School,1
Maguindanao,PH153800000,Makainis,PH153819011,Number of School,1
Maguindanao,PH153800000,Midconding,PH153819012,Number of School,1
Maguindanao,PH153800000,Midpandacan,PH153819013,Number of School,1
Maguindanao,PH153800000,Panosolen,PH153819015,Number of School,2
Maguindanao,PH153800000,Ramcor,PH153819016,Number of School,2
Maguindanao,PH153800000,Tonggol,PH153819017,Number of School,1
,,Sumakubay,PH153819021,Number of School,1
Maguindanao,PH153800000,Upper Lasangan,PH153819022,Number of School,1
Maguindanao,PH153800000,Libutan,PH153820007,Number of School,2
Maguindanao,PH153800000,Lusay,PH153820009,Number of School,1
Maguindanao,PH153800000,Mamasapano,PH153820010,Number of School,1
Maguindanao,PH153800000,Manongkaling,PH153820011,Number of School,3
Maguindanao,PH153800000,Pidsandawan,PH153820013,Number of School,4
Maguindanao,PH153800000,Pimbalakan,PH153820014,Number of School,1
Maguindanao,PH153800000,Sapakan,PH153820016,Number of School,1
Maguindanao,PH153800000,Tuka,PH153820017,Number of School,1
Maguindanao,PH153800000,Tukanalipao,PH153820018,Number of School,3
Maguindanao,PH153800000,Bintan (Bentan),PH153821002,Number of School,1
Maguindanao,PH153800000,Kiladap,PH153821004,Number of School,1
Maguindanao,PH153800000,Kilalan,PH153821005,Number of School,1
Maguindanao,PH153800000,Kuden,PH153821006,Number of School,1
Maguindanao,PH153800000,Makadayon,PH153821007,Number of School,1
Maguindanao,PH153800000,Manggay,PH153821008,Number of School,1
Maguindanao,PH153800000,Pageda,PH153821011,Number of School,1
Maguindanao,PH153800000,Balatungkayo (Batungkayo),PH153822001,Number of School,1
Maguindanao,PH153800000,Bulit,PH153822002,Number of School,1
Maguindanao,PH153800000,Dungguan,PH153822004,Number of School,2
Maguindanao,PH153800000,Limbalud,PH153822005,Number of School,1
Maguindanao,PH153800000,Maridagao,PH153822006,Number of School,1
Maguindanao,PH153800000,Nabundas,PH153822007,Number of School,2
Maguindanao,PH153800000,Pagagawan,PH153822008,Number of School,2
Maguindanao,PH153800000,Talapas,PH153822009,Number of School,1
Maguindanao,PH153800000,Tunggol,PH153822011,Number of School,3
Maguindanao,PH153800000,Damakling,PH153823001,Number of School,2
Maguindanao,PH153800000,Paglat,PH153823003,Number of School,2
Maguindanao,PH153800000,Upper Idtig,PH153823004,Number of School,1
Maguindanao,PH153800000,Campo,PH153823005,Number of School,2
Maguindanao,PH153800000,Salam,PH153823007,Number of School,1
Maguindanao,PH153800000,Tual,PH153823008,Number of School,1
Maguindanao,PH153800000,Balut,PH153824001,Number of School,1
Maguindanao,PH153800000,Boliok,PH153824002,Number of School,1
Maguindanao,PH153800000,Bungabong,PH153824003,Number of School,1
Maguindanao,PH153800000,Dagurongan,PH153824004,Number of School,1
Maguindanao,PH153800000,Kirkir,PH153824005,Number of School,1
Maguindanao,PH153800000,Macabico (Macabiso),PH153824006,Number of School,2
Maguindanao,PH153800000,Namuken,PH153824007,Number of School,1
Maguindanao,PH153800000,Simuay/Seashore,PH153824008,Number of School,1
Maguindanao,PH153800000,Solon,PH153824009,Number of School,2
Maguindanao,PH153800000,Tambo,PH153824010,Number of School,1
Maguindanao,PH153800000,Tapayan,PH153824011,Number of School,2
Maguindanao,PH153800000,Tariken,PH153824012,Number of School,1
Maguindanao,PH153800000,Tuka,PH153824013,Number of School,1
Maguindanao,PH153800000,Ahan,PH153825001,Number of School,3
Maguindanao,PH153800000,Bagan,PH153825002,Number of School,3
Maguindanao,PH153800000,Kalumamis,PH153825004,Number of School,1
Maguindanao,PH153800000,Macasampen,PH153825007,Number of School,1
Maguindanao,PH153800000,Muslim,PH153825008,Number of School,1
Maguindanao,PH153800000,Muti,PH153825009,Number of School,1
Maguindanao,PH153800000,Sampao,PH153825010,Number of School,2
Maguindanao,PH153800000,Tambunan II,PH153825011,Number of School,4
Maguindanao,PH153800000,Dapiawan,PH153826002,Number of School,1
Maguindanao,PH153800000,Elian,PH153826003,Number of School,1
Maguindanao,PH153800000,Gawang,PH153826005,Number of School,1
Maguindanao,PH153800000,Kabengi,PH153826007,Number of School,2
Maguindanao,PH153800000,Kitango,PH153826008,Number of School,1
Maguindanao,PH153800000,Kitapok,PH153826009,Number of School,1
Maguindanao,PH153800000,Madia,PH153826010,Number of School,1
Maguindanao,PH153800000,Salbu,PH153826013,Number of School,5
Maguindanao,PH153800000,Iganagampong,PH153827002,Number of School,1
Maguindanao,PH153800000,Maitumaig,PH153827004,Number of School,2
Maguindanao,PH153800000,Meta,PH153827006,Number of School,2
Maguindanao,PH153800000,Banaba,PH153828001,Number of School,3
Maguindanao,PH153800000,Dimampao,PH153828002,Number of School,1
Maguindanao,PH153800000,Guinibon,PH153828003,Number of School,2
Maguindanao,PH153800000,Kaya-kaya,PH153828004,Number of School,1
Maguindanao,PH153800000,Maganoy,PH153828005,Number of School,1
Maguindanao,PH153800000,Mao,PH153828006,Number of School,2
Maguindanao,PH153800000,Maranding,PH153828007,Number of School,1
Maguindanao,PH153800000,Sugadol,PH153828008,Number of School,1
Maguindanao,PH153800000,Talisawa,PH153828009,Number of School,2
Maguindanao,PH153800000,Tukanolocong (Tukanologong),PH153828010,Number of School,1
Maguindanao,PH153800000,Baital,PH153829001,Number of School,1
Maguindanao,PH153800000,Bakat,PH153829002,Number of School,1
Maguindanao,PH153800000,Gaunan,PH153829004,Number of School,1
Maguindanao,PH153800000,Malibpolok,PH153829005,Number of School,1
Maguindanao,PH153800000,Mileb,PH153829006,Number of School,2
Maguindanao,PH153800000,Panadtaban,PH153829007,Number of School,1
Maguindanao,PH153800000,Sapakan (Pob.),PH153829010,Number of School,2
Maguindanao,PH153800000,Tabungao,PH153829011,Number of School,1
Maguindanao,PH153800000,Kinimi,PH153830001,Number of School,1
Maguindanao,PH153800000,Laguitan,PH153830002,Number of School,1
Maguindanao,PH153800000,Lapaken,PH153830003,Number of School,2
Maguindanao,PH153800000,Matuber,PH153830004,Number of School,1
Maguindanao,PH153800000,Meti,PH153830005,Number of School,1
Maguindanao,PH153800000,Nalkan,PH153830006,Number of School,2
Maguindanao,PH153800000,Penansaran,PH153830007,Number of School,1
Maguindanao,PH153800000,Resa,PH153830008,Number of School,2
Maguindanao,PH153800000,Sedem,PH153830009,Number of School,1
Maguindanao,PH153800000,Sinipak,PH153830010,Number of School,1
Maguindanao,PH153800000,Tambak,PH153830011,Number of School,3
Maguindanao,PH153800000,Tubuan,PH153830012,Number of School,1
Maguindanao,PH153800000,Pura,PH153830013,Number of School,1
Maguindanao,PH153800000,Adaon,PH153831001,Number of School,1
Maguindanao,PH153800000,Brar,PH153831002,Number of School,1
Maguindanao,PH153800000,Mapayag,PH153831003,Number of School,1
Maguindanao,PH153800000,Midtimbang (Pob.),PH153831004,Number of School,1
Maguindanao,PH153800000,Nunangan (Nunangen),PH153831005,Number of School,1
Maguindanao,PH153800000,Tugal,PH153831006,Number of School,2
Maguindanao,PH153800000,Tulunan,PH153831007,Number of School,1
Maguindanao,PH153800000,Daladagan,PH153832001,Number of School,1
Maguindanao,PH153800000,Kalian,PH153832002,Number of School,1
Maguindanao,PH153800000,Paitan,PH153832004,Number of School,1
Maguindanao,PH153800000,Panapan,PH153832005,Number of School,1
Maguindanao,PH153800000,Tumbao,PH153832008,Number of School,2
Maguindanao,PH153800000,Kabuling,PH153833001,Number of School,1
Maguindanao,PH153800000,Kayaga,PH153833002,Number of School,2
Maguindanao,PH153800000,Kayupo (Cuyapo),PH153833003,Number of School,1
Maguindanao,PH153800000,Lepak,PH153833004,Number of School,1
Maguindanao,PH153800000,Malangit,PH153833006,Number of School,1
Maguindanao,PH153800000,Pandag,PH153833007,Number of School,1
Maguindanao,PH153800000,Upper Dilag,PH153833008,Number of School,1
Maguindanao,PH153800000,Damatog,PH153834002,Number of School,1
Maguindanao,PH153800000,Gayonga,PH153834003,Number of School,2
Maguindanao,PH153800000,Guiawa,PH153834004,Number of School,1
Maguindanao,PH153800000,Indatuan,PH153834005,Number of School,1
Maguindanao,PH153800000,Kapimpilan,PH153834006,Number of School,2
Maguindanao,PH153800000,Libungan,PH153834007,Number of School,1
Maguindanao,PH153800000,Paulino Labio,PH153834009,Number of School,1
Maguindanao,PH153800000,Sabaken,PH153834010,Number of School,2
Maguindanao,PH153800000,Tumaguinting,PH153834011,Number of School,1
Maguindanao,PH153800000,Labu-labu I,PH153835002,Number of School,1
Maguindanao,PH153800000,Limpongo,PH153835004,Number of School,3
,,Talibadok,PH153835007,Number of School,1
Maguindanao,PH153800000,Tuayan,PH153835008,Number of School,1
Maguindanao,PH153800000,Tuayan I,PH153835009,Number of School,1
Maguindanao,PH153800000,Macalag,PH153835010,Number of School,2
Maguindanao,PH153800000,Andavit,PH153836002,Number of School,1
Maguindanao,PH153800000,Butilen,PH153836005,Number of School,1
Maguindanao,PH153800000,Pagatin,PH153836013,Number of School,3
Maguindanao,PH153800000,Pandi,PH153836014,Number of School,1
Maguindanao,PH153800000,Penditen,PH153836015,Number of School,3
Maguindanao,PH153800000,Sambulawan,PH153836016,Number of School,1
Maguindanao,PH153800000,Tee,PH153836017,Number of School,1
Maguindanao,PH153800000,Dasawao,PH153837003,Number of School,2
Maguindanao,PH153800000,Duguengen,PH153837006,Number of School,1
Maguindanao,PH153800000,Pamalian,PH153837012,Number of School,1
Maguindanao,PH153800000,Pikeg,PH153837013,Number of School,1
Sulu,PH156600000,Adjid,PH156601001,Number of School,1
Sulu,PH156600000,Bato-bato,PH156601003,Number of School,3
Sulu,PH156600000,Buanza,PH156601004,Number of School,2
Sulu,PH156600000,Bunut,PH156601006,Number of School,2
Sulu,PH156600000,Kagay,PH156601010,Number of School,2
Sulu,PH156600000,Kajatian,PH156601011,Number of School,2
Sulu,PH156600000,Karawan,PH156601014,Number of School,1
Sulu,PH156600000,Kuppong,PH156601016,Number of School,1
Sulu,PH156600000,Langpas,PH156601018,Number of School,2
Sulu,PH156600000,Licup,PH156601019,Number of School,2
Sulu,PH156600000,Malimbaya,PH156601020,Number of School,1
Sulu,PH156600000,Manilop,PH156601022,Number of School,1
Sulu,PH156600000,Paligue,PH156601023,Number of School,1
Sulu,PH156600000,Panabuan,PH156601024,Number of School,1
Sulu,PH156600000,Pasil,PH156601025,Number of School,2
Sulu,PH156600000,Poblacion (Indanan),PH156601026,Number of School,1
Sulu,PH156600000,Sapah Malaum,PH156601027,Number of School,1
Sulu,PH156600000,Panglima Misuari (Sasak),PH156601028,Number of School,1
Sulu,PH156600000,Sionogan,PH156601029,Number of School,2
Sulu,PH156600000,Tagbak,PH156601030,Number of School,2
Sulu,PH156600000,Timbangan,PH156601031,Number of School,3
Sulu,PH156600000,Tubig Dakulah,PH156601032,Number of School,1
Sulu,PH156600000,Alat,PH156602001,Number of School,5
Sulu,PH156600000,Asturias,PH156602002,Number of School,9
Sulu,PH156600000,Bus-bus,PH156602003,Number of School,8
Sulu,PH156600000,Chinese Pier,PH156602004,Number of School,2
Sulu,PH156600000,San Raymundo,PH156602007,Number of School,13
Sulu,PH156600000,Takut-takut,PH156602008,Number of School,1
Sulu,PH156600000,Tulay,PH156602009,Number of School,3
Sulu,PH156600000,Walled City (Pob.),PH156602010,Number of School,8
Sulu,PH156600000,Kambing,PH156603002,Number of School,1
Sulu,PH156600000,Kanlagay,PH156603004,Number of School,1
Sulu,PH156600000,Pang,PH156603010,Number of School,2
Sulu,PH156600000,Pangdan Pangdan,PH156603011,Number of School,1
Sulu,PH156600000,Pitogo,PH156603012,Number of School,2
Sulu,PH156600000,Karungdong (Pob.),PH156603013,Number of School,2
Sulu,PH156600000,Tunggol,PH156603016,Number of School,1
Sulu,PH156600000,Masjid Bayle,PH156603017,Number of School,1
Sulu,PH156600000,Masjid Punjungan,PH156603018,Number of School,2
Sulu,PH156600000,Bual,PH156604004,Number of School,1
Sulu,PH156600000,Kan-Bulak,PH156604007,Number of School,2
Sulu,PH156600000,Kan-Mindus,PH156604008,Number of School,2
Sulu,PH156600000,Lambago,PH156604012,Number of School,1
Sulu,PH156600000,Lianutan,PH156604013,Number of School,1
Sulu,PH156600000,Lingah,PH156604014,Number of School,1
Sulu,PH156600000,Mananti,PH156604015,Number of School,1
Sulu,PH156600000,Tubig-Puti (Pob.),PH156604021,Number of School,2
Sulu,PH156600000,Tandu-Bato,PH156604024,Number of School,2
Sulu,PH156600000,Tulayan Island,PH156604028,Number of School,1
Sulu,PH156600000,Niog-niog,PH156604030,Number of School,4
Sulu,PH156600000,Bato Ugis,PH156605002,Number of School,1
Sulu,PH156600000,Bualo Lipid,PH156605004,Number of School,1
Sulu,PH156600000,Ratag Limbon,PH156605006,Number of School,1
Sulu,PH156600000,Gulangan,PH156605008,Number of School,1
Sulu,PH156600000,Ipil,PH156605009,Number of School,1
Sulu,PH156600000,Kulasi,PH156605012,Number of School,2
Sulu,PH156600000,Lagasan Asibih,PH156605014,Number of School,1
Sulu,PH156600000,Laum Maimbung,PH156605017,Number of School,3
Sulu,PH156600000,Lower Tambaking,PH156605019,Number of School,1
Sulu,PH156600000,Lapa,PH156605020,Number of School,1
Sulu,PH156600000,Matatal,PH156605021,Number of School,1
Sulu,PH156600000,Patao,PH156605022,Number of School,1
Sulu,PH156600000,Poblacion (Maimbung),PH156605023,Number of School,1
Sulu,PH156600000,Tandu Patong,PH156605025,Number of School,2
Sulu,PH156600000,Tubig-Samin,PH156605026,Number of School,1
Sulu,PH156600000,Upper Tambaking,PH156605027,Number of School,1
Sulu,PH156600000,Bubuan,PH156606002,Number of School,1
Sulu,PH156600000,Kabuukan,PH156606003,Number of School,3
Sulu,PH156600000,Pag-asinan,PH156606008,Number of School,1
Sulu,PH156600000,Bangas (Pob.),PH156606012,Number of School,3
Sulu,PH156600000,Teomabal,PH156606015,Number of School,1
Sulu,PH156600000,Asin,PH156607001,Number of School,1
Sulu,PH156600000,Bitanag,PH156607005,Number of School,1
Sulu,PH156600000,Bulangsi,PH156607007,Number of School,1
Sulu,PH156600000,Kan Ukol,PH156607013,Number of School,1
Sulu,PH156600000,Kan-Sipat,PH156607016,Number of School,1
Sulu,PH156600000,Kulay-kulay,PH156607018,Number of School,1
Sulu,PH156600000,Lower Patibulan,PH156607028,Number of School,2
Sulu,PH156600000,Upper Patibulan,PH156607029,Number of School,1
Sulu,PH156600000,Pugad Manaul,PH156607030,Number of School,1
Sulu,PH156600000,Seit Lake (Pob.),PH156607034,Number of School,2
Sulu,PH156600000,Su-uh,PH156607036,Number of School,2
Sulu,PH156600000,Tabu Manuk,PH156607037,Number of School,2
Sulu,PH156600000,Tayungan,PH156607039,Number of School,1
Sulu,PH156600000,Alu Bunah,PH156608001,Number of School,1
Sulu,PH156600000,Bangkilay,PH156608003,Number of School,1
Sulu,PH156600000,Kawitan,PH156608004,Number of School,2
Sulu,PH156600000,Kehi Niog,PH156608005,Number of School,1
Sulu,PH156600000,Lantong Babag,PH156608006,Number of School,1
Sulu,PH156600000,Lumah Dapdap,PH156608007,Number of School,3
Sulu,PH156600000,Pandan Niog,PH156608009,Number of School,5
Sulu,PH156600000,Panducan,PH156608010,Number of School,3
Sulu,PH156600000,Panitikan,PH156608011,Number of School,1
Sulu,PH156600000,Patutol,PH156608012,Number of School,1
Sulu,PH156600000,Simbahan (Pob.),PH156608013,Number of School,4
Sulu,PH156600000,Se-ipang,PH156608014,Number of School,2
Sulu,PH156600000,Suang Bunah,PH156608016,Number of School,1
Sulu,PH156600000,Tonggasang,PH156608017,Number of School,2
Sulu,PH156600000,Tubig Nonok,PH156608018,Number of School,3
Sulu,PH156600000,Tubig Sallang,PH156608019,Number of School,3
Sulu,PH156600000,Kaha,PH156609001,Number of School,1
Sulu,PH156600000,Alu Pangkoh,PH156609002,Number of School,1
Sulu,PH156600000,Bagsak,PH156609003,Number of School,2
Sulu,PH156600000,Biid,PH156609005,Number of School,1
Sulu,PH156600000,Danapa,PH156609011,Number of School,1
Sulu,PH156600000,Gimba Lagasan,PH156609013,Number of School,1
Sulu,PH156600000,Kahoy Sinah,PH156609015,Number of School,1
Sulu,PH156600000,Kanaway,PH156609016,Number of School,2
Sulu,PH156600000,Kutah Sairap,PH156609017,Number of School,1
Sulu,PH156600000,Lagasan Higad,PH156609019,Number of School,1
Sulu,PH156600000,Laum Buwahan,PH156609021,Number of School,1
Sulu,PH156600000,Laum Suwah,PH156609023,Number of School,2
Sulu,PH156600000,Alu Layag-Layag,PH156609024,Number of School,1
Sulu,PH156600000,Liang,PH156609025,Number of School,1
Sulu,PH156600000,Linuho,PH156609026,Number of School,1
Sulu,PH156600000,Lipunos,PH156609027,Number of School,1
Sulu,PH156600000,Lungan Gitong,PH156609028,Number of School,1
Sulu,PH156600000,Lumbaan Mahaba,PH156609029,Number of School,1
Sulu,PH156600000,Lupa Abu,PH156609030,Number of School,3
Sulu,PH156600000,Paugan,PH156609032,Number of School,1
Sulu,PH156600000,Payuhan,PH156609033,Number of School,1
Sulu,PH156600000,Saldang,PH156609036,Number of School,1
Sulu,PH156600000,Sampunay,PH156609037,Number of School,1
Sulu,PH156600000,Silangkan,PH156609038,Number of School,2
Sulu,PH156600000,Taingting,PH156609039,Number of School,1
Sulu,PH156600000,Tukay,PH156609041,Number of School,1
Sulu,PH156600000,Tumangas,PH156609042,Number of School,2
Sulu,PH156600000,Lower Sampunay,PH156609045,Number of School,1
Sulu,PH156600000,Daungdong,PH156610003,Number of School,1
Sulu,PH156600000,Kamawi,PH156610004,Number of School,2
Sulu,PH156600000,Kanjarang,PH156610005,Number of School,1
